"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr12-0843","chr12",122000001,122100000,"chr12-0843",0.336,0.215,0.367,0.19,0.159,0.107,0.256,0.297,0.2
"chr12-0844","chr12",122100001,122200000,"chr12-0844",0.196,0.146,0.29,0.18,0.105,0.047,0.229,0.194,0.028
"chr12-0845","chr12",122200001,122300000,"chr12-0845",0.36,0.117,0.267,0.223,0.106,0.139,0.281,0.257,0.126
"chr12-0846","chr12",122300001,122400000,"chr12-0846",-0.05,0.119,0.186,0.097,0.049,0.013,0.043,0.063,0.039
"chr12-0847","chr12",122400001,122500000,"chr12-0847",0.179,0.141,0.345,0.208,0.058,0.094,0.196,0.166,0.101
"chr12-0848","chr12",122500001,122530623,"chr12-0848",0.425,0.155,0.102,0.176,0.155,0.082,0.298,0.235,0.197
"chr12-0849","chr12",122580624,122700000,"chr12-0849",0.142,0.15,0.316,0.096,0.094,0.113,0.164,0.155,0.069
"chr12-0850","chr12",122700001,122800000,"chr12-0850",0.196,0.116,0.317,0.178,0.094,0.109,0.139,0.167,0.098
"chr12-0851","chr12",122800001,122900000,"chr12-0851",0.025,0.236,0.343,0.241,0.163,0.064,0.119,0.182,0.142
"chr12-0852","chr12",122900001,123000000,"chr12-0852",0.269,0.168,0.161,0.174,0.14,0.111,0.184,0.226,0.152
"chr12-0853","chr12",123000001,123100000,"chr12-0853",0.164,0.044,0.088,0.139,0.14,0.057,0.046,0.179,0.121
"chr12-0854","chr12",123100001,123200000,"chr12-0854",0.045,0.178,0.5,0.168,0.142,0.106,0.083,0.242,0.122
"chr12-0855","chr12",123200001,123300000,"chr12-0855",0.053,0.181,0.279,0.156,0.108,0.064,0.13,0.173,0.136
"chr12-0856","chr12",123300001,123400000,"chr12-0856",0.128,0.055,0.177,0.115,0.061,0.113,0.144,0.125,0.074
"chr12-0857","chr12",123400001,123500000,"chr12-0857",0.186,-0.024,0.088,0.083,0.015,0.031,0.154,0.132,0.03
"chr12-0858","chr12",123500001,123600000,"chr12-0858",-0.109,-0.016,-0.077,-0.129,0.009,-0.002,0.024,-0.101,-0.032
"chr12-0859","chr12",123600001,123700000,"chr12-0859",0.018,0.057,0.039,-0.032,0.074,0.118,0,0.029,0.056
"chr12-0860","chr12",123700001,123800000,"chr12-0860",0.195,0.073,0.135,0.123,0.094,0.154,0.179,0.218,0.137
"chr12-0861","chr12",123800001,123900000,"chr12-0861",0.363,0.136,0.352,0.266,0.111,0.121,0.276,0.32,0.158
"chr12-0862","chr12",123900001,124000000,"chr12-0862",0.188,0.207,0.408,0.123,0.193,0.135,0.174,0.209,0.112
"chr12-0863","chr12",124000001,124100000,"chr12-0863",0.174,0.154,0.243,0.167,0.113,0.082,0.162,0.211,0.098
"chr12-0864","chr12",124100001,124200000,"chr12-0864",0.217,0.175,0.315,0.221,0.11,0.151,0.186,0.321,0.131
"chr12-0865","chr12",124200001,124300000,"chr12-0865",0.146,0.208,0.412,0.215,0.169,0.099,0.144,0.25,0.186
"chr12-0866","chr12",124300001,124400000,"chr12-0866",-0.067,0.066,0.096,0.001,0.027,0.011,-0.051,-0.033,0.009
"chr12-0867","chr12",124400001,124500000,"chr12-0867",0.005,0.071,0.138,0.059,0.025,0.019,0.071,0.029,0.071
"chr12-0868","chr12",124500001,124600000,"chr12-0868",0.1,0.038,0.086,0.038,-0.019,0.024,0.095,0.004,0.032
"chr12-0869","chr12",124600001,124700000,"chr12-0869",-0.095,0.09,0.155,-0.026,0.044,0.035,-0.005,0.033,0.034
"chr12-0870","chr12",124700001,124800000,"chr12-0870",0.057,0.026,0.132,0.031,0.013,0.009,0.073,0.036,0.024
"chr12-0871","chr12",124800001,124900000,"chr12-0871",0.296,-0.002,0.295,0.188,0.061,0.112,0.256,0.153,0.045
"chr12-0872","chr12",124900001,125000000,"chr12-0872",0.234,-0.04,0.16,0.081,-0.013,0.092,0.231,0.075,0.01
"chr12-0873","chr12",125000001,125100000,"chr12-0873",0.237,-0.014,0.007,0.025,0.029,0.066,0.193,0.058,-0.012
"chr12-0874","chr12",125100001,125200000,"chr12-0874",0.277,0.109,0.075,0.134,0.107,0.071,0.348,0.065,0.004
"chr12-0875","chr12",125200001,125300000,"chr12-0875",0.211,0.076,0.184,0.074,0.079,0.036,0.138,0.06,0.016
"chr12-0876","chr12",125300001,125400000,"chr12-0876",0.199,0.117,0.221,0.174,0.105,0.094,0.255,0.18,0.091
"chr12-0877","chr12",125400001,125500000,"chr12-0877",0.263,0.144,0.383,0.231,0.137,0.072,0.228,0.252,0.17
"chr12-0878","chr12",125500001,125600000,"chr12-0878",0.185,0.173,0.36,0.23,0.102,0.106,0.153,0.241,0.121
"chr12-0879","chr12",125600001,125700000,"chr12-0879",-0.035,0.024,0.157,0.041,-0.021,0.015,0.064,0.061,0.039
"chr12-0880","chr12",125700001,125800000,"chr12-0880",-0.33,-0.001,-0.167,-0.239,-0.06,-0.052,-0.199,-0.248,-0.017
"chr12-0881","chr12",125800001,125900000,"chr12-0881",-0.213,-0.019,0.003,-0.236,-0.129,-0.108,-0.307,-0.214,-0.131
"chr12-0882","chr12",125900001,126100000,"chr12-0882",-0.184,-0.03,-0.346,-0.154,-0.011,-0.04,0.019,-0.139,-0.117
"chr12-0883","chr12",126100001,126300000,"chr12-0883",-0.305,-0.058,-0.077,-0.14,-0.072,-0.112,-0.259,-0.098,-0.049
"chr12-0884","chr12",126300001,126400000,"chr12-0884",-0.088,0.046,0.305,0.158,-0.049,-0.081,-0.182,0.054,-0.012
"chr12-0885","chr12",126400001,126600000,"chr12-0885",-0.298,-0.075,-0.204,-0.076,-0.105,0.012,-0.133,0.016,-0.04
"chr12-0886","chr12",126600001,126700000,"chr12-0886",-0.125,-0.029,0.211,0.041,-0.097,-0.049,-0.079,-0.013,-0.04
"chr12-0887","chr12",126700001,126900000,"chr12-0887",-0.268,-0.092,-0.329,-0.137,-0.097,-0.062,-0.334,-0.091,0.036
"chr12-0888","chr12",126900001,127000000,"chr12-0888",-0.119,0.055,0.085,-0.03,0.01,-0.029,-0.25,-0.024,-0.057
"chr12-0889","chr12",127000001,127200000,"chr12-0889",-0.331,-0.007,-0.176,-0.123,0.003,-0.046,-0.263,-0.077,-0.002
"chr12-0890","chr12",127200001,127300000,"chr12-0890",-0.133,-0.023,-0.144,-0.137,-0.069,-0.069,-0.175,-0.156,-0.052
"chr12-0891","chr12",127300001,127500000,"chr12-0891",-0.124,0.168,-0.351,0.001,0.095,0.003,-0.066,0.002,0.128
"chr12-0892","chr12",127500001,127600000,"chr12-0892",-0.104,0.003,0.013,-0.208,-0.017,0.054,-0.131,-0.138,0.141
"chr12-0893","chr12",127600001,127700000,"chr12-0893",-0.133,0.072,-0.006,-0.071,-0.065,-0.04,-0.231,-0.066,-0.135
"chr12-0894","chr12",127700001,127800000,"chr12-0894",-0.216,-0.031,-0.039,-0.031,-0.074,-0.086,-0.16,-0.047,0.016
"chr12-0895","chr12",127800001,127900000,"chr12-0895",-0.321,0.005,-0.362,-0.261,-0.086,-0.04,-0.311,-0.057,-0.089
"chr12-0896","chr12",127900001,128000000,"chr12-0896",0.127,-0.028,-0.002,0.111,0.044,0.044,0.062,0.21,0.119
"chr12-0897","chr12",128000001,128200000,"chr12-0897",-0.444,-0.042,-0.137,-0.228,-0.041,-0.038,-0.311,-0.169,-0.076
"chr12-0898","chr12",128200001,128400000,"chr12-0898",-0.103,0.086,0.144,-0.08,0.045,0.04,-0.08,-0.028,0.037
"chr12-0899","chr12",128400001,128700000,"chr12-0899",-0.377,-0.032,-0.231,-0.202,-0.085,-0.028,-0.164,-0.175,-0.213
"chr12-0900","chr12",128700001,128800000,"chr12-0900",0.175,0.05,0.279,0.172,0.004,0.045,0.173,0.212,0.161
"chr12-0901","chr12",128800001,128900000,"chr12-0901",-0.329,-0.015,-0.166,-0.071,-0.018,-0.066,-0.178,-0.189,-0.089
"chr12-0902","chr12",128900001,129100000,"chr12-0902",-0.034,0.13,0.145,0.08,0.077,0.027,0.068,0.105,0.105
"chr12-0903","chr12",129100001,129200000,"chr12-0903",-0.006,0.045,0.099,0.052,0,0.007,0.058,0.027,0.096
"chr12-0904","chr12",129200001,129300000,"chr12-0904",0.156,0.128,0.246,0.213,0.088,0.093,0.175,0.12,0.078
"chr12-0905","chr12",129300001,129400000,"chr12-0905",0.121,0.116,0.239,0.128,0.06,0.079,0.026,0.078,0.117
"chr12-0906","chr12",129400001,129500000,"chr12-0906",0.029,0.095,0.17,0.022,-0.009,0.025,0.003,0.08,0.017
"chr12-0907","chr12",129500001,129600000,"chr12-0907",-0.379,-0.047,-0.073,-0.155,-0.002,-0.126,-0.229,-0.115,-0.105
"chr12-0908","chr12",129600001,130100000,"chr12-0908",-0.429,-0.024,-0.236,-0.196,-0.115,-0.088,-0.21,-0.137,-0.13
"chr12-0909","chr12",130100001,130300000,"chr12-0909",-0.096,0.081,0.358,0.149,0.032,0.047,-0.035,0.191,0.235
"chr12-0910","chr12",130300001,130400000,"chr12-0910",-0.23,0.002,0.039,-0.021,-0.043,-0.029,-0.06,-0.057,0.08
"chr12-0911","chr12",130400001,130500000,"chr12-0911",-0.278,0.016,0.113,-0.169,-0.057,-0.053,-0.148,-0.129,-0.099
"chr12-0912","chr12",130500001,130600000,"chr12-0912",-0.073,-0.018,0.001,0.004,-0.008,-0.015,0.057,-0.014,-0.028
"chr12-0913","chr12",130600001,130700000,"chr12-0913",-0.086,0.018,0.013,0.013,-0.053,0.011,0.025,-0.021,-0.047
"chr12-0914","chr12",130700001,130800000,"chr12-0914",-0.008,0.084,0.239,0.168,0.056,-0.028,-0.112,0.017,0.149
"chr12-0915","chr12",130800001,130900000,"chr12-0915",0.023,0.086,0.104,0.117,0.027,0.039,-0.045,-0.001,0.06
"chr12-0916","chr12",130900001,131000000,"chr12-0916",-0.009,0.01,0.119,0.018,-0.007,0.032,0.076,-0.001,0.018
"chr12-0917","chr12",131000001,131100000,"chr12-0917",-0.193,0.033,0.153,-0.097,-0.053,0.01,0,-0.048,-0.092
"chr12-0918","chr12",131100001,131200000,"chr12-0918",0.028,0.084,0.291,0.053,0.065,0.062,0.103,0.069,0.037
"chr12-0919","chr12",131200001,131300000,"chr12-0919",0.075,0.008,0.199,0.082,0.001,-0.001,0.005,0.07,-0.026
"chr12-0920","chr12",131300001,131400000,"chr12-0920",0.062,0.135,0.244,0.138,0.054,0.06,0.096,0.159,0.104
"chr12-0921","chr12",131400001,131500000,"chr12-0921",-0.043,0.041,0.171,0.101,0.002,0.017,0.025,0.051,0.008
"chr12-0922","chr12",131500001,131600000,"chr12-0922",0.036,0.025,0.261,0.128,-0.024,0.102,0.171,0.131,0.085
"chr12-0923","chr12",131600001,131700000,"chr12-0923",0.054,-0.004,0.024,-0.005,-0.043,0.029,0.095,0.033,0.003
"chr12-0924","chr12",131700001,131800000,"chr12-0924",0.015,0.003,0.296,0.101,-0.031,0.021,0.058,0.102,0.061
"chr12-0925","chr12",131800001,131900000,"chr12-0925",0.036,-0.021,0.051,-0.013,0.005,0.011,0.123,0.008,-0.043
"chr12-0926","chr12",131900001,132000000,"chr12-0926",-0.069,-0.008,0.118,0.046,0.002,0.053,0.017,0.058,0.048
"chr12-0927","chr12",132000001,132100000,"chr12-0927",-0.102,0.035,0.099,-0.022,0.062,0.068,0.053,0.021,0.062
"chr12-0928","chr12",132100001,132200000,"chr12-0928",0.008,-0.033,0.136,0.1,0.014,0.054,0.041,0.053,0.08
"chr12-0929","chr12",132200001,132300000,"chr12-0929",0.168,0.176,0.402,0.223,0.127,0.134,0.184,0.221,0.105
"chr12-0930","chr12",132300001,132400000,"chr12-0930",0.254,0.097,0.39,0.211,0.065,0.095,0.188,0.242,0.132
"chr12-0931","chr12",132400001,132500000,"chr12-0931",0.222,0.069,0.349,0.182,0.094,0.101,0.172,0.198,0.102
"chr12-0932","chr12",132500001,132600000,"chr12-0932",0.195,0.116,0.378,0.206,0.073,0.102,0.17,0.149,0.119
"chr12-0933","chr12",132600001,132706992,"chr12-0933",0.217,0.027,0.278,0.162,0.029,0.087,0.149,0.19,0.103
"chr12-0934","chr12",132806993,132900000,"chr12-0934",0.228,0.057,0.341,0.199,0.061,0.124,0.2,0.205,0.112
"chr12-0935","chr12",132900001,133000000,"chr12-0935",0.188,-0.005,0.273,0.119,0.012,0.109,0.125,0.158,0.053
"chr12-0936","chr12",133000001,133100000,"chr12-0936",0.297,0.073,0.404,0.22,0.049,0.101,0.191,0.264,0.144
"chr12-0937","chr12",133100001,133200000,"chr12-0937",0.234,0.029,0.363,0.205,0.063,0.084,0.19,0.199,0.101
"chr12-0938","chr12",133200001,133300000,"chr12-0938",0.266,0.146,0.408,0.25,0.093,0.127,0.249,0.246,0.162
"chr12-0939","chr12",133300001,133400000,"chr12-0939",0.354,0.198,0.595,0.324,0.171,0.176,0.259,0.279,0.22
"chr12-0940","chr12",133400001,133500000,"chr12-0940",0.225,0.132,0.304,0.185,0.081,0.13,0.202,0.204,0.093
"chr12-0941","chr12",133500001,133600000,"chr12-0941",0.259,0.143,0.355,0.195,0.134,0.157,0.181,0.233,0.136
"chr12-0942","chr12",133600001,133700000,"chr12-0942",0.201,0.005,0.079,0.096,0.089,0.119,0.071,0.114,0.066
"chr12-0943","chr12",133700001,133841895,"chr12-0943",0.06,0.011,0.099,0.109,0.072,0.097,-0.034,0.143,0.073
"chr13-0001","chr13",19020001,19200000,"chr13-0001",-0.095,-0.051,0.214,0.081,-0.237,-0.16,-0.137,0.031,0.12
"chr13-0002","chr13",19200001,19300000,"chr13-0002",-0.387,-0.058,0.236,0.062,-0.061,-0.116,-0.252,0.015,0.039
"chr13-0003","chr13",19300001,19500000,"chr13-0003",-0.257,-0.151,-0.022,-0.14,-0.087,-0.159,-0.274,-0.196,-0.144
"chr13-0004","chr13",19500001,19600000,"chr13-0004",-0.016,-0.039,-0.231,-0.257,0.055,-0.025,0.097,-0.093,-0.103
"chr13-0005","chr13",19600001,19700000,"chr13-0005",-0.082,-0.078,0.013,-0.168,-0.047,0.077,-0.013,0.006,0.013
"chr13-0006","chr13",19700001,19900000,"chr13-0006",-0.025,-0.016,0.079,0.076,-0.04,0.036,-0.03,0.067,-0.023
"chr13-0007","chr13",19900001,20000000,"chr13-0007",0.047,0.036,-0.033,0.067,0.001,-0.116,-0.04,0.039,0.151
"chr13-0008","chr13",20000001,20200000,"chr13-0008",-0.042,0.01,0.283,0.044,-0.008,0.019,-0.21,0.056,0.037
"chr13-0009","chr13",20200001,20300000,"chr13-0009",0.12,0.086,0.191,0.24,0.078,0.016,0.054,0.184,0.133
"chr13-0010","chr13",20300001,20400000,"chr13-0010",0.223,0.126,0.511,0.181,0.073,0.056,0.014,0.165,0.092
"chr13-0011","chr13",20400001,20500000,"chr13-0011",0.302,0.111,0.333,0.274,0.073,0.04,0.185,0.318,0.154
"chr13-0012","chr13",20500001,20600000,"chr13-0012",0.205,0.109,0.179,0.215,0.144,0.052,0.077,0.246,0.161
"chr13-0013","chr13",20600001,20700000,"chr13-0013",-0.183,0.013,-0.06,0.046,0.063,0.046,-0.322,0.019,-0.003
"chr13-0014","chr13",20700001,20800000,"chr13-0014",0.251,0.01,0.192,0.076,0.042,0.039,0.082,0.094,0.04
"chr13-0015","chr13",20800001,20900000,"chr13-0015",0.193,0.092,0.389,0.156,0.069,0.082,0.265,0.151,0.106
"chr13-0016","chr13",20900001,21000000,"chr13-0016",0.126,0.151,0.295,0.198,0.125,0.125,0.108,0.106,0.123
"chr13-0017","chr13",21000001,21100000,"chr13-0017",0.105,0.193,0.165,0.108,0.126,0.13,0.192,0.108,0.12
"chr13-0018","chr13",21100001,21200000,"chr13-0018",0.193,0.143,0.202,0.21,0.091,0.069,0.008,0.191,0.1
"chr13-0019","chr13",21200001,21300000,"chr13-0019",0.057,0.02,0.141,0.061,-0.007,0.04,0.067,0.081,0.078
"chr13-0020","chr13",21300001,21400000,"chr13-0020",-0.079,0.009,0.373,0.175,0.088,0.08,-0.075,0.103,0.112
"chr13-0021","chr13",21400001,21500000,"chr13-0021",0.283,0.205,0.571,0.324,0.09,0.122,0.183,0.277,0.095
"chr13-0022","chr13",21500001,21600000,"chr13-0022",0.106,0.152,0.46,0.188,0.018,-0.012,0.052,0.159,0.119
"chr13-0023","chr13",21600001,21700000,"chr13-0023",0.122,0.209,0.385,0.211,0.11,0.124,0.053,0.196,0.156
"chr13-0024","chr13",21700001,21800000,"chr13-0024",0.049,-0.004,0.213,0.112,0.032,0.025,0.016,0.112,0.041
"chr13-0025","chr13",21800001,21900000,"chr13-0025",-0.144,-0.001,0.238,0.095,0.001,-0.036,-0.202,-0.002,0.012
"chr13-0026","chr13",21900001,22000000,"chr13-0026",-0.114,0.012,0.15,0.015,0.016,-0.056,-0.105,-0.002,-0.02
"chr13-0027","chr13",22000001,22100000,"chr13-0027",-0.048,0.079,0.207,0.162,0.093,0.059,-0.14,0.159,0.107
"chr13-0028","chr13",22100001,22200000,"chr13-0028",0.185,0.119,0.223,0.246,0.166,0.142,0.115,0.221,0.104
"chr13-0029","chr13",22200001,22300000,"chr13-0029",0.022,0.001,-0.016,0.038,0.039,0.002,0,0.002,0.07
"chr13-0030","chr13",22300001,22400000,"chr13-0030",-0.038,0.025,0.165,0.016,0.024,-0.03,-0.055,0.043,0.068
"chr13-0031","chr13",22400001,22500000,"chr13-0031",-0.43,-0.044,0.105,-0.006,-0.013,-0.067,-0.346,-0.113,-0.076
"chr13-0032","chr13",22500001,22600000,"chr13-0032",-0.155,0.092,0.057,-0.089,0.041,0.008,-0.295,-0.055,0.018
"chr13-0033","chr13",22600001,22700000,"chr13-0033",-0.196,-0.011,-0.108,-0.089,-0.058,-0.073,-0.561,-0.12,-0.028
"chr13-0034","chr13",22700001,23300000,"chr13-0034",-0.522,-0.076,-0.325,-0.253,-0.022,-0.064,-0.485,-0.305,-0.066
"chr13-0035","chr13",23300001,23400000,"chr13-0035",-0.209,-0.061,0.139,-0.037,-0.104,-0.073,0.022,-0.028,0.067
"chr13-0036","chr13",23400001,23500000,"chr13-0036",-0.175,-0.07,0.433,0.21,-0.041,0.001,-0.122,0.118,0.066
"chr13-0037","chr13",23500001,23700000,"chr13-0037",0.035,0,0.294,0.03,0.025,0.034,0.07,0.109,0.104
"chr13-0038","chr13",23700001,23900000,"chr13-0038",-0.252,-0.042,0.018,-0.065,-0.079,-0.022,-0.319,-0.089,0.041
"chr13-0039","chr13",23900001,24000000,"chr13-0039",-0.003,0.131,-0.008,0.064,0.054,0.077,-0.193,0.105,0.094
"chr13-0040","chr13",24000001,24100000,"chr13-0040",-0.189,0.027,-0.025,-0.031,-0.004,-0.005,-0.43,-0.065,0.01
"chr13-0041","chr13",24100001,24200000,"chr13-0041",0.044,-0.06,-0.202,0.011,0.036,0.002,-0.237,0.068,0.009
"chr13-0042","chr13",24200001,24300000,"chr13-0042",-0.141,0.032,-0.036,0.022,-0.027,0.002,-0.304,-0.049,-0.025
"chr13-0043","chr13",24300001,24400000,"chr13-0043",-0.562,-0.16,-0.184,-0.254,-0.095,-0.075,-0.62,-0.269,-0.094
"chr13-0044","chr13",24400001,24500000,"chr13-0044",-0.095,-0.001,-0.067,0.027,0.022,-0.007,-0.266,-0.066,-0.015
"chr13-0045","chr13",24500001,24600000,"chr13-0045",0.117,0.022,0.143,0.043,-0.058,-0.023,-0.187,0.061,0.008
"chr13-0046","chr13",24600001,24700000,"chr13-0046",-0.21,-0.098,-0.342,-0.305,-0.085,-0.088,-0.374,-0.228,-0.303
"chr13-0047","chr13",24700001,24800000,"chr13-0047",-0.037,-0.02,-0.098,-0.032,-0.067,-0.018,-0.27,-0.066,-0.058
"chr13-0048","chr13",24800001,24900000,"chr13-0048",-0.096,0.037,0.12,-0.008,0.049,0.087,-0.358,0.005,0.04
"chr13-0049","chr13",24900001,25000000,"chr13-0049",0.052,0.004,0.173,0.061,-0.046,-0.002,-0.138,0.06,0.04
"chr13-0050","chr13",25000001,25100000,"chr13-0050",-0.03,0.1,0.142,0.068,0.029,0.007,-0.488,0.16,0.017
"chr13-0051","chr13",25100001,25200000,"chr13-0051",-0.276,-0.046,0.111,-0.02,-0.049,0.033,-0.427,0.009,-0.043
"chr13-0052","chr13",25200001,25300000,"chr13-0052",-0.009,0.038,0.096,0.018,0.024,-0.015,-0.229,0.021,-0.014
"chr13-0053","chr13",25300001,25400000,"chr13-0053",0.079,-0.065,-0.001,-0.12,-0.038,0.061,-0.179,-0.07,-0.078
"chr13-0054","chr13",25400001,25500000,"chr13-0054",-0.034,-0.014,0.049,0.076,-0.011,0.003,-0.234,0.056,0.027
"chr13-0055","chr13",25500001,25600000,"chr13-0055",-0.015,0.062,0.38,0.034,0.013,0.031,-0.169,0.045,0.086
"chr13-0056","chr13",25600001,25700000,"chr13-0056",-0.054,0.011,0.414,0.16,0.003,0.069,0.016,-0.056,0.03
"chr13-0057","chr13",25700001,25800000,"chr13-0057",-0.087,0.046,0.008,-0.032,0.041,0.052,-0.085,0.006,0.028
"chr13-0058","chr13",25800001,25900000,"chr13-0058",-0.081,-0.002,0.103,0.114,0.059,0.072,-0.108,0.167,0.013
"chr13-0059","chr13",25900001,26000000,"chr13-0059",-0.17,0.049,-0.092,-0.176,0.025,0.054,-0.219,-0.254,-0.029
"chr13-0060","chr13",26000001,26100000,"chr13-0060",-0.103,0.165,0.272,0.012,-0.05,0.044,-0.142,-0.202,-0.028
"chr13-0061","chr13",26100001,26300000,"chr13-0061",-0.646,-0.078,-0.217,-0.339,0.004,-0.034,-0.378,-0.308,-0.161
"chr13-0062","chr13",26300001,26400000,"chr13-0062",-0.504,-0.119,-0.326,-0.259,-0.141,-0.102,-0.439,-0.313,-0.304
"chr13-0063","chr13",26400001,26500000,"chr13-0063",-0.33,-0.004,0,-0.134,-0.056,0.001,-0.262,-0.096,-0.074
"chr13-0064","chr13",26500001,26600000,"chr13-0064",-0.479,-0.12,-0.151,-0.221,-0.101,-0.099,-0.289,-0.244,-0.058
"chr13-0065","chr13",26600001,26700000,"chr13-0065",0.078,-0.108,0.079,-0.01,0.016,0.025,-0.052,0.103,0
"chr13-0066","chr13",26700001,26800000,"chr13-0066",0.222,-0.039,-0.12,0.088,-0.064,0.03,0.064,0.147,-0.029
"chr13-0067","chr13",26800001,26900000,"chr13-0067",0.187,0.002,-0.081,-0.112,0.116,0.13,0.067,0.073,0.089
"chr13-0068","chr13",26900001,27100000,"chr13-0068",-0.146,-0.087,-0.092,-0.101,0.133,-0.003,-0.248,-0.019,0.069
"chr13-0069","chr13",27100001,27200000,"chr13-0069",-0.129,-0.013,-0.137,-0.038,0.068,0.046,-0.133,0.024,0.02
"chr13-0070","chr13",27200001,27300000,"chr13-0070",-0.344,-0.102,-0.241,-0.206,-0.084,-0.106,-0.168,-0.179,-0.221
"chr13-0071","chr13",27300001,27500000,"chr13-0071",-0.124,0.046,-0.032,0.014,-0.01,-0.039,-0.003,-0.082,-0.021
"chr13-0072","chr13",27500001,27600000,"chr13-0072",-0.039,-0.012,-0.08,-0.14,0.013,-0.052,0,-0.101,-0.054
"chr13-0073","chr13",27600001,27700000,"chr13-0073",-0.251,0.101,0.046,-0.082,0.018,0.025,-0.095,-0.028,0.062
"chr13-0074","chr13",27700001,27800000,"chr13-0074",0.109,0.152,0.194,0.12,0.072,0.066,0.072,0.187,0.178
"chr13-0075","chr13",27800001,27900000,"chr13-0075",-0.009,-0.037,0,0.105,-0.042,0.017,0.018,0.009,-0.044
"chr13-0076","chr13",27900001,28000000,"chr13-0076",-0.119,0.036,-0.109,-0.028,0.051,-0.009,-0.101,-0.084,-0.066
"chr13-0077","chr13",28000001,28100000,"chr13-0077",0.162,-0.041,0.004,0.03,-0.014,0.024,0.047,0.058,0.059
"chr13-0078","chr13",28100001,28200000,"chr13-0078",0.079,0.019,0.105,0.179,0.049,0.034,-0.043,0.103,0.024
"chr13-0079","chr13",28200001,28300000,"chr13-0079",-0.179,0.115,0.291,-0.029,0.08,0.011,-0.197,-0.108,0.138
"chr13-0080","chr13",28300001,28400000,"chr13-0080",0.11,-0.044,0.003,-0.09,-0.022,-0.034,0.114,-0.021,0.006
"chr13-0081","chr13",28400001,28500000,"chr13-0081",0.208,0.025,0.27,0.056,0.057,0.069,0.14,0.148,0.103
"chr13-0082","chr13",28500001,28600000,"chr13-0082",0.007,0.014,0.119,-0.032,0.022,0.04,0.009,0.005,-0.016
"chr13-0083","chr13",28600001,28700000,"chr13-0083",-0.123,0.049,0.172,0.05,0.105,0.081,-0.142,-0.007,0.148
"chr13-0084","chr13",28700001,28800000,"chr13-0084",0.362,0.182,0.285,0.396,0.234,0.164,0.164,0.348,0.233
"chr13-0085","chr13",28800001,28900000,"chr13-0085",-0.273,0.107,-0.004,-0.033,0.1,0.039,-0.149,0.04,0.085
"chr13-0086","chr13",28900001,29000000,"chr13-0086",-0.413,0.018,-0.125,-0.19,-0.042,0.006,-0.209,-0.177,-0.052
"chr13-0087","chr13",29000001,29100000,"chr13-0087",-0.081,-0.054,-0.098,0.055,-0.049,0.035,-0.159,-0.133,0.028
"chr13-0088","chr13",29100001,29200000,"chr13-0088",-0.091,0.044,0.235,-0.002,0.003,-0.073,-0.063,0.035,0.033
"chr13-0089","chr13",29200001,29300000,"chr13-0089",0.091,0.011,0.133,0.085,0.047,-0.025,-0.069,0.078,0.012
"chr13-0090","chr13",29300001,29400000,"chr13-0090",0.052,0.129,0.181,0.18,0.079,0.081,0.132,0.125,0.103
"chr13-0091","chr13",29400001,29700000,"chr13-0091",-0.256,-0.065,-0.364,-0.129,0.005,-0.031,-0.288,-0.07,-0.023
"chr13-0092","chr13",29700001,30000000,"chr13-0092",-0.088,0.042,0.081,0.047,0,-0.017,-0.128,-0.025,0.01
"chr13-0093","chr13",30000001,30100000,"chr13-0093",0.095,0.068,0.246,0.122,0.047,0.015,0.092,0.098,0.11
"chr13-0094","chr13",30100001,30200000,"chr13-0094",0.173,0.055,0.039,0.068,0.031,0.025,0.009,0.05,-0.053
"chr13-0095","chr13",30200001,30400000,"chr13-0095",-0.314,-0.113,-0.226,-0.121,-0.055,-0.113,-0.245,-0.18,-0.204
"chr13-0096","chr13",30400001,30500000,"chr13-0096",-0.011,0.069,-0.137,0,0.028,0.029,0.02,-0.006,0.064
"chr13-0097","chr13",30500001,30600000,"chr13-0097",-0.052,0.058,-0.007,-0.004,0.008,-0.019,-0.033,0.01,-0.085
"chr13-0098","chr13",30600001,30700000,"chr13-0098",-0.264,-0.129,-0.346,-0.138,-0.022,-0.073,0.008,-0.138,-0.073
"chr13-0099","chr13",30700001,30800000,"chr13-0099",-0.033,-0.027,-0.001,-0.005,-0.035,-0.026,-0.157,-0.038,0.014
"chr13-0100","chr13",30800001,30900000,"chr13-0100",0.085,0.032,0.012,0.122,0.043,0.065,-0.101,0.217,0.066
"chr13-0101","chr13",30900001,31000000,"chr13-0101",0.053,0.112,0.114,0.055,0.13,0.047,-0.278,0.033,0.048
"chr13-0102","chr13",31000001,31100000,"chr13-0102",0.368,0.191,0.284,0.238,0.112,0.1,-0.003,0.295,0.153
"chr13-0103","chr13",31100001,31200000,"chr13-0103",0.005,-0.068,-0.203,0.046,-0.01,0.043,-0.343,-0.003,-0.012
"chr13-0104","chr13",31200001,31300000,"chr13-0104",-0.223,-0.002,-0.075,-0.249,-0.058,-0.062,-0.475,-0.198,-0.065
"chr13-0105","chr13",31300001,31400000,"chr13-0105",-0.118,-0.002,-0.185,-0.103,-0.014,-0.083,-0.358,-0.099,-0.057
