"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr13-0089","chr13",29200001,29300000,"chr13-0089",-0.069,0.029,-0.039,-0.031,0.039
"chr13-0090","chr13",29300001,29400000,"chr13-0090",0.044,0.004,0.115,0.119,0.188
"chr13-0091","chr13",29400001,29700000,"chr13-0091",-0.123,-0.144,-0.173,-0.032,-0.082
"chr13-0092","chr13",29700001,30000000,"chr13-0092",0.045,-0.014,0.065,0.09,0.096
"chr13-0093","chr13",30000001,30100000,"chr13-0093",0.051,0.059,0.003,0.014,0.031
"chr13-0094","chr13",30100001,30200000,"chr13-0094",0.024,0.042,0.156,0.067,0.084
"chr13-0095","chr13",30200001,30400000,"chr13-0095",-0.034,0.047,-0.027,0.04,-0.018
"chr13-0096","chr13",30400001,30500000,"chr13-0096",0.04,0.054,0.072,-0.039,0.015
"chr13-0097","chr13",30500001,30600000,"chr13-0097",-0.123,-0.046,-0.084,-0.042,-0.101
"chr13-0098","chr13",30600001,30700000,"chr13-0098",-0.103,-0.052,-0.126,-0.111,-0.086
"chr13-0099","chr13",30700001,30800000,"chr13-0099",-0.015,-0.058,-0.011,-0.019,-0.016
"chr13-0100","chr13",30800001,30900000,"chr13-0100",-0.004,0.091,0.044,0.034,0.063
"chr13-0101","chr13",30900001,31000000,"chr13-0101",0.082,0.083,0.112,0.138,0.155
"chr13-0102","chr13",31000001,31100000,"chr13-0102",0.14,0.076,0.239,0.226,0.286
"chr13-0103","chr13",31100001,31200000,"chr13-0103",-0.035,-0.054,-0.108,-0.07,-0.196
"chr13-0104","chr13",31200001,31300000,"chr13-0104",-0.036,-0.036,-0.033,0.027,0.051
"chr13-0105","chr13",31300001,31400000,"chr13-0105",-0.008,0.018,0.013,-0.021,0.046
"chr13-0106","chr13",31400001,31500000,"chr13-0106",0.02,0.004,0.079,0.051,0.032
"chr13-0107","chr13",31500001,31600000,"chr13-0107",0.062,0.048,-0.058,0.021,0.055
"chr13-0108","chr13",31600001,31700000,"chr13-0108",-0.02,-0.064,-0.079,-0.015,-0.013
"chr13-0109","chr13",31700001,31800000,"chr13-0109",0.028,0.086,0.098,0.036,-0.054
"chr13-0110","chr13",31800001,32000000,"chr13-0110",-0.167,-0.06,-0.156,-0.168,-0.104
"chr13-0111","chr13",32000001,32400000,"chr13-0111",0.004,0.085,-0.092,0.036,0.053
"chr13-0112","chr13",32400001,32500000,"chr13-0112",-0.009,0.086,0.009,0.147,0.239
"chr13-0113","chr13",32500001,32600000,"chr13-0113",-0.034,-0.012,0.029,0.003,-0.004
"chr13-0114","chr13",32600001,32800000,"chr13-0114",-0.038,0.022,-0.086,-0.073,-0.061
"chr13-0115","chr13",32800001,32900000,"chr13-0115",-0.024,-0.041,0.001,0.017,0.105
"chr13-0116","chr13",32900001,33000000,"chr13-0116",-0.109,0.068,-0.002,0.1,0.241
"chr13-0117","chr13",33000001,33100000,"chr13-0117",0.021,0.074,0.132,0.08,0.177
"chr13-0118","chr13",33100001,33200000,"chr13-0118",-0.08,-0.023,-0.102,-0.064,-0.039
"chr13-0119","chr13",33200001,33400000,"chr13-0119",-0.006,0.146,0.025,0.031,0.115
"chr13-0120","chr13",33400001,33500000,"chr13-0120",-0.08,-0.032,-0.07,-0.124,-0.067
"chr13-0121","chr13",33500001,33600000,"chr13-0121",0.054,0.05,0.061,0.151,0.106
"chr13-0122","chr13",33600001,33700000,"chr13-0122",-0.024,0.007,-0.064,0.055,0.069
"chr13-0123","chr13",33700001,33800000,"chr13-0123",-0.082,0.013,-0.061,0.039,0.076
"chr13-0124","chr13",33800001,33900000,"chr13-0124",0.119,0.166,0.067,0.187,0.136
"chr13-0125","chr13",33900001,34000000,"chr13-0125",0.01,0.09,0.112,-0.024,0.117
"chr13-0126","chr13",34000001,34100000,"chr13-0126",0.06,0.094,0.025,0.095,0.259
"chr13-0127","chr13",34100001,34200000,"chr13-0127",0.052,0.106,-0.022,0.021,0.113
"chr13-0128","chr13",34200001,34300000,"chr13-0128",0.034,0.057,0.087,0.134,0.135
"chr13-0129","chr13",34300001,34400000,"chr13-0129",-0.027,-0.029,-0.171,-0.07,0.062
"chr13-0130","chr13",34400001,34600000,"chr13-0130",-0.024,0.017,-0.12,-0.03,0.06
"chr13-0131","chr13",34600001,34800000,"chr13-0131",-0.118,-0.026,-0.124,-0.073,-0.053
"chr13-0132","chr13",34800001,35200000,"chr13-0132",-0.108,0.022,-0.131,-0.033,0.017
"chr13-0133","chr13",35200001,35500000,"chr13-0133",-0.031,0.026,-0.093,-0.087,0.012
"chr13-0134","chr13",35500001,36000000,"chr13-0134",-0.064,-0.041,-0.102,-0.087,-0.008
"chr13-0135","chr13",36000001,36100000,"chr13-0135",-0.123,-0.067,-0.142,-0.093,-0.075
"chr13-0136","chr13",36100001,36300000,"chr13-0136",-0.106,0.013,-0.111,-0.035,0.004
"chr13-0137","chr13",36300001,36500000,"chr13-0137",0.038,-0.006,0.035,0,-0.016
"chr13-0138","chr13",36500001,36700000,"chr13-0138",-0.091,-0.013,-0.059,-0.018,0.053
"chr13-0139","chr13",36700001,36800000,"chr13-0139",0.005,0.052,0.036,0.009,0.06
"chr13-0140","chr13",36800001,36900000,"chr13-0140",-0.015,-0.194,-0.14,-0.256,-0.306
"chr13-0141","chr13",36900001,37000000,"chr13-0141",-0.079,-0.107,-0.029,-0.088,0.006
"chr13-0142","chr13",37000001,37100000,"chr13-0142",-0.093,-0.036,-0.064,0.016,0.134
"chr13-0143","chr13",37100001,37300000,"chr13-0143",-0.093,-0.067,-0.126,-0.063,-0.205
"chr13-0144","chr13",37300001,37400000,"chr13-0144",-0.028,0.05,-0.016,-0.004,-0.09
"chr13-0145","chr13",37400001,37500000,"chr13-0145",0.02,0.049,-0.001,0.034,0.072
"chr13-0146","chr13",37500001,37600000,"chr13-0146",-0.037,-0.029,0.004,0,-0.073
"chr13-0147","chr13",37600001,37700000,"chr13-0147",-0.046,-0.024,-0.011,-0.05,-0.022
"chr13-0148","chr13",37700001,38100000,"chr13-0148",-0.016,0.036,-0.114,-0.009,0.028
"chr13-0149","chr13",38100001,38200000,"chr13-0149",-0.129,0.025,-0.377,-0.329,-0.265
"chr13-0150","chr13",38200001,38400000,"chr13-0150",-0.116,0.098,-0.302,-0.151,-0.035
"chr13-0151","chr13",38400001,38500000,"chr13-0151",-0.129,-0.241,-0.138,-0.335,-0.355
"chr13-0152","chr13",38500001,38900000,"chr13-0152",-0.03,0.018,-0.078,0.061,0.053
"chr13-0153","chr13",38900001,39000000,"chr13-0153",-0.299,-0.335,-0.525,-0.453,-0.402
"chr13-0154","chr13",39000001,39200000,"chr13-0154",-0.139,-0.141,-0.256,-0.198,-0.136
"chr13-0155","chr13",39200001,39300000,"chr13-0155",-0.072,-0.163,-0.063,-0.239,-0.351
"chr13-0156","chr13",39300001,39400000,"chr13-0156",0.014,0.117,-0.019,-0.028,0.127
"chr13-0157","chr13",39400001,39600000,"chr13-0157",-0.098,-0.075,-0.234,-0.1,-0.09
"chr13-0158","chr13",39600001,39700000,"chr13-0158",0.014,-0.045,-0.102,-0.127,-0.003
"chr13-0159","chr13",39700001,39900000,"chr13-0159",-0.132,-0.051,-0.204,-0.08,-0.047
"chr13-0160","chr13",39900001,40000000,"chr13-0160",-0.027,0.099,-0.04,0.02,0.024
"chr13-0161","chr13",40000001,40100000,"chr13-0161",-0.078,-0.011,-0.052,0.045,0.096
"chr13-0162","chr13",40100001,40200000,"chr13-0162",-0.157,-0.111,-0.212,-0.247,-0.162
"chr13-0163","chr13",40200001,40300000,"chr13-0163",-0.169,0,0.008,-0.094,0.055
"chr13-0164","chr13",40300001,40400000,"chr13-0164",-0.02,-0.005,-0.145,-0.115,0.033
"chr13-0165","chr13",40400001,40600000,"chr13-0165",-0.049,0.021,-0.154,0.001,0.14
"chr13-0166","chr13",40600001,40700000,"chr13-0166",0.059,0.077,0.004,0.01,-0.013
"chr13-0167","chr13",40700001,40800000,"chr13-0167",-0.016,0.014,-0.108,-0.094,-0.076
"chr13-0168","chr13",40800001,40900000,"chr13-0168",0.102,0.024,-0.045,0.038,0.126
"chr13-0169","chr13",40900001,41000000,"chr13-0169",0.085,0.107,0.032,0.176,0.134
"chr13-0170","chr13",41000001,41100000,"chr13-0170",-0.022,0.029,-0.068,-0.018,-0.01
"chr13-0171","chr13",41100001,41200000,"chr13-0171",0.023,0.022,0.032,0.08,0.069
"chr13-0172","chr13",41200001,41300000,"chr13-0172",0.092,0.101,0.219,0.112,0.179
"chr13-0173","chr13",41300001,41400000,"chr13-0173",0.015,-0.038,0.01,-0.032,0.025
"chr13-0174","chr13",41400001,41500000,"chr13-0174",0.094,0.047,0.056,0.102,0.216
"chr13-0175","chr13",41500001,41600000,"chr13-0175",0.129,0.275,0.035,0.259,0.308
"chr13-0176","chr13",41600001,41700000,"chr13-0176",0.027,-0.015,0.09,-0.02,-0.046
"chr13-0177","chr13",41700001,41800000,"chr13-0177",0.105,0.008,0.036,0.036,-0.001
"chr13-0178","chr13",41800001,41900000,"chr13-0178",-0.049,0.005,-0.011,0.017,0.05
"chr13-0179","chr13",41900001,42000000,"chr13-0179",-0.035,-0.042,-0.176,-0.071,0.021
"chr13-0180","chr13",42000001,42100000,"chr13-0180",-0.16,-0.165,-0.114,-0.2,-0.233
"chr13-0181","chr13",42100001,42200000,"chr13-0181",-0.01,0.045,-0.019,-0.055,-0.017
"chr13-0182","chr13",42200001,42300000,"chr13-0182",-0.117,0,-0.104,-0.142,-0.067
"chr13-0183","chr13",42300001,42500000,"chr13-0183",0.025,0.108,-0.153,-0.004,0.099
"chr13-0184","chr13",42500001,42600000,"chr13-0184",0.025,0.053,0.076,-0.004,0.07
"chr13-0185","chr13",42600001,42700000,"chr13-0185",0.028,0.003,0.153,0.053,0.155
"chr13-0186","chr13",42700001,42800000,"chr13-0186",0.057,0.086,0.038,0.091,0.164
"chr13-0187","chr13",42800001,42900000,"chr13-0187",-0.001,-0.035,0.048,-0.031,-0.006
"chr13-0188","chr13",42900001,43100000,"chr13-0188",-0.106,-0.041,-0.131,-0.089,0.043
"chr13-0189","chr13",43100001,43200000,"chr13-0189",-0.104,-0.022,-0.048,-0.037,-0.005
"chr13-0190","chr13",43200001,43500000,"chr13-0190",-0.038,-0.002,-0.131,-0.006,-0.034
"chr13-0191","chr13",43500001,43600000,"chr13-0191",-0.075,-0.028,-0.035,-0.053,-0.053
"chr13-0192","chr13",43600001,43700000,"chr13-0192",0.153,0.188,0.073,0.026,0.103
"chr13-0193","chr13",43700001,43800000,"chr13-0193",0.031,-0.002,-0.105,0.064,0.019
"chr13-0194","chr13",43800001,43900000,"chr13-0194",0.064,0.125,-0.012,0.14,0.208
"chr13-0195","chr13",43900001,44000000,"chr13-0195",-0.125,-0.034,-0.238,-0.024,-0.066
"chr13-0196","chr13",44000001,44300000,"chr13-0196",-0.127,-0.012,-0.183,-0.148,-0.196
"chr13-0197","chr13",44300001,44400000,"chr13-0197",0.063,0.09,0.237,0.197,0.247
"chr13-0198","chr13",44400001,44500000,"chr13-0198",0.108,0.098,0.144,0.096,0.105
"chr13-0199","chr13",44500001,44600000,"chr13-0199",-0.04,-0.045,0.016,-0.091,-0.144
"chr13-0200","chr13",44600001,44700000,"chr13-0200",-0.091,0,-0.101,-0.201,-0.195
"chr13-0201","chr13",44700001,44800000,"chr13-0201",-0.074,-0.029,-0.11,-0.058,-0.117
"chr13-0202","chr13",44800001,44900000,"chr13-0202",0.019,0.064,0.022,0.12,0.064
"chr13-0203","chr13",44900001,45000000,"chr13-0203",0,-0.01,-0.058,0.036,0.085
"chr13-0204","chr13",45000001,45100000,"chr13-0204",-0.073,-0.04,-0.167,-0.106,-0.099
"chr13-0205","chr13",45100001,45200000,"chr13-0205",0.062,0.083,0.196,0.037,0.036
"chr13-0206","chr13",45200001,45300000,"chr13-0206",-0.11,0.096,-0.02,-0.003,0.135
"chr13-0207","chr13",45300001,45400000,"chr13-0207",-0.075,0.036,-0.015,0.118,0.086
"chr13-0208","chr13",45400001,45500000,"chr13-0208",0.077,-0.021,0.034,0.08,0.128
"chr13-0209","chr13",45500001,45600000,"chr13-0209",0.108,0.06,0.13,0.099,0.192
"chr13-0210","chr13",45600001,45700000,"chr13-0210",-0.038,-0.072,-0.011,0.015,0.124
"chr13-0211","chr13",45700001,45800000,"chr13-0211",-0.064,-0.057,-0.056,-0.008,0.096
"chr13-0212","chr13",45800001,45900000,"chr13-0212",0.006,0.046,0.089,0.14,0.233
"chr13-0213","chr13",45900001,46000000,"chr13-0213",0.034,0.043,0.099,0.062,0.095
"chr13-0214","chr13",46000001,46100000,"chr13-0214",0.012,0.048,0.125,0.04,0.16
"chr13-0215","chr13",46100001,46200000,"chr13-0215",-0.072,-0.109,-0.022,-0.089,-0.07
"chr13-0216","chr13",46200001,46300000,"chr13-0216",0.012,0.096,0.001,-0.016,0.043
"chr13-0217","chr13",46300001,46400000,"chr13-0217",0.034,-0.002,0.011,0.019,0.127
"chr13-0218","chr13",46400001,46500000,"chr13-0218",-0.07,-0.08,-0.054,-0.109,-0.198
"chr13-0219","chr13",46500001,46600000,"chr13-0219",-0.12,0.057,-0.235,-0.067,0.025
"chr13-0220","chr13",46600001,46700000,"chr13-0220",-0.127,-0.164,-0.191,-0.223,-0.193
"chr13-0221","chr13",46700001,46800000,"chr13-0221",-0.022,0.043,-0.073,-0.004,0.005
"chr13-0222","chr13",46800001,47000000,"chr13-0222",0.028,0.032,0.063,0.01,0.032
"chr13-0223","chr13",47000001,47100000,"chr13-0223",-0.158,-0.038,-0.236,-0.196,-0.052
"chr13-0224","chr13",47100001,47200000,"chr13-0224",0.046,0.055,-0.042,0.046,0.065
"chr13-0225","chr13",47200001,47300000,"chr13-0225",0.058,0.176,0.117,0.164,0.198
"chr13-0226","chr13",47300001,47400000,"chr13-0226",0.016,-0.063,-0.046,-0.063,-0.06
"chr13-0227","chr13",47400001,47500000,"chr13-0227",-0.047,-0.016,-0.14,-0.061,-0.145
"chr13-0228","chr13",47500001,47700000,"chr13-0228",-0.039,-0.009,-0.092,-0.108,-0.098
"chr13-0229","chr13",47700001,48100000,"chr13-0229",-0.079,0.045,-0.14,-0.033,0.054
"chr13-0230","chr13",48100001,48500000,"chr13-0230",-0.073,-0.02,-0.191,-0.101,-0.089
"chr13-0231","chr13",48500001,48600000,"chr13-0231",-0.035,0.012,0.007,-0.136,-0.093
"chr13-0232","chr13",48600001,48700000,"chr13-0232",-0.074,0.01,0.064,-0.04,-0.063
"chr13-0233","chr13",48700001,48800000,"chr13-0233",0.111,0.274,0.21,0.284,0.399
"chr13-0234","chr13",48800001,48900000,"chr13-0234",-0.066,-0.035,0.017,-0.058,-0.075
"chr13-0235","chr13",48900001,49100000,"chr13-0235",0.075,0.094,0.129,0.121,0.246
"chr13-0236","chr13",49100001,49200000,"chr13-0236",-0.047,0.006,-0.041,0.066,0.055
"chr13-0237","chr13",49200001,49300000,"chr13-0237",-0.03,-0.05,-0.02,0.005,-0.025
"chr13-0238","chr13",49300001,49400000,"chr13-0238",-0.124,-0.002,-0.12,-0.096,-0.038
"chr13-0239","chr13",49400001,49600000,"chr13-0239",-0.023,0.034,0.066,-0.002,-0.05
"chr13-0240","chr13",49600001,49700000,"chr13-0240",-0.194,-0.068,-0.317,-0.079,-0.002
"chr13-0241","chr13",49700001,49800000,"chr13-0241",0.036,0.067,0.112,0.088,0.187
"chr13-0242","chr13",49800001,49900000,"chr13-0242",-0.028,-0.092,-0.039,-0.124,-0.1
"chr13-0243","chr13",49900001,50000000,"chr13-0243",0.059,0.079,-0.103,0.158,0.208
"chr13-0244","chr13",50000001,50100000,"chr13-0244",0.054,0.039,0.101,-0.026,0.013
"chr13-0245","chr13",50100001,50200000,"chr13-0245",0.038,0.069,0.055,0.066,0.143
"chr13-0246","chr13",50200001,50300000,"chr13-0246",-0.011,-0.092,-0.009,0.034,0.085
"chr13-0247","chr13",50300001,50400000,"chr13-0247",-0.045,-0.024,0.082,0.045,0.143
"chr13-0248","chr13",50400001,50500000,"chr13-0248",-0.02,0.078,0.021,0.12,0.147
"chr13-0249","chr13",50500001,50600000,"chr13-0249",0.131,0.096,0.159,0.109,0.099
"chr13-0250","chr13",50600001,50700000,"chr13-0250",0.051,0.127,0.132,0.071,0.09
"chr13-0251","chr13",50700001,50800000,"chr13-0251",0.038,0.008,0.042,0,0.008
"chr13-0252","chr13",50800001,50900000,"chr13-0252",-0.067,0.011,-0.042,0.07,-0.041
"chr13-0253","chr13",50900001,51000000,"chr13-0253",-0.029,0.098,-0.012,0.04,-0.06
"chr13-0254","chr13",51000001,51200000,"chr13-0254",-0.075,-0.002,-0.16,-0.042,-0.064
"chr13-0255","chr13",51200001,51300000,"chr13-0255",-0.078,-0.075,-0.21,-0.148,-0.071
"chr13-0256","chr13",51300001,51400000,"chr13-0256",-0.018,0.043,-0.061,0.023,0.059
"chr13-0257","chr13",51400001,51500000,"chr13-0257",-0.054,-0.026,-0.004,-0.042,-0.062
"chr13-0258","chr13",51500001,51600000,"chr13-0258",-0.074,-0.045,-0.196,-0.047,-0.091
"chr13-0259","chr13",51600001,51700000,"chr13-0259",-0.105,-0.077,-0.122,-0.032,-0.081
"chr13-0260","chr13",51700001,51800000,"chr13-0260",-0.129,-0.053,-0.079,-0.16,-0.183
"chr13-0261","chr13",51800001,51900000,"chr13-0261",-0.046,-0.013,-0.074,-0.028,-0.012
"chr13-0262","chr13",51900001,52000000,"chr13-0262",-0.051,0.054,-0.171,-0.075,-0.017
"chr13-0263","chr13",52000001,52100000,"chr13-0263",0.026,-0.077,0.142,0.014,-0.012
"chr13-0264","chr13",52100001,52200000,"chr13-0264",0.037,0.037,0.113,0.051,0.01
"chr13-0265","chr13",52200001,52300000,"chr13-0265",0.046,0.095,0.041,0.049,0.093
"chr13-0266","chr13",52300001,52400000,"chr13-0266",-0.03,-0.032,-0.063,-0.059,-0.072
"chr13-0267","chr13",52400001,52500000,"chr13-0267",-0.071,-0.05,-0.114,-0.039,-0.017
"chr13-0268","chr13",52500001,52700000,"chr13-0268",-0.006,-0.038,0.024,-0.031,-0.018
"chr13-0269","chr13",52700001,52800000,"chr13-0269",-0.043,-0.029,-0.001,-0.053,-0.022
"chr13-0270","chr13",52800001,53000000,"chr13-0270",0.039,0.073,0.071,0.009,0.215
"chr13-0271","chr13",53000001,53100000,"chr13-0271",0.025,0.064,0.088,0.097,0.16
"chr13-0272","chr13",53100001,53200000,"chr13-0272",0.084,-0.008,0.135,0.025,0.062
"chr13-0273","chr13",53200001,53300000,"chr13-0273",-0.188,-0.174,-0.235,-0.264,-0.344
"chr13-0274","chr13",53300001,53400000,"chr13-0274",0.032,0.008,0.047,0.009,0.005
"chr13-0275","chr13",53400001,53500000,"chr13-0275",0.021,0.003,0.106,0.025,0.001
"chr13-0276","chr13",53500001,53700000,"chr13-0276",-0.094,-0.028,-0.085,-0.115,-0.203
"chr13-0277","chr13",53700001,53800000,"chr13-0277",-0.078,0.01,-0.053,-0.022,-0.027
"chr13-0278","chr13",53800001,54700000,"chr13-0278",-0.112,-0.022,-0.274,-0.239,-0.166
"chr13-0279","chr13",54700001,55300000,"chr13-0279",-0.057,-0.006,-0.136,-0.112,-0.11
"chr13-0280","chr13",55300001,56800000,"chr13-0280",-0.053,-0.026,-0.215,-0.156,-0.155
"chr13-0281","chr13",56800001,57700000,"chr13-0281",-0.108,0.045,-0.064,0.022,0.109
"chr13-0282","chr13",57700001,58200000,"chr13-0282",0.028,0.02,0.063,-0.05,0.087
"chr13-0283","chr13",58200001,58300000,"chr13-0283",-0.069,-0.184,-0.113,-0.252,-0.41
"chr13-0284","chr13",58300001,59500000,"chr13-0284",-0.097,-0.041,-0.17,-0.255,-0.197
"chr13-0285","chr13",59500001,60000000,"chr13-0285",-0.063,-0.012,-0.188,-0.17,-0.132
"chr13-0286","chr13",60000001,60100000,"chr13-0286",-0.062,0.01,-0.12,-0.021,0.08
"chr13-0287","chr13",60100001,60300000,"chr13-0287",-0.106,0.032,-0.204,-0.099,-0.005
"chr13-0288","chr13",60300001,60500000,"chr13-0288",-0.042,-0.003,-0.247,-0.152,0.017
"chr13-0289","chr13",60500001,60700000,"chr13-0289",-0.068,0.048,-0.146,-0.088,-0.059
"chr13-0290","chr13",60700001,60800000,"chr13-0290",-0.085,-0.05,-0.095,-0.087,-0.135
"chr13-0291","chr13",60800001,61000000,"chr13-0291",-0.052,-0.094,-0.034,-0.135,-0.123
"chr13-0292","chr13",61000001,61100000,"chr13-0292",-0.065,-0.029,-0.244,-0.173,-0.054
"chr13-0293","chr13",61100001,61400000,"chr13-0293",0.016,-0.013,-0.056,0.032,0.013
"chr13-0294","chr13",61400001,61900000,"chr13-0294",-0.258,-0.036,-0.24,-0.162,-0.239
"chr13-0295","chr13",61900001,62000000,"chr13-0295",-0.266,-0.21,-0.253,-0.225,-0.224
"chr13-0296","chr13",62000001,62600000,"chr13-0296",-0.183,-0.139,-0.306,-0.175,-0.213
"chr13-0297","chr13",62600001,63000000,"chr13-0297",-0.266,-0.079,-0.386,-0.431,-0.243
"chr13-0298","chr13",63000001,63600000,"chr13-0298",-0.08,-0.043,-0.263,-0.199,-0.112
"chr13-0299","chr13",63600001,64300000,"chr13-0299",-0.062,-0.027,-0.164,-0.251,-0.227
"chr13-0300","chr13",64300001,64500000,"chr13-0300",-0.032,-0.054,-0.122,-0.238,-0.27
"chr13-0301","chr13",64500001,65600000,"chr13-0301",-0.113,-0.142,-0.196,-0.168,-0.182
"chr13-0302","chr13",65600001,66500000,"chr13-0302",-0.048,-0.047,-0.033,-0.074,-0.073
"chr13-0303","chr13",66500001,66900000,"chr13-0303",-0.055,0.087,-0.062,-0.026,-0.049
"chr13-0304","chr13",66900001,67200000,"chr13-0304",-0.174,-0.076,-0.218,-0.168,-0.084
"chr13-0305","chr13",67200001,67500000,"chr13-0305",0.016,0.065,-0.179,-0.057,0.102
"chr13-0306","chr13",67500001,67800000,"chr13-0306",-0.125,-0.031,-0.31,-0.177,-0.087
"chr13-0307","chr13",67800001,67900000,"chr13-0307",-0.145,-0.066,-0.195,-0.152,-0.207
"chr13-0308","chr13",67900001,68300000,"chr13-0308",-0.079,0.018,-0.074,-0.064,0.015
"chr13-0309","chr13",68300001,68700000,"chr13-0309",-0.179,-0.095,-0.172,-0.228,-0.136
"chr13-0310","chr13",68700001,69600000,"chr13-0310",-0.132,-0.033,-0.201,-0.15,-0.069
"chr13-0311","chr13",69600001,70600000,"chr13-0311",-0.109,-0.046,-0.26,-0.129,-0.119
"chr13-0312","chr13",70600001,70700000,"chr13-0312",0.066,-0.068,-0.004,-0.114,-0.156
"chr13-0313","chr13",70700001,71400000,"chr13-0313",-0.187,-0.157,-0.164,-0.287,-0.184
"chr13-0314","chr13",71400001,72200000,"chr13-0314",-0.084,-0.053,-0.159,-0.128,-0.076
"chr13-0315","chr13",72200001,72400000,"chr13-0315",-0.088,-0.02,-0.134,-0.01,-0.02
"chr13-0316","chr13",72400001,72500000,"chr13-0316",0.188,0.194,0.14,-0.008,0.212
"chr13-0317","chr13",72500001,73000000,"chr13-0317",-0.096,-0.08,-0.244,-0.217,-0.048
"chr13-0318","chr13",73000001,73300000,"chr13-0318",-0.11,-0.032,-0.195,-0.11,-0.115
"chr13-0319","chr13",73300001,73400000,"chr13-0319",-0.007,-0.141,-0.052,-0.091,-0.151
"chr13-0320","chr13",73400001,73600000,"chr13-0320",0.043,0.077,0.137,0.143,0.277
"chr13-0321","chr13",73600001,73700000,"chr13-0321",0.016,0.1,0.093,0.231,0.269
"chr13-0322","chr13",73700001,73800000,"chr13-0322",0.11,0.184,0.134,0.247,0.251
"chr13-0323","chr13",73800001,74000000,"chr13-0323",0.049,0.137,-0.048,0.016,0.099
"chr13-0324","chr13",74000001,74200000,"chr13-0324",-0.05,0.004,-0.139,-0.014,-0.006
"chr13-0325","chr13",74200001,74300000,"chr13-0325",-0.024,-0.012,-0.088,0.002,-0.031
"chr13-0326","chr13",74300001,74500000,"chr13-0326",-0.081,-0.032,-0.156,-0.078,0.034
"chr13-0327","chr13",74500001,74600000,"chr13-0327",-0.136,-0.044,-0.226,-0.079,0.045
"chr13-0328","chr13",74600001,74700000,"chr13-0328",0.011,0.053,-0.045,-0.091,0.041
"chr13-0329","chr13",74700001,74800000,"chr13-0329",0.052,0.038,0.133,0.14,0.012
"chr13-0330","chr13",74800001,74900000,"chr13-0330",-0.003,0.103,-0.194,-0.02,0.026
"chr13-0331","chr13",74900001,75200000,"chr13-0331",-0.065,-0.022,-0.081,-0.024,0.123
"chr13-0332","chr13",75200001,75800000,"chr13-0332",-0.13,-0.048,-0.21,-0.122,-0.091
"chr13-0333","chr13",75800001,75900000,"chr13-0333",-0.116,-0.019,-0.205,-0.078,-0.062
"chr13-0334","chr13",75900001,76000000,"chr13-0334",-0.043,0.054,-0.048,0.085,0.167
"chr13-0335","chr13",76000001,76100000,"chr13-0335",-0.009,0.099,0.046,0.001,0.046
"chr13-0336","chr13",76100001,76200000,"chr13-0336",-0.123,-0.063,-0.156,-0.08,-0.001
"chr13-0337","chr13",76200001,76300000,"chr13-0337",-0.005,0.069,0.037,0.041,0.125
"chr13-0338","chr13",76300001,76400000,"chr13-0338",-0.091,0.031,-0.121,0.018,0.092
"chr13-0339","chr13",76400001,76500000,"chr13-0339",-0.099,0.027,-0.168,-0.067,-0.099
"chr13-0340","chr13",76500001,77000000,"chr13-0340",-0.007,0.036,-0.058,-0.02,-0.042
"chr13-0341","chr13",77000001,77100000,"chr13-0341",-0.261,-0.043,-0.33,-0.065,-0.076
"chr13-0342","chr13",77100001,77400000,"chr13-0342",-0.083,0.034,-0.044,-0.046,0.174
"chr13-0343","chr13",77400001,77500000,"chr13-0343",0.019,0.008,0.055,0.038,0.005
"chr13-0344","chr13",77500001,77600000,"chr13-0344",-0.068,-0.012,-0.008,0.005,-0.007
"chr13-0345","chr13",77600001,77700000,"chr13-0345",-0.06,0.036,0.069,0.026,0.079
"chr13-0346","chr13",77700001,77900000,"chr13-0346",-0.09,0.08,-0.034,0.024,0.184
"chr13-0347","chr13",77900001,78000000,"chr13-0347",-0.09,-0.093,-0.07,-0.133,-0.043
"chr13-0348","chr13",78000001,78100000,"chr13-0348",-0.012,-0.004,-0.111,0.047,0.048
"chr13-0349","chr13",78100001,78200000,"chr13-0349",-0.047,0.012,-0.007,-0.059,0.069
"chr13-0350","chr13",78200001,78300000,"chr13-0350",0.096,0.158,0.208,0.148,0.202
"chr13-0351","chr13",78300001,78400000,"chr13-0351",0.03,0.049,-0.028,0.081,0.222
"chr13-0352","chr13",78400001,78500000,"chr13-0352",-0.106,-0.244,-0.24,-0.253,-0.383
"chr13-0353","chr13",78500001,78700000,"chr13-0353",-0.14,-0.011,-0.236,-0.048,-0.108
"chr13-0354","chr13",78700001,79100000,"chr13-0354",-0.133,-0.064,-0.337,-0.163,-0.179
"chr13-0355","chr13",79100001,79200000,"chr13-0355",-0.017,-0.049,0.014,-0.048,-0.06
"chr13-0356","chr13",79200001,79300000,"chr13-0356",0.155,0.097,0.2,0.281,0.399
"chr13-0357","chr13",79300001,79600000,"chr13-0357",-0.295,-0.147,-0.395,-0.228,-0.206
"chr13-0358","chr13",79600001,79900000,"chr13-0358",-0.052,-0.001,-0.21,-0.083,-0.157
"chr13-0359","chr13",79900001,80000000,"chr13-0359",-0.083,-0.146,-0.158,-0.128,-0.057
"chr13-0360","chr13",80000001,80100000,"chr13-0360",-0.123,-0.054,-0.1,-0.089,-0.03
"chr13-0361","chr13",80100001,80300000,"chr13-0361",-0.04,-0.015,-0.04,0.094,0.024
