"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr16-024","chr16",22000001,23000000,"chr16-024",0.112,0.078,0.158,0.08,0.066,0.063,0.087,0.117,0.009
"chr16-025","chr16",23000001,24000000,"chr16-025",0.089,0.066,0.102,0.03,0.045,0.03,0.074,0.071,0.004
"chr16-026","chr16",24000001,25000000,"chr16-026",-0.087,0.075,0.078,-0.046,0.03,0.025,-0.02,-0.019,0.004
"chr16-027","chr16",25000001,26000000,"chr16-027",0.021,0.038,0,0.007,0.035,0.024,0.028,0.053,-0.06
"chr16-028","chr16",26000001,27000000,"chr16-028",-0.323,-0.08,-0.166,-0.262,-0.112,-0.109,-0.262,-0.185,-0.111
"chr16-029","chr16",27000001,28000000,"chr16-029",0.071,0.079,0.072,-0.017,0.042,0.037,0.109,0.042,-0.013
"chr16-030","chr16",28000001,29000000,"chr16-030",0.25,0.106,0.267,0.16,0.081,0.091,0.229,0.168,0.077
"chr16-031","chr16",29000001,30000000,"chr16-031",0.273,0.095,0.317,0.195,0.086,0.11,0.177,0.193,0.095
"chr16-032","chr16",30000001,31000000,"chr16-032",0.355,0.077,0.226,0.184,0.101,0.109,0.282,0.234,0.078
"chr16-033","chr16",31000001,32000000,"chr16-033",0.241,0.076,0.272,0.141,0.077,0.079,0.218,0.176,0.046
"chr16-034","chr16",32000001,33000000,"chr16-034",0.085,0.05,0.181,0.162,-0.032,0.109,-0.075,0.055,0.114
"chr16-035","chr16",33000001,34023150,"chr16-035",0.075,0.029,0.359,0.205,-0.066,0.028,0.056,0.124,0.085
"chr16-036","chr16",34173151,35000000,"chr16-036",0.156,0.065,0.357,0.154,-0.009,0.025,0.142,0.208,0.092
"chr16-037","chr16",35000001,35285801,"chr16-037",-0.175,0.047,-0.24,-0.187,-0.044,0.027,0.146,-0.249,0.064
"chr16-038","chr16",46385802,47000000,"chr16-038",0.21,0.073,0.261,0.135,0.044,0.071,-0.083,0.166,0.063
"chr16-039","chr16",47000001,48000000,"chr16-039",0.023,0.054,0.091,0.048,0.05,0.058,-0.352,0.073,0.025
"chr16-040","chr16",48000001,49000000,"chr16-040",-0.03,0.067,0.01,-0.004,0.035,0.009,-0.287,0.007,0.001
"chr16-041","chr16",49000001,50000000,"chr16-041",0.119,0.006,0.063,0.051,0.018,0.005,-0.13,0.045,0.016
"chr16-042","chr16",50000001,51000000,"chr16-042",0.077,0.038,0.091,0.044,0.041,0.041,-0.14,0.044,0.009
"chr16-043","chr16",51000001,52000000,"chr16-043",0.034,0.005,0.003,0.036,-0.006,-0.029,-0.304,0.003,-0.019
"chr16-044","chr16",52000001,53000000,"chr16-044",-0.284,-0.111,-0.22,-0.292,-0.101,-0.082,-0.727,-0.247,-0.121
"chr16-045","chr16",53000001,54000000,"chr16-045",0.045,0.005,0.083,0.081,0.018,0.021,-0.255,0.05,0.04
"chr16-046","chr16",54000001,55000000,"chr16-046",-0.003,-0.034,0.069,0.02,-0.01,-0.032,-0.281,-0.004,0
"chr16-047","chr16",55000001,56000000,"chr16-047",0.013,-0.031,-0.013,-0.088,-0.029,-0.014,-0.214,-0.06,-0.04
"chr16-048","chr16",56000001,57000000,"chr16-048",0.093,0.029,0.139,0.047,0.01,0.018,-0.076,0.07,-0.002
"chr16-049","chr16",57000001,58000000,"chr16-049",0.14,0.031,0.122,0.086,0.035,0.048,0.032,0.111,0.032
"chr16-050","chr16",58000001,59000000,"chr16-050",0.195,0.06,0.11,0.065,0.057,0.067,-0.015,0.137,0.026
"chr16-051","chr16",59000001,60000000,"chr16-051",-0.329,-0.066,-0.164,-0.219,-0.063,0.004,-0.691,-0.161,-0.026
"chr16-052","chr16",60000001,61000000,"chr16-052",-0.149,-0.07,0.169,0.025,-0.01,-0.039,-0.558,0.098,0.15
"chr16-053","chr16",61000001,62000000,"chr16-053",-0.132,0.014,0.089,0.039,-0.029,0.004,-0.487,-0.023,0.057
"chr16-054","chr16",62000001,63000000,"chr16-054",-0.051,-0.207,-0.213,-0.267,-0.118,-0.016,-0.531,-0.198,-0.072
"chr16-055","chr16",63000001,64000000,"chr16-055",-0.164,-0.075,-0.091,-0.191,-0.028,0,-0.68,-0.074,-0.018
"chr16-056","chr16",64000001,65000000,"chr16-056",-0.261,-0.132,-0.132,-0.131,-0.048,-0.067,-0.553,-0.087,-0.051
"chr16-057","chr16",65000001,66000000,"chr16-057",-0.197,-0.08,-0.21,-0.109,-0.044,-0.058,-0.501,-0.15,-0.063
"chr16-058","chr16",66000001,67000000,"chr16-058",0.177,0.048,0.071,0.087,0.047,0.054,-0.006,0.127,0.027
"chr16-059","chr16",67000001,68000000,"chr16-059",0.293,0.026,0.157,0.119,0.057,0.066,0.109,0.166,0.047
"chr16-060","chr16",68000001,69000000,"chr16-060",0.185,0.091,0.217,0.137,0.072,0.084,0,0.186,0.06
"chr16-061","chr16",69000001,70000000,"chr16-061",0.195,0.141,0.259,0.195,0.113,0.107,-0.051,0.208,0.094
"chr16-062","chr16",70000001,71000000,"chr16-062",0.2,0.092,0.164,0.138,0.073,0.071,0.031,0.141,0.046
"chr16-063","chr16",71000001,72000000,"chr16-063",0.026,0.061,0.077,0.054,0.052,0.046,-0.266,0.083,0.029
"chr16-064","chr16",72000001,73000000,"chr16-064",0.069,0.042,0.094,0.027,0.03,0.021,-0.261,0.057,0.043
"chr16-065","chr16",73000001,74000000,"chr16-065",-0.011,0.045,0.089,0.009,0.018,-0.012,-0.248,-0.001,0.006
"chr16-066","chr16",74000001,75000000,"chr16-066",0.041,0.099,0.225,0.131,0.08,0.068,-0.212,0.124,0.023
"chr16-067","chr16",75000001,76000000,"chr16-067",0.226,0.07,0.161,0.121,0.087,0.095,-0.035,0.146,0.049
"chr16-068","chr16",76000001,77000000,"chr16-068",-0.394,-0.028,-0.168,-0.22,-0.065,-0.028,-0.623,-0.144,-0.011
"chr16-069","chr16",77000001,78000000,"chr16-069",-0.103,-0.043,-0.001,-0.017,-0.045,-0.03,-0.328,-0.037,-0.077
"chr16-070","chr16",78000001,79000000,"chr16-070",-0.075,0.046,0.115,0.042,0.028,0.007,-0.388,0.049,0.034
"chr16-071","chr16",79000001,80000000,"chr16-071",-0.004,0.028,-0.015,0,0.02,0.001,-0.301,0.011,0.046
"chr16-072","chr16",80000001,81000000,"chr16-072",-0.134,0.02,-0.101,-0.089,-0.029,-0.015,-0.429,-0.059,-0.002
"chr16-073","chr16",81000001,82000000,"chr16-073",0.098,0.08,0.111,0.068,0.061,0.062,-0.102,0.091,0.029
"chr16-074","chr16",82000001,83000000,"chr16-074",-0.191,-0.038,-0.11,-0.071,-0.046,-0.069,-0.437,-0.142,-0.052
"chr16-075","chr16",83000001,84000000,"chr16-075",-0.03,0.012,0.014,0.021,-0.001,0.012,-0.251,0.024,-0.023
"chr16-076","chr16",84000001,85000000,"chr16-076",0.158,0.068,0.207,0.111,0.036,0.056,-0.005,0.085,0.014
"chr16-077","chr16",85000001,86000000,"chr16-077",0.248,0.043,0.284,0.154,0.046,0.072,0.085,0.135,0.063
"chr16-078","chr16",86000001,87000000,"chr16-078",0.119,-0.013,0.087,0.05,-0.008,0.019,-0.06,0.034,0.015
"chr16-079","chr16",87000001,88000000,"chr16-079",0.196,0.076,0.306,0.18,0.061,0.096,0.044,0.17,0.092
"chr16-080","chr16",88000001,88389383,"chr16-080",0.203,0.045,0.395,0.199,0.038,0.085,0.093,0.147,0.091
"chr16-081","chr16",88439384,89000000,"chr16-081",0.286,0.029,0.375,0.221,0.039,0.094,0.111,0.229,0.11
"chr16-082","chr16",89000001,90000000,"chr16-082",0.314,0.084,0.385,0.225,0.087,0.132,0.107,0.239,0.128
"chr16-083","chr16",90000001,90294753,"chr16-083",0.276,0.046,0.295,0.175,0.062,0.084,0.068,0.187,0.066
"chr17-001","chr17",1,296626,"chr17-001",0.324,0.119,0.387,0.261,0.094,0.124,0.32,0.226,0.145
"chr17-002","chr17",396627,1000000,"chr17-002",0.332,0.168,0.423,0.254,0.139,0.13,0.304,0.244,0.127
"chr17-003","chr17",1000001,2000000,"chr17-003",0.307,0.102,0.315,0.211,0.112,0.116,0.285,0.233,0.104
"chr17-004","chr17",2000001,3000000,"chr17-004",0.253,0.126,0.305,0.174,0.112,0.105,0.211,0.21,0.12
"chr17-005","chr17",3000001,4000000,"chr17-005",0.217,0.092,0.276,0.14,0.072,0.077,0.195,0.181,0.081
"chr17-006","chr17",4000001,5000000,"chr17-006",0.261,0.09,0.281,0.166,0.092,0.093,0.234,0.201,0.079
"chr17-007","chr17",5000001,6000000,"chr17-007",0.109,0.041,0.076,0.032,0.043,0.051,0.107,0.072,0.016
"chr17-008","chr17",6000001,7000000,"chr17-008",0.145,0.009,0.089,0.041,0.012,0.042,0.169,0.093,-0.007
"chr17-009","chr17",7000001,8000000,"chr17-009",0.335,0.06,0.201,0.183,0.083,0.091,0.275,0.2,0.077
"chr17-010","chr17",8000001,9000000,"chr17-010",0.233,0.048,0.145,0.11,0.049,0.062,0.193,0.123,0.026
"chr17-011","chr17",9000001,10000000,"chr17-011",0.121,0.092,0.15,0.083,0.075,0.042,0.123,0.104,0.049
"chr17-012","chr17",10000001,11000000,"chr17-012",-0.015,0.047,0.088,0.023,0.032,0.031,0.032,0.046,0.014
"chr17-013","chr17",11000001,12000000,"chr17-013",-0.026,0.024,0.022,0.04,0.025,0.028,-0.028,-0.007,0.026
"chr17-014","chr17",12000001,13000000,"chr17-014",0.069,0.051,0.009,0.068,0.079,0.049,0.061,0.098,0.029
"chr17-015","chr17",13000001,14000000,"chr17-015",-0.149,-0.053,-0.155,-0.146,-0.042,-0.041,-0.212,-0.07,-0.026
"chr17-016","chr17",14000001,15000000,"chr17-016",-0.078,-0.044,0,-0.081,-0.01,0.004,-0.069,-0.062,-0.005
"chr17-017","chr17",15000001,16000000,"chr17-017",0.118,0.04,0.108,0.059,0.048,0.022,0.055,0.062,0.028
"chr17-018","chr17",16000001,17000000,"chr17-018",0.105,0.052,0.144,0.068,0.053,0.042,0.145,0.077,0.027
"chr17-019","chr17",17000001,18000000,"chr17-019",0.263,0.037,0.137,0.135,0.063,0.073,0.265,0.145,0.044
"chr17-020","chr17",18000001,19000000,"chr17-020",0.229,0.033,0.222,0.115,0.059,0.069,0.187,0.151,0.047
"chr17-021","chr17",19000001,20000000,"chr17-021",0.167,0.064,0.16,0.097,0.06,0.069,0.191,0.123,0.059
"chr17-022","chr17",20000001,21000000,"chr17-022",0.037,0.023,0.193,0.082,0.022,0.018,0.068,0.057,0.004
"chr17-023","chr17",21000001,21566608,"chr17-023",0.219,-0.019,0.035,0.061,0.035,0.046,0.161,0.088,0.019
"chr17-024","chr17",21666609,22000000,"chr17-024",0.063,0.058,0.246,0.059,0.011,0.022,0.055,0.094,0.062
"chr17-025","chr17",22000001,22263006,"chr17-025",0.042,-0.031,0.32,0.057,-0.039,0.001,0.048,0.031,0.055
"chr17-026","chr17",25263007,26000000,"chr17-026",0.108,0.038,0.09,0.045,0.02,-0.014,0.107,0.042,-0.022
"chr17-027","chr17",26000001,27000000,"chr17-027",0.106,0.038,0.097,0.073,0.04,0.037,0.138,0.074,0.032
"chr17-028","chr17",27000001,28000000,"chr17-028",0.259,0.069,0.188,0.148,0.076,0.083,0.256,0.172,0.072
"chr17-029","chr17",28000001,29000000,"chr17-029",0.012,0.036,0.156,0.12,0.044,0.031,-0.021,0.108,0.074
"chr17-030","chr17",29000001,30000000,"chr17-030",0.129,0.096,0.177,0.114,0.074,0.067,-0.071,0.147,0.104
"chr17-031","chr17",30000001,31000000,"chr17-031",0.107,0.111,0.209,0.138,0.088,0.061,0.041,0.149,0.09
"chr17-032","chr17",31000001,32000000,"chr17-032",-0.129,-0.024,-0.188,-0.125,-0.045,-0.051,-0.107,-0.109,-0.076
"chr17-033","chr17",32000001,33000000,"chr17-033",-0.26,-0.104,-0.308,-0.247,-0.092,-0.078,-0.118,-0.21,-0.145
"chr17-034","chr17",33000001,34000000,"chr17-034",0.101,0.009,0.011,0.023,0.013,0.029,0.076,0.032,0.001
"chr17-035","chr17",34000001,34675848,"chr17-035",-0.114,0.032,0.007,-0.056,0.026,-0.031,-0.037,-0.05,-0.007
"chr17-036","chr17",34725849,35000000,"chr17-036",0.177,-0.015,0.082,0.065,0.027,0.067,0.142,0.133,0.027
"chr17-037","chr17",35000001,36000000,"chr17-037",0.11,0.069,0.118,0.068,0.064,0.069,0.138,0.145,0.072
"chr17-038","chr17",36000001,37000000,"chr17-038",0.195,0.083,0.214,0.116,0.076,0.08,0.211,0.157,0.065
"chr17-039","chr17",37000001,38000000,"chr17-039",0.294,0.089,0.219,0.179,0.076,0.07,0.26,0.205,0.069
"chr17-040","chr17",38000001,39000000,"chr17-040",0.23,0.041,0.1,0.079,0.055,0.06,0.222,0.112,0.039
"chr17-041","chr17",39000001,40000000,"chr17-041",0.057,0.015,0.074,0.029,0.011,0.035,0.132,0.035,0
"chr17-042","chr17",40000001,41000000,"chr17-042",0.267,0.074,0.187,0.155,0.078,0.086,0.234,0.189,0.064
"chr17-043","chr17",41000001,42000000,"chr17-043",0.206,0.079,0.141,0.117,0.082,0.07,0.208,0.142,0.027
"chr17-044","chr17",42000001,43000000,"chr17-044",0.295,0.091,0.268,0.18,0.082,0.087,0.248,0.207,0.073
"chr17-045","chr17",43000001,44000000,"chr17-045",0.213,0.044,0.139,0.097,0.061,0.067,0.22,0.131,0.043
"chr17-046","chr17",44000001,45000000,"chr17-046",0,0.118,0.157,0.083,0.057,0.013,0.126,0.078,0.01
"chr17-047","chr17",45000001,46000000,"chr17-047",0.13,0.04,0.126,0.096,0.041,0.053,0.115,0.116,0.048
"chr17-048","chr17",46000001,47000000,"chr17-048",0.206,0.065,0.168,0.099,0.047,0.05,0.209,0.15,0.049
"chr17-049","chr17",47000001,48000000,"chr17-049",0.177,0.048,0.09,0.076,0.043,0.064,0.19,0.11,0.02
"chr17-050","chr17",48000001,49000000,"chr17-050",0.26,0.027,0.146,0.127,0.038,0.068,0.252,0.143,0.026
"chr17-051","chr17",49000001,50000000,"chr17-051",0.097,0.049,0.034,0.049,0.064,0.059,0.048,0.136,0.069
"chr17-052","chr17",50000001,51000000,"chr17-052",-0.071,-0.069,0.044,-0.085,-0.06,-0.01,-0.167,-0.055,0.012
"chr17-053","chr17",51000001,52000000,"chr17-053",-0.298,-0.141,-0.172,-0.26,-0.11,-0.123,-0.357,-0.326,-0.147
"chr17-054","chr17",52000001,53000000,"chr17-054",-0.077,-0.078,-0.076,-0.145,-0.063,-0.025,-0.187,-0.08,-0.064
"chr17-055","chr17",53000001,54000000,"chr17-055",-0.124,-0.023,-0.087,-0.056,0.005,-0.019,-0.085,-0.058,-0.035
"chr17-056","chr17",54000001,55000000,"chr17-056",-0.07,-0.015,-0.003,-0.084,0.015,0.006,-0.045,-0.036,0.005
"chr17-057","chr17",55000001,56000000,"chr17-057",0.085,0.057,0.056,0.027,0.046,0.015,0.121,0.039,0.012
"chr17-058","chr17",56000001,57000000,"chr17-058",0.075,0.039,0.083,0.051,0.041,0.019,0.097,0.058,0.023
"chr17-059","chr17",57000001,58000000,"chr17-059",0.162,0.09,0.053,0.14,0.109,0.065,0.135,0.142,0.059
"chr17-060","chr17",58000001,59000000,"chr17-060",0.123,0.051,0.165,0.122,0.046,0.035,0.112,0.13,0.049
"chr17-061","chr17",59000001,60000000,"chr17-061",0.109,0.003,0.147,0.099,0.045,0.063,0.175,0.076,0.048
"chr17-062","chr17",60000001,61000000,"chr17-062",0.057,0.109,0.25,0.159,0.068,0.079,0.08,0.146,0.078
"chr17-063","chr17",61000001,62000000,"chr17-063",0.148,0.034,0.096,0.061,0.042,0.037,0.161,0.105,0.02
"chr17-064","chr17",62000001,62410760,"chr17-064",0.124,0.051,0.102,0.062,0.042,0.05,0.204,0.073,0.012
"chr17-065","chr17",62460761,63000000,"chr17-065",0.156,0.07,0.232,0.149,0.073,0.057,0.171,0.187,0.081
"chr17-066","chr17",63000001,64000000,"chr17-066",0.065,0.058,0.156,0.007,0.057,0.025,0.058,0.044,0.059
"chr17-067","chr17",64000001,65000000,"chr17-067",0.001,0.077,0.091,0.038,0.033,0.013,0.045,0.009,0.027
"chr17-068","chr17",65000001,66000000,"chr17-068",0.076,0.135,0.236,0.13,0.108,0.117,0.118,0.157,0.1
"chr17-069","chr17",66000001,67000000,"chr17-069",0.107,0.079,0.189,0.152,0.066,0.082,0.171,0.124,0.103
"chr17-070","chr17",67000001,68000000,"chr17-070",-0.219,-0.019,-0.086,-0.087,0.011,-0.015,-0.156,-0.034,0.01
"chr17-071","chr17",68000001,69000000,"chr17-071",-0.295,-0.145,-0.077,-0.125,-0.03,-0.033,-0.268,-0.157,-0.107
"chr17-072","chr17",69000001,70000000,"chr17-072",-0.372,-0.092,-0.199,-0.256,-0.077,-0.062,-0.33,-0.224,-0.006
"chr17-073","chr17",70000001,71000000,"chr17-073",-0.095,0.039,0.001,-0.063,0.018,0.012,-0.022,-0.035,-0.005
"chr17-074","chr17",71000001,72000000,"chr17-074",0.052,0.01,0.042,-0.019,0.02,0.026,0.127,0.045,-0.017
"chr17-075","chr17",72000001,73000000,"chr17-075",0.151,0.029,0.108,0.03,0.021,0.045,0.188,0.088,-0.003
"chr17-076","chr17",73000001,74000000,"chr17-076",0.305,0.077,0.258,0.185,0.094,0.102,0.261,0.21,0.087
"chr17-077","chr17",74000001,75000000,"chr17-077",0.213,0.077,0.229,0.144,0.08,0.083,0.216,0.18,0.079
"chr17-078","chr17",75000001,76000000,"chr17-078",0.238,0.058,0.14,0.125,0.05,0.084,0.258,0.114,0.03
"chr17-079","chr17",76000001,77000000,"chr17-079",0.197,0.085,0.247,0.161,0.073,0.101,0.252,0.161,0.08
"chr17-080","chr17",77000001,77546461,"chr17-080",0.114,0.015,0.173,0.092,0.008,0.074,0.176,0.083,0.034
"chr17-081","chr17",77596462,78000000,"chr17-081",0.329,0.061,0.31,0.197,0.067,0.095,0.264,0.206,0.093
"chr17-082","chr17",78000001,79000000,"chr17-082",0.287,0.092,0.362,0.218,0.078,0.111,0.26,0.196,0.113
"chr17-083","chr17",79000001,79709049,"chr17-083",0.336,0.035,0.383,0.235,0.054,0.096,0.268,0.229,0.116
"chr17-084","chr17",79759050,80000000,"chr17-084",0.382,0.054,0.376,0.27,0.084,0.096,0.261,0.277,0.124
"chr17-085","chr17",80000001,81000000,"chr17-085",0.375,0.12,0.457,0.277,0.112,0.142,0.306,0.266,0.164
"chr17-086","chr17",81000001,81195210,"chr17-086",0.379,0.024,0.365,0.282,0.064,0.125,0.315,0.244,0.121
"chr18-001","chr18",10001,1000000,"chr18-001",0.259,0.067,0.266,0.135,0.078,0.067,0.153,0.158,0.089
"chr18-002","chr18",1000001,2000000,"chr18-002",-0.193,-0.11,-0.225,-0.232,-0.016,-0.059,-0.246,-0.166,-0.123
"chr18-003","chr18",2000001,3000000,"chr18-003",0.043,0.005,0.081,0.052,0.053,0.059,0.028,0.052,0.09
"chr18-004","chr18",3000001,4000000,"chr18-004",-0.011,0.044,0.102,0.057,0.077,0.066,0.053,0.072,0.054
"chr18-005","chr18",4000001,5000000,"chr18-005",-0.112,-0.086,-0.095,-0.08,-0.025,-0.031,-0.206,-0.051,-0.069
"chr18-006","chr18",5000001,6000000,"chr18-006",0.15,-0.039,-0.013,0.053,-0.006,0.066,0.071,0.055,0.01
"chr18-007","chr18",6000001,7000000,"chr18-007",-0.166,-0.018,-0.067,-0.116,-0.012,-0.013,-0.145,-0.054,-0.04
"chr18-008","chr18",7000001,8000000,"chr18-008",-0.048,0.049,0.121,0.038,0.053,0.052,-0.034,0.031,0.041
"chr18-009","chr18",8000001,9000000,"chr18-009",-0.038,0.025,0.094,-0.002,-0.005,0.019,0.01,-0.001,0.029
"chr18-010","chr18",9000001,10000000,"chr18-010",0.052,0.063,0.079,0.091,0.082,0.07,0.085,0.078,0.094
"chr18-011","chr18",10000001,11000000,"chr18-011",-0.132,-0.036,-0.074,-0.102,-0.018,-0.028,-0.067,-0.092,-0.06
"chr18-012","chr18",11000001,12000000,"chr18-012",0.107,0.027,0.064,0.031,0.03,0.05,0.143,0.107,0.056
"chr18-013","chr18",12000001,13000000,"chr18-013",0.196,0.101,0.282,0.174,0.094,0.101,0.18,0.174,0.098
"chr18-014","chr18",13000001,14000000,"chr18-014",0.041,0.002,0.09,0.053,0.008,0.012,0.082,0.028,0.005
"chr18-015","chr18",14000001,15000000,"chr18-015",0.055,-0.046,0.212,0.095,-0.046,-0.043,-0.027,0.037,-0.004
"chr18-016","chr18",15000001,15410898,"chr18-016",0.01,-0.013,0.422,0.161,-0.048,-0.059,-0.064,0.128,0.122
"chr18-017","chr18",18510899,19000000,"chr18-017",0.054,0.047,0.165,0.035,0.084,0.069,-0.014,0.165,0.107
"chr18-018","chr18",19000001,20000000,"chr18-018",0.052,0.079,0.174,0.121,0.055,0.055,0.074,0.104,0.043
"chr18-019","chr18",20000001,21000000,"chr18-019",-0.037,0.04,-0.052,-0.026,0.047,0,0.037,-0.045,-0.027
"chr18-020","chr18",21000001,22000000,"chr18-020",0.024,0.056,0.111,0.081,0.06,0.048,0.084,0.094,0.041
"chr18-021","chr18",22000001,23000000,"chr18-021",-0.104,0.011,-0.09,-0.056,0.02,0.027,-0.043,-0.019,-0.008
"chr18-022","chr18",23000001,24000000,"chr18-022",0.036,-0.002,0.17,0.157,0.055,0.088,-0.014,0.063,0.091
"chr18-023","chr18",24000001,25000000,"chr18-023",-0.016,0,-0.049,-0.016,0.002,0.025,-0.064,-0.008,-0.004
"chr18-024","chr18",25000001,26000000,"chr18-024",-0.238,-0.065,-0.201,-0.154,-0.05,-0.011,-0.205,-0.093,0.021
"chr18-025","chr18",26000001,27000000,"chr18-025",-0.451,-0.203,-0.18,-0.209,-0.063,-0.074,-0.291,-0.155,-0.074
"chr18-026","chr18",27000001,28000000,"chr18-026",-0.41,-0.152,-0.296,-0.275,-0.125,-0.131,-0.432,-0.149,-0.136
"chr18-027","chr18",28000001,29000000,"chr18-027",-0.224,-0.083,-0.092,-0.134,-0.02,-0.009,-0.113,-0.127,-0.015
"chr18-028","chr18",29000001,30000000,"chr18-028",-0.08,0.01,0.048,-0.001,0.039,0.053,-0.086,0.03,-0.007
"chr18-029","chr18",30000001,31000000,"chr18-029",-0.086,-0.091,0.006,-0.049,-0.03,0.035,-0.146,0.013,0.006
"chr18-030","chr18",31000001,32000000,"chr18-030",-0.006,-0.101,-0.17,-0.057,-0.081,0.021,0.002,-0.019,-0.036
"chr18-031","chr18",32000001,33000000,"chr18-031",0.025,-0.036,-0.033,-0.01,0,-0.002,0.003,-0.032,0.027
"chr18-032","chr18",33000001,34000000,"chr18-032",-0.026,-0.042,-0.103,-0.029,0.003,0.026,0.038,0.02,-0.038
"chr18-033","chr18",34000001,35000000,"chr18-033",-0.069,-0.022,-0.048,-0.036,-0.016,-0.035,-0.013,-0.05,-0.043
"chr18-034","chr18",35000001,36000000,"chr18-034",-0.005,-0.037,-0.149,-0.095,-0.024,-0.046,0.046,-0.019,-0.059
"chr18-035","chr18",36000001,37000000,"chr18-035",-0.499,-0.111,-0.185,-0.302,-0.005,0.001,-0.375,-0.216,-0.134
"chr18-036","chr18",37000001,38000000,"chr18-036",-0.246,-0.105,-0.204,-0.192,-0.061,-0.023,-0.254,-0.104,-0.084
"chr18-037","chr18",38000001,39000000,"chr18-037",-0.27,-0.112,-0.16,-0.268,-0.035,-0.056,-0.407,-0.141,0.038
"chr18-038","chr18",39000001,40000000,"chr18-038",-0.187,-0.045,-0.057,-0.113,0.001,-0.011,-0.232,-0.061,0.064
"chr18-039","chr18",40000001,41000000,"chr18-039",-0.275,-0.154,-0.18,-0.184,-0.075,-0.071,-0.301,-0.116,0.024
"chr18-040","chr18",41000001,42000000,"chr18-040",-0.384,-0.147,-0.338,-0.236,-0.102,-0.016,-0.292,-0.21,-0.06
"chr18-041","chr18",42000001,43000000,"chr18-041",-0.177,-0.046,-0.162,-0.159,-0.034,-0.061,-0.072,-0.128,-0.09
"chr18-042","chr18",43000001,44000000,"chr18-042",0.05,0.04,-0.033,-0.007,0.053,0.034,0.06,0.032,-0.024
"chr18-043","chr18",44000001,45000000,"chr18-043",-0.014,0,0.059,-0.03,0.001,0.023,0.004,0.007,-0.023
"chr18-044","chr18",45000001,46000000,"chr18-044",-0.024,0.016,-0.133,-0.067,-0.015,-0.023,0.038,-0.037,-0.041
"chr18-045","chr18",46000001,47000000,"chr18-045",0.082,0.014,0.012,0.047,0.026,0.026,0.127,0.048,0.016
"chr18-046","chr18",47000001,48000000,"chr18-046",0.043,0.009,0.019,-0.022,0.023,0.03,0.034,0.022,-0.003
"chr18-047","chr18",48000001,49000000,"chr18-047",0.085,0.088,0.11,0.05,0.076,0.053,0.019,0.07,0.034
"chr18-048","chr18",49000001,50000000,"chr18-048",-0.161,-0.059,-0.179,-0.218,-0.096,-0.085,-0.148,-0.246,-0.104
"chr18-049","chr18",50000001,51000000,"chr18-049",-0.383,-0.234,-0.288,-0.321,-0.146,-0.053,-0.342,-0.332,-0.129
"chr18-050","chr18",51000001,52059136,"chr18-050",-0.084,0.024,-0.089,0.006,0.005,0.032,-0.127,0.014,0.024
"chr18-051","chr18",52209137,53000000,"chr18-051",-0.216,0.014,0.031,0.01,0.003,0.004,-0.046,0.001,0.077
"chr18-052","chr18",53000001,54000000,"chr18-052",-0.248,-0.033,-0.112,-0.029,0.015,0.038,-0.123,-0.029,0.049
"chr18-053","chr18",54000001,55000000,"chr18-053",-0.178,-0.041,-0.063,-0.095,-0.044,-0.023,-0.146,-0.09,-0.021
"chr18-054","chr18",55000001,56000000,"chr18-054",-0.007,0.04,0.045,0.012,0.024,0.027,0.03,0.03,0.026
"chr18-055","chr18",56000001,57000000,"chr18-055",-0.067,0.04,0.036,0.042,0.032,0.029,0.035,0.031,0.02
"chr18-056","chr18",57000001,58000000,"chr18-056",-0.002,-0.023,0.036,-0.036,-0.001,0.014,-0.179,-0.024,-0.024
"chr18-057","chr18",58000001,59000000,"chr18-057",-0.336,-0.141,-0.227,-0.229,-0.117,-0.086,-0.297,-0.236,-0.078
"chr18-058","chr18",59000001,60000000,"chr18-058",0.04,0.005,0.026,0.014,0.021,0.031,0.014,0.03,0.034
"chr18-059","chr18",60000001,61000000,"chr18-059",0.074,0.045,0.05,0.037,0.065,0.023,0.056,0.027,0.065
"chr18-060","chr18",61000001,62000000,"chr18-060",-0.188,-0.039,-0.063,-0.1,-0.031,-0.034,-0.15,-0.072,-0.069
"chr18-061","chr18",62000001,63000000,"chr18-061",-0.54,-0.157,-0.453,-0.323,-0.083,-0.136,-0.46,-0.246,-0.166
"chr18-062","chr18",63000001,64000000,"chr18-062",-0.231,-0.129,-0.199,-0.041,-0.043,0.05,-0.354,-0.074,0.038
"chr18-063","chr18",64000001,65000000,"chr18-063",-0.302,-0.194,-0.25,-0.199,-0.023,-0.056,-0.301,-0.261,-0.108
"chr18-064","chr18",65000001,66000000,"chr18-064",-0.237,-0.068,-0.084,-0.055,-0.047,-0.027,-0.204,-0.098,0.013
"chr18-065","chr18",66000001,67000000,"chr18-065",-0.283,-0.149,-0.277,-0.166,-0.067,-0.014,-0.198,-0.189,-0.114
"chr18-066","chr18",67000001,68000000,"chr18-066",0.03,-0.019,-0.041,0.026,0.006,0.006,-0.084,0.011,0.023
"chr18-067","chr18",68000001,69000000,"chr18-067",-0.213,0.009,-0.097,-0.132,0,0.004,-0.253,-0.121,0.022
"chr18-068","chr18",69000001,70000000,"chr18-068",-0.239,-0.193,-0.103,-0.29,-0.118,-0.23,-0.383,-0.425,-0.223
