"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr17-0757","chr17",74625001,74700000,"chr17-0757",-0.033,0.02,-0.035,-0.035,0.012,0.027,0.093,-0.065,-0.049
"chr17-0758","chr17",74700001,74775000,"chr17-0758",0.293,0.103,0.188,0.213,0.111,0.094,0.18,0.257,0.142
"chr17-0759","chr17",74775001,74850000,"chr17-0759",-0.079,0.148,0.273,0.072,-0.009,0.056,0.044,0.139,0.058
"chr17-0760","chr17",74850001,74925000,"chr17-0760",-0.026,0.027,0.167,0.021,0.02,0.038,0.076,0.074,0.037
"chr17-0761","chr17",74925001,75000000,"chr17-0761",-0.043,0.078,0.236,0.039,0.005,0.082,0.126,0.081,0.06
"chr17-0762","chr17",75000001,75075000,"chr17-0762",-0.071,0.075,0.025,-0.027,0.007,-0.011,-0.004,-0.026,0.007
"chr17-0763","chr17",75075001,75150000,"chr17-0763",0.132,0.125,0.074,0.112,0.118,0.055,0.182,0.122,0.046
"chr17-0764","chr17",75150001,75225000,"chr17-0764",0.003,0.091,0.202,0.054,0.015,0.037,0.132,0.031,0.059
"chr17-0765","chr17",75225001,75300000,"chr17-0765",0.199,0.118,0.306,0.145,0.084,0.073,0.243,0.151,0.074
"chr17-0766","chr17",75300001,75375000,"chr17-0766",0.323,0.05,-0.015,0.146,0.04,0.09,0.275,0.111,0.038
"chr17-0767","chr17",75375001,75450000,"chr17-0767",0.351,0.046,0.141,0.126,0.032,0.089,0.223,0.15,0.057
"chr17-0768","chr17",75450001,75525000,"chr17-0768",0.234,0.036,0.168,0.113,0.027,0.098,0.231,0.109,0.009
"chr17-0769","chr17",75525001,75600000,"chr17-0769",-0.007,0.043,0.008,0,0.024,0.004,0.096,0.03,-0.016
"chr17-0770","chr17",75600001,75675000,"chr17-0770",-0.021,0.052,0,-0.003,-0.062,-0.014,-0.015,0.071,-0.002
"chr17-0771","chr17",75675001,75750000,"chr17-0771",0.063,0.065,0.052,-0.057,0.016,-0.004,0.031,-0.035,-0.014
"chr17-0772","chr17",75750001,75825000,"chr17-0772",0.049,0.03,0.063,0.031,0.046,0.017,0.119,0.071,0.069
"chr17-0773","chr17",75825001,75900000,"chr17-0773",0.032,0.026,-0.043,0.025,0.043,0.066,0.091,0.029,-0.031
"chr17-0774","chr17",75900001,75975000,"chr17-0774",0.107,0.071,0.119,-0.027,0.038,0.061,0.086,0.048,0.053
"chr17-0775","chr17",75975001,76050000,"chr17-0775",-0.27,-0.003,-0.035,-0.068,-0.056,-0.08,-0.136,-0.132,0.018
"chr17-0776","chr17",76050001,76125000,"chr17-0776",0.166,0.11,0.367,0.146,0.07,0.067,0.184,0.168,0.15
"chr17-0777","chr17",76125001,76200000,"chr17-0777",0.073,0.019,0.177,0.101,-0.017,0.069,0.152,0.113,0.045
"chr17-0778","chr17",76200001,76275000,"chr17-0778",0.088,0.051,0.155,0.02,0.045,0.086,0.152,0.152,0.028
"chr17-0779","chr17",76275001,76350000,"chr17-0779",0.156,0.088,0.225,0.074,0.065,0.039,0.178,0.128,0.082
"chr17-0780","chr17",76350001,76425000,"chr17-0780",0.161,0.109,0.192,0.186,0.072,0.091,0.197,0.151,0.099
"chr17-0781","chr17",76425001,76500000,"chr17-0781",0.096,0.124,0.475,0.188,0.088,0.095,0.182,0.175,0.154
"chr17-0782","chr17",76500001,76575000,"chr17-0782",-0.021,0.099,0.335,0.118,0.023,0.049,0.1,0.114,0.014
"chr17-0783","chr17",76575001,76650000,"chr17-0783",-0.043,0.08,0.083,-0.009,0.085,0.121,0.101,0.055,0.036
"chr17-0784","chr17",76650001,76725000,"chr17-0784",-0.052,0.04,0.079,-0.062,0.053,0.061,0.097,-0.078,-0.017
"chr17-0785","chr17",76725001,76800000,"chr17-0785",0.242,0.214,0.431,0.256,0.12,0.151,0.227,0.263,0.254
"chr17-0786","chr17",76800001,76875000,"chr17-0786",0.235,0.088,0.168,0.109,0.105,0.086,0.199,0.209,0.078
"chr17-0787","chr17",76875001,76950000,"chr17-0787",0.185,0.054,0.051,0.112,0.039,0.063,0.195,0.138,0.05
"chr17-0788","chr17",76950001,77025000,"chr17-0788",0.209,0.045,0.196,0.093,0.021,0.07,0.237,0.089,-0.011
"chr17-0789","chr17",77025001,77100000,"chr17-0789",0.085,0.036,0.28,0.134,0.051,0.086,0.142,0.112,0.072
"chr17-0790","chr17",77100001,77175000,"chr17-0790",0.069,-0.008,0.079,0.017,-0.055,0.057,0.11,0.008,0.096
"chr17-0791","chr17",77175001,77250000,"chr17-0791",-0.043,0.038,0.092,0.03,-0.028,0.063,0.059,0.032,0.016
"chr17-0792","chr17",77250001,77325000,"chr17-0792",-0.033,-0.046,-0.062,-0.105,-0.053,0.026,-0.011,-0.009,-0.079
"chr17-0793","chr17",77325001,77400000,"chr17-0793",0.035,-0.001,0.148,0.051,0.042,0.026,0.087,0.033,0
"chr17-0794","chr17",77400001,77475000,"chr17-0794",-0.087,-0.051,0.024,-0.028,-0.046,0.036,0.036,0.031,0.012
"chr17-0795","chr17",77475001,77546461,"chr17-0795",0.034,0.027,0.234,0.047,0.048,0.073,0.11,0.063,0.043
"chr17-0796","chr17",77596462,77700000,"chr17-0796",0.118,-0.019,0.148,0.078,0.039,0.019,0.014,0.111,0.025
"chr17-0797","chr17",77700001,77775000,"chr17-0797",0.303,0.039,0.318,0.193,0.071,0.077,0.207,0.182,0.102
"chr17-0798","chr17",77775001,77850000,"chr17-0798",0.335,0.103,0.254,0.206,0.098,0.135,0.233,0.223,0.085
"chr17-0799","chr17",77850001,77925000,"chr17-0799",0.139,0.008,0.225,0.14,0.009,0.039,0.155,0.164,0.085
"chr17-0800","chr17",77925001,78000000,"chr17-0800",0.218,0.066,0.315,0.145,0.064,0.072,0.244,0.155,0.073
"chr17-0801","chr17",78000001,78075000,"chr17-0801",0.231,0.195,0.413,0.238,0.109,0.135,0.267,0.257,0.188
"chr17-0802","chr17",78075001,78150000,"chr17-0802",0.191,0.134,0.362,0.187,0.097,0.089,0.187,0.191,0.13
"chr17-0803","chr17",78150001,78225000,"chr17-0803",0.128,0.09,0.315,0.14,0.067,0.085,0.141,0.149,0.094
"chr17-0804","chr17",78225001,78300000,"chr17-0804",0.172,0.132,0.152,0.01,0.068,0.067,0.148,0.219,0.052
"chr17-0805","chr17",78300001,78375000,"chr17-0805",0.164,0.138,0.366,0.174,0.067,0.105,0.22,0.125,0.127
"chr17-0806","chr17",78375001,78450000,"chr17-0806",0.255,-0.006,0.113,0.124,0.006,0.068,0.135,0.139,0.04
"chr17-0807","chr17",78450001,78525000,"chr17-0807",0.221,0.106,0.218,0.137,0.078,0.128,0.21,0.244,0.088
"chr17-0808","chr17",78525001,78600000,"chr17-0808",0.064,0.107,0.481,0.114,0.046,0.05,0.087,0.133,0.101
"chr17-0809","chr17",78600001,78675000,"chr17-0809",0.09,0.104,0.357,0.121,0.084,0.081,0.074,0.113,0.112
"chr17-0810","chr17",78675001,78750000,"chr17-0810",0.097,0.065,0.239,0.162,0.051,0.078,0.142,0.029,0.078
"chr17-0811","chr17",78750001,78825000,"chr17-0811",0.161,0.069,0.347,0.198,0.066,0.085,0.196,0.118,0.11
"chr17-0812","chr17",78825001,78900000,"chr17-0812",0.287,0.066,0.44,0.213,0.043,0.104,0.156,0.159,0.106
"chr17-0813","chr17",78900001,78975000,"chr17-0813",0.28,0.07,0.369,0.192,0.093,0.093,0.181,0.188,0.148
"chr17-0814","chr17",78975001,79050000,"chr17-0814",0.247,0.068,0.286,0.169,0.034,0.065,0.194,0.144,0.083
"chr17-0815","chr17",79050001,79125000,"chr17-0815",0.166,-0.038,0.311,0.124,-0.018,0.056,0.096,0.132,0.084
"chr17-0816","chr17",79125001,79200000,"chr17-0816",0.216,0.012,0.401,0.179,0.008,0.041,0.116,0.215,0.095
"chr17-0817","chr17",79200001,79275000,"chr17-0817",0.263,0.053,0.369,0.253,0.082,0.133,0.195,0.217,0.104
"chr17-0818","chr17",79275001,79350000,"chr17-0818",0.287,0.047,0.329,0.166,0.035,0.045,0.211,0.193,0.083
"chr17-0819","chr17",79350001,79425000,"chr17-0819",0.299,0.03,0.376,0.282,0.085,0.088,0.253,0.25,0.178
"chr17-0820","chr17",79425001,79500000,"chr17-0820",0.255,0.018,0.394,0.126,0.034,0.018,0.191,0.199,0.086
"chr17-0821","chr17",79500001,79575000,"chr17-0821",0.258,0.083,0.357,0.207,0.075,0.079,0.194,0.183,0.096
"chr17-0822","chr17",79575001,79650000,"chr17-0822",0.184,0.091,0.189,0.035,0.07,0.098,0.175,0.177,0.088
"chr17-0823","chr17",79650001,79709049,"chr17-0823",0.301,0.039,0.362,0.224,0.069,0.084,0.187,0.228,0.155
"chr17-0824","chr17",79759050,79800000,"chr17-0824",0.249,0.115,0.394,0.201,0.093,0.067,0.103,0.239,0.149
"chr17-0825","chr17",79800001,79875000,"chr17-0825",0.35,0.107,0.362,0.258,0.091,0.106,0.215,0.252,0.127
"chr17-0826","chr17",79875001,79950000,"chr17-0826",0.248,0.034,0.306,0.206,0.063,0.064,0.179,0.21,0.096
"chr17-0827","chr17",79950001,80025000,"chr17-0827",0.327,0.019,0.315,0.214,0.056,0.044,0.172,0.239,0.14
"chr17-0828","chr17",80025001,80100000,"chr17-0828",0.256,0.111,0.484,0.266,0.087,0.05,0.156,0.234,0.165
"chr17-0829","chr17",80100001,80175000,"chr17-0829",0.136,0.082,0.367,0.171,0.122,0.08,0.203,0.142,0.022
"chr17-0830","chr17",80175001,80250000,"chr17-0830",0.292,-0.023,0.25,0.161,0.059,0.092,0.243,0.195,0.122
"chr17-0831","chr17",80250001,80325000,"chr17-0831",0.314,0.057,0.27,0.172,0.072,0.107,0.225,0.212,0.14
"chr17-0832","chr17",80325001,80400000,"chr17-0832",0.23,0.149,0.48,0.23,0.119,0.137,0.188,0.262,0.159
"chr17-0833","chr17",80400001,80475000,"chr17-0833",0.229,0.023,0.237,0.199,0.095,0.123,0.21,0.185,0.074
"chr17-0834","chr17",80475001,80550000,"chr17-0834",0.331,0.298,0.617,0.391,0.2,0.175,0.287,0.34,0.252
"chr17-0835","chr17",80550001,80625000,"chr17-0835",0.25,0.167,0.347,0.226,0.132,0.151,0.223,0.214,0.166
"chr17-0836","chr17",80625001,80700000,"chr17-0836",0.277,0.109,0.307,0.154,0.064,0.103,0.212,0.219,0.107
"chr17-0837","chr17",80700001,80775000,"chr17-0837",0.309,0.139,0.49,0.237,0.066,0.106,0.227,0.221,0.142
"chr17-0838","chr17",80775001,80850000,"chr17-0838",0.336,0.103,0.407,0.258,0.086,0.157,0.316,0.236,0.18
"chr17-0839","chr17",80850001,80925000,"chr17-0839",0.314,0.132,0.487,0.285,0.101,0.123,0.217,0.231,0.154
"chr17-0840","chr17",80925001,81000000,"chr17-0840",0.276,0.168,0.6,0.281,0.137,0.163,0.252,0.298,0.247
"chr17-0841","chr17",81000001,81195210,"chr17-0841",0.292,0.021,0.329,0.235,0.053,0.103,0.231,0.205,0.113
"chr18-0001","chr18",10001,75000,"chr18-0001",-0.014,0.106,0.515,0.177,-0.011,-0.041,-0.032,0.246,0.131
"chr18-0002","chr18",75001,150000,"chr18-0002",0.182,0.05,0.114,0.078,-0.009,0.056,0.049,0.133,-0.039
"chr18-0003","chr18",150001,225000,"chr18-0003",0.123,0.15,0.45,0.235,0.052,0.083,0.059,0.211,0.167
"chr18-0004","chr18",225001,300000,"chr18-0004",0.141,0,-0.116,0.098,-0.036,-0.003,0.071,0.124,0.039
"chr18-0005","chr18",300001,450000,"chr18-0005",0.066,-0.068,-0.287,-0.133,0.067,-0.046,-0.034,-0.118,-0.115
"chr18-0006","chr18",450001,525000,"chr18-0006",0.241,0.053,-0.049,-0.032,0.106,0.043,0.136,0.02,0.079
"chr18-0007","chr18",525001,600000,"chr18-0007",0.134,0.142,0.397,0.21,0.112,0.084,0.023,0.2,0.168
"chr18-0008","chr18",600001,675000,"chr18-0008",0.276,0.118,0.229,0.085,0.103,0.079,0.133,0.17,0.115
"chr18-0009","chr18",675001,750000,"chr18-0009",0.23,0.122,0.395,0.233,0.088,0.086,0.177,0.175,0.097
"chr18-0010","chr18",750001,900000,"chr18-0010",-0.161,0.092,-0.074,0.011,0.055,0.069,-0.128,0.012,-0.004
"chr18-0011","chr18",900001,975000,"chr18-0011",0.233,0.029,0.032,-0.03,0.078,0.114,0.07,0.036,0.073
"chr18-0012","chr18",975001,1650000,"chr18-0012",-0.324,-0.079,-0.407,-0.323,-0.047,-0.108,-0.385,-0.256,-0.14
"chr18-0013","chr18",1650001,2175000,"chr18-0013",-0.361,-0.103,-0.261,-0.216,0.043,0.004,-0.22,-0.174,-0.114
"chr18-0014","chr18",2175001,2550000,"chr18-0014",-0.39,-0.191,-0.278,-0.251,-0.075,-0.072,-0.252,-0.16,-0.03
"chr18-0015","chr18",2550001,2625000,"chr18-0015",0.195,-0.064,0.213,0.134,0.014,0.046,0.04,0.091,0.123
"chr18-0016","chr18",2625001,2700000,"chr18-0016",0.086,0.054,0.236,0.118,0.011,0.074,0.009,0.231,0.181
"chr18-0017","chr18",2700001,2850000,"chr18-0017",0.025,0.044,0.091,-0.015,0.023,0.056,-0.149,0.023,0.112
"chr18-0018","chr18",2850001,2925000,"chr18-0018",0.043,0.063,0.291,0.109,0.077,0.008,0.115,0.058,0.024
"chr18-0019","chr18",2925001,3000000,"chr18-0019",-0.239,0.075,-0.29,-0.101,0.064,0.091,-0.08,-0.037,0.084
"chr18-0020","chr18",3000001,3075000,"chr18-0020",-0.002,0.206,0.336,0.214,0.163,0.107,0.071,0.164,0.213
"chr18-0021","chr18",3075001,3150000,"chr18-0021",-0.405,-0.024,0.096,-0.076,0.04,0.007,-0.308,0.029,0.046
"chr18-0022","chr18",3150001,3225000,"chr18-0022",-0.439,0.041,-0.166,-0.113,0.048,0.022,-0.323,-0.207,-0.046
"chr18-0023","chr18",3225001,3300000,"chr18-0023",0.089,-0.049,0.115,0.146,0.019,-0.029,0.041,0.113,0.048
"chr18-0024","chr18",3300001,3375000,"chr18-0024",-0.441,0.022,-0.13,-0.151,-0.016,0.003,-0.414,-0.117,-0.114
"chr18-0025","chr18",3375001,3450000,"chr18-0025",0.112,0.095,-0.003,0.111,0.108,0.088,0.194,0.103,0.063
"chr18-0026","chr18",3450001,3525000,"chr18-0026",0.441,0.046,0.162,0.125,0.102,0.14,0.311,0.132,0.15
"chr18-0027","chr18",3525001,3600000,"chr18-0027",0.015,0.179,0.193,0.1,0.143,0.042,0.005,0.088,0.165
"chr18-0028","chr18",3600001,3675000,"chr18-0028",-0.055,0.164,0.023,0.038,0.1,0.072,-0.035,0.051,0.089
"chr18-0029","chr18",3675001,3750000,"chr18-0029",-0.137,0.045,0.167,-0.03,0.007,0.063,-0.143,-0.001,0.04
"chr18-0030","chr18",3750001,3825000,"chr18-0030",-0.533,-0.023,-0.179,-0.295,-0.08,-0.131,-0.418,-0.263,-0.185
"chr18-0031","chr18",3825001,3900000,"chr18-0031",-0.195,0.025,-0.168,0.028,0.078,0.067,-0.079,-0.014,0.085
"chr18-0032","chr18",3900001,4200000,"chr18-0032",-0.37,-0.155,-0.234,-0.404,-0.071,-0.124,-0.395,-0.23,-0.126
"chr18-0033","chr18",4200001,4950000,"chr18-0033",-0.149,-0.078,0.036,-0.02,-0.024,-0.033,-0.253,0.005,-0.062
"chr18-0034","chr18",4950001,5175000,"chr18-0034",-0.376,-0.044,-0.218,-0.188,-0.119,-0.162,-0.433,-0.229,-0.261
"chr18-0035","chr18",5175001,5250000,"chr18-0035",0.189,-0.128,-0.072,0.075,-0.101,0.035,0.105,0.045,-0.016
"chr18-0036","chr18",5250001,5325000,"chr18-0036",0.221,0.052,0.188,0.122,0.003,0.069,0.068,0.101,0.025
"chr18-0037","chr18",5325001,5475000,"chr18-0037",-0.441,-0.087,-0.167,-0.102,-0.014,0.026,-0.136,-0.164,0.07
"chr18-0038","chr18",5475001,5550000,"chr18-0038",0.267,0.196,0.28,0.315,0.093,0.126,0.125,0.325,0.236
"chr18-0039","chr18",5550001,5625000,"chr18-0039",-0.591,-0.073,-0.171,-0.154,-0.031,0.014,-0.292,-0.238,-0.261
"chr18-0040","chr18",5625001,5850000,"chr18-0040",0.146,-0.07,-0.277,-0.099,-0.062,0.014,0.049,0.044,-0.045
"chr18-0041","chr18",5850001,5925000,"chr18-0041",0.04,-0.043,-0.061,0.02,-0.017,0.031,0.029,0.058,0.073
"chr18-0042","chr18",5925001,6225000,"chr18-0042",-0.412,-0.248,-0.517,-0.325,-0.151,-0.136,-0.395,-0.268,-0.305
"chr18-0043","chr18",6225001,6375000,"chr18-0043",-0.124,-0.035,0.125,-0.098,-0.058,-0.07,-0.153,-0.038,-0.048
"chr18-0044","chr18",6375001,6450000,"chr18-0044",0.04,0.102,0.335,0.063,0.006,-0.073,-0.06,0.143,0.14
"chr18-0045","chr18",6450001,6675000,"chr18-0045",-0.381,-0.052,-0.323,-0.248,-0.03,-0.075,-0.242,-0.179,-0.117
"chr18-0046","chr18",6675001,6825000,"chr18-0046",-0.334,-0.09,-0.146,-0.268,-0.048,-0.009,-0.253,-0.112,-0.008
"chr18-0047","chr18",6825001,6900000,"chr18-0047",-0.53,-0.211,-0.104,-0.256,-0.145,-0.126,-0.479,-0.344,-0.119
"chr18-0048","chr18",6900001,6975000,"chr18-0048",-0.172,0.067,0.167,-0.064,0.023,0.058,-0.115,-0.029,0.02
"chr18-0049","chr18",6975001,7050000,"chr18-0049",-0.051,0.073,0.114,0.059,0.062,0.047,-0.019,-0.021,0.018
"chr18-0050","chr18",7050001,7125000,"chr18-0050",0.336,0.108,0.171,0.212,0.134,0.05,0.156,0.235,0.276
"chr18-0051","chr18",7125001,7275000,"chr18-0051",-0.321,0.001,-0.059,-0.184,0.025,0.063,-0.244,-0.111,-0.04
"chr18-0052","chr18",7275001,7500000,"chr18-0052",-0.495,-0.012,-0.226,-0.186,-0.078,-0.044,-0.182,-0.198,-0.114
"chr18-0053","chr18",7500001,7575000,"chr18-0053",0.481,0.221,0.444,0.333,0.195,0.134,0.222,0.31,0.309
"chr18-0054","chr18",7575001,7725000,"chr18-0054",-0.277,-0.016,-0.264,-0.217,-0.006,-0.059,-0.184,-0.179,-0.035
"chr18-0055","chr18",7725001,7950000,"chr18-0055",-0.339,0.029,-0.118,-0.169,-0.018,-0.023,-0.279,-0.118,-0.031
"chr18-0056","chr18",7950001,8175000,"chr18-0056",-0.256,-0.077,-0.05,-0.153,-0.002,0.025,-0.313,-0.201,0.008
"chr18-0057","chr18",8175001,8325000,"chr18-0057",-0.265,0.003,-0.211,-0.171,0.024,-0.005,-0.205,-0.147,-0.071
"chr18-0058","chr18",8325001,8400000,"chr18-0058",0.264,0.143,0.589,0.227,0.071,0.069,0.253,0.19,0.14
"chr18-0059","chr18",8400001,8475000,"chr18-0059",-0.118,0.039,0.159,-0.024,-0.028,0.002,0.063,0.081,0.079
"chr18-0060","chr18",8475001,8550000,"chr18-0060",-0.211,-0.007,-0.155,-0.23,-0.045,-0.069,-0.177,-0.176,-0.094
"chr18-0061","chr18",8550001,8625000,"chr18-0061",0.174,-0.014,0.179,-0.125,-0.044,-0.002,-0.092,-0.116,-0.047
"chr18-0062","chr18",8625001,8700000,"chr18-0062",-0.067,0.064,0.379,0.107,-0.01,0.017,0.041,0.027,0.082
"chr18-0063","chr18",8700001,8775000,"chr18-0063",0.043,0.129,0.145,0.146,0.054,0.056,0.13,0.09,0.132
"chr18-0064","chr18",8775001,8850000,"chr18-0064",-0.236,-0.069,0.01,-0.038,-0.039,-0.028,-0.021,-0.136,-0.107
"chr18-0065","chr18",8850001,9000000,"chr18-0065",-0.436,0.031,-0.223,-0.282,-0.058,-0.071,-0.312,-0.192,-0.106
"chr18-0066","chr18",9000001,9075000,"chr18-0066",-0.122,0.022,-0.055,-0.172,-0.009,-0.058,-0.188,-0.009,-0.098
"chr18-0067","chr18",9075001,9150000,"chr18-0067",0.036,-0.012,0.038,0.076,0.034,0.021,0.091,0.127,0.087
"chr18-0068","chr18",9150001,9300000,"chr18-0068",-0.209,0.015,0.033,-0.016,0.054,0.058,-0.315,-0.009,0.113
"chr18-0069","chr18",9300001,9450000,"chr18-0069",0.123,0.14,-0.002,0.14,0.128,0.089,0.16,0.168,0.141
"chr18-0070","chr18",9450001,9525000,"chr18-0070",0.061,-0.03,0.004,0.11,0.069,0.059,0.011,0.113,0.084
"chr18-0071","chr18",9525001,9600000,"chr18-0071",-0.212,-0.002,-0.117,-0.099,0.06,0.077,-0.027,-0.162,0.03
"chr18-0072","chr18",9600001,9675000,"chr18-0072",-0.012,0.202,0.237,0.106,0.119,0.135,-0.001,0.178,0.255
"chr18-0073","chr18",9675001,9750000,"chr18-0073",0.149,0.09,0.123,0.14,0.081,0.071,0.162,0.025,0.07
"chr18-0074","chr18",9750001,9825000,"chr18-0074",-0.019,0.079,-0.061,-0.048,0.064,-0.053,-0.066,-0.083,-0.061
"chr18-0075","chr18",9825001,9900000,"chr18-0075",-0.197,-0.032,-0.026,-0.023,-0.005,-0.023,-0.09,-0.032,-0.061
"chr18-0076","chr18",9900001,9975000,"chr18-0076",0.161,0.089,0.234,0.127,0.104,0.056,0.033,0.22,0.165
"chr18-0077","chr18",9975001,10050000,"chr18-0077",-0.203,0.006,-0.045,-0.182,-0.022,-0.128,-0.248,-0.226,-0.08
"chr18-0078","chr18",10050001,10125000,"chr18-0078",-0.482,0.036,-0.321,-0.239,-0.074,-0.168,-0.472,-0.255,-0.099
"chr18-0079","chr18",10125001,10200000,"chr18-0079",-0.031,0.053,0.051,-0.01,-0.043,-0.039,0.116,-0.141,-0.024
"chr18-0080","chr18",10200001,10350000,"chr18-0080",-0.249,-0.127,-0.317,-0.313,-0.083,-0.041,-0.162,-0.154,-0.153
"chr18-0081","chr18",10350001,10425000,"chr18-0081",-0.166,0.022,0.278,-0.013,0.015,-0.046,-0.03,-0.069,-0.047
"chr18-0082","chr18",10425001,10500000,"chr18-0082",0.05,0.047,0.205,0.055,-0.001,-0.037,0.127,0.054,-0.003
"chr18-0083","chr18",10500001,10575000,"chr18-0083",-0.224,-0.11,-0.453,-0.242,-0.076,-0.06,-0.144,-0.182,-0.139
"chr18-0084","chr18",10575001,10650000,"chr18-0084",-0.193,-0.037,-0.113,-0.107,-0.03,-0.045,-0.171,-0.024,-0.086
"chr18-0085","chr18",10650001,10725000,"chr18-0085",-0.371,0.044,-0.154,-0.231,-0.014,0.02,-0.243,-0.156,0.022
"chr18-0086","chr18",10725001,10800000,"chr18-0086",-0.197,-0.041,0.287,-0.161,0.018,0.061,-0.182,-0.076,0.031
"chr18-0087","chr18",10800001,10950000,"chr18-0087",-0.428,-0.099,-0.23,-0.24,-0.066,-0.061,-0.299,-0.269,-0.12
"chr18-0088","chr18",10950001,11100000,"chr18-0088",-0.458,-0.029,-0.32,-0.287,-0.066,-0.044,-0.363,-0.182,-0.143
"chr18-0089","chr18",11100001,11175000,"chr18-0089",0.018,-0.021,-0.088,-0.123,0.013,0.02,0.061,0.005,0.058
"chr18-0090","chr18",11175001,11475000,"chr18-0090",-0.487,-0.025,-0.242,-0.286,-0.011,-0.072,-0.26,-0.264,-0.089
"chr18-0091","chr18",11475001,11625000,"chr18-0091",-0.523,-0.018,-0.4,-0.303,-0.017,0.018,-0.191,-0.298,-0.11
"chr18-0092","chr18",11625001,11700000,"chr18-0092",0.053,-0.017,-0.095,-0.022,0.022,0.008,-0.046,0.073,0.054
"chr18-0093","chr18",11700001,11775000,"chr18-0093",0.14,-0.075,0.17,0.043,-0.064,0.014,0.105,0.139,0.002
"chr18-0094","chr18",11775001,11850000,"chr18-0094",0.022,0.218,0.428,0.255,0.105,0.074,0.078,0.329,0.248
"chr18-0095","chr18",11850001,11925000,"chr18-0095",0.099,0.08,0.221,0.109,0.06,0.035,0.128,0.098,0.065
"chr18-0096","chr18",11925001,12000000,"chr18-0096",0.31,0.144,0.197,0.219,0.145,0.193,0.294,0.241,0.189
"chr18-0097","chr18",12000001,12075000,"chr18-0097",0.057,0.094,0.204,0.024,0.064,0.054,0.089,0.102,-0.008
"chr18-0098","chr18",12075001,12225000,"chr18-0098",-0.288,0.085,-0.016,-0.158,0.009,0.052,-0.194,-0.18,-0.009
"chr18-0099","chr18",12225001,12300000,"chr18-0099",0.116,-0.025,0.19,0.018,-0.007,0.059,0.129,0.048,-0.057
"chr18-0100","chr18",12300001,12375000,"chr18-0100",0.146,0.091,0.218,0.147,0.024,0.046,0.156,0.095,0.07
"chr18-0101","chr18",12375001,12450000,"chr18-0101",0.177,0.116,0.318,0.198,0.099,0.092,0.081,0.229,0.107
"chr18-0102","chr18",12450001,12600000,"chr18-0102",-0.021,0.164,0.311,0.089,0.217,0.108,-0.099,0.191,0.208
"chr18-0103","chr18",12600001,12675000,"chr18-0103",0.161,0.266,0.261,0.258,0.167,0.132,0.15,0.255,0.199
"chr18-0104","chr18",12675001,12750000,"chr18-0104",0.346,0.08,0.33,0.29,0.171,0.141,0.313,0.326,0.192
"chr18-0105","chr18",12750001,12825000,"chr18-0105",0.082,0.172,0.535,0.182,0.115,0.045,0.229,0.268,0.097
"chr18-0106","chr18",12825001,12900000,"chr18-0106",-0.068,0.193,0.06,0.139,0.115,0.092,-0.049,0.099,0.151
"chr18-0107","chr18",12900001,12975000,"chr18-0107",0.071,0.067,0.233,0.114,0.189,0.154,-0.058,0.246,0.048
"chr18-0108","chr18",12975001,13050000,"chr18-0108",0.072,0.042,0.225,0.114,-0.02,0.017,-0.113,0.106,0.1
"chr18-0109","chr18",13050001,13125000,"chr18-0109",-0.343,0.02,-0.145,-0.054,0.023,-0.048,-0.24,-0.003,0.019
"chr18-0110","chr18",13125001,13200000,"chr18-0110",-0.135,-0.024,0.032,-0.057,-0.04,0.012,-0.016,-0.01,-0.04
"chr18-0111","chr18",13200001,13275000,"chr18-0111",0.248,0.082,0.201,0.229,0.08,0.088,0.222,0.195,0.093
"chr18-0112","chr18",13275001,13350000,"chr18-0112",-0.069,0.001,-0.039,-0.072,-0.019,-0.024,-0.084,-0.083,-0.083
"chr18-0113","chr18",13350001,13425000,"chr18-0113",0.109,0.132,0.153,0.191,0.071,0.064,0.103,0.068,0.085
"chr18-0114","chr18",13425001,13500000,"chr18-0114",-0.205,-0.023,-0.338,-0.165,-0.024,0.017,0.1,-0.136,-0.049
"chr18-0115","chr18",13500001,13575000,"chr18-0115",0.167,-0.022,0.061,0.066,0.065,-0.036,0.106,0.073,-0.006
"chr18-0116","chr18",13575001,13650000,"chr18-0116",0.027,-0.017,0.072,-0.012,-0.012,-0.028,-0.017,-0.008,-0.073
"chr18-0117","chr18",13650001,13800000,"chr18-0117",0.156,-0.105,0.168,0.126,-0.028,-0.015,0.056,0.095,0.018
"chr18-0118","chr18",13800001,13875000,"chr18-0118",-0.046,0.055,0.083,-0.054,-0.001,-0.016,0.05,-0.003,0
"chr18-0119","chr18",13875001,14100000,"chr18-0119",-0.336,-0.085,-0.175,-0.276,-0.065,-0.112,-0.258,-0.256,-0.037
"chr18-0120","chr18",14100001,14175000,"chr18-0120",0.123,0.077,0.243,0.18,0.052,0.015,-0.002,0.201,0.134
"chr18-0121","chr18",14175001,14400000,"chr18-0121",-0.125,-0.162,0.105,0.052,-0.084,-0.084,-0.165,-0.076,-0.013
"chr18-0122","chr18",14400001,14475000,"chr18-0122",0.096,-0.118,0.358,0.037,-0.099,-0.133,-0.133,0.063,-0.048
"chr18-0123","chr18",14475001,14550000,"chr18-0123",-0.137,0.071,0.465,0.219,-0.014,-0.036,-0.183,0.042,-0.018
