"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr18-0297","chr18",36990001,37250000,"chr18-0297",-0.543,-0.136,-0.213,-0.206,-0.092,-0.111,-0.484,-0.177,-0.065
"chr18-0298","chr18",37250001,37430000,"chr18-0298",-0.273,-0.064,-0.233,-0.278,-0.117,-0.08,-0.385,-0.203,-0.135
"chr18-0299","chr18",37430001,38450000,"chr18-0299",-0.435,-0.098,-0.279,-0.327,-0.076,0.009,-0.462,-0.229,-0.033
"chr18-0300","chr18",38450001,39060000,"chr18-0300",-0.524,-0.322,-0.304,-0.349,-0.056,-0.108,-0.558,-0.339,-0.036
"chr18-0301","chr18",39060001,39540000,"chr18-0301",-0.452,-0.006,-0.113,-0.098,-0.016,-0.053,-0.353,-0.18,0.032
"chr18-0302","chr18",39540001,39760000,"chr18-0302",-0.323,-0.121,-0.077,-0.074,-0.022,-0.045,-0.448,-0.036,0.061
"chr18-0303","chr18",39760001,40220000,"chr18-0303",-0.378,-0.08,-0.223,-0.202,-0.01,-0.053,-0.419,-0.148,0.006
"chr18-0304","chr18",40220001,40690000,"chr18-0304",-0.423,-0.096,-0.254,-0.278,-0.071,-0.052,-0.453,-0.393,0.005
"chr18-0305","chr18",40690001,40860000,"chr18-0305",-0.449,-0.072,-0.459,-0.122,-0.093,-0.153,-0.406,-0.161,-0.022
"chr18-0306","chr18",40860001,41460000,"chr18-0306",-0.558,-0.25,-0.488,-0.348,-0.167,-0.066,-0.517,-0.325,-0.078
"chr18-0307","chr18",41460001,42250000,"chr18-0307",-0.423,-0.183,-0.413,-0.274,-0.108,-0.054,-0.442,-0.341,-0.15
"chr18-0308","chr18",42250001,42270000,"chr18-0308",0.516,0.329,0.608,0.592,0.21,0.112,0.271,0.496,0.411
"chr18-0309","chr18",42270001,42330000,"chr18-0309",-0.228,0.007,-0.318,-0.13,-0.01,-0.056,-0.063,-0.172,-0.067
"chr18-0310","chr18",42330001,42490000,"chr18-0310",-0.432,-0.112,-0.232,-0.283,-0.055,-0.169,-0.325,-0.213,-0.117
"chr18-0311","chr18",42490001,42540000,"chr18-0311",-0.235,-0.135,-0.394,-0.303,-0.116,-0.087,-0.148,-0.282,-0.185
"chr18-0312","chr18",42540001,42650000,"chr18-0312",-0.455,-0.058,-0.181,-0.215,-0.059,-0.069,-0.03,-0.135,-0.176
"chr18-0313","chr18",42650001,42800000,"chr18-0313",-0.623,-0.211,-0.47,-0.327,-0.061,-0.218,-0.383,-0.387,-0.243
"chr18-0314","chr18",42800001,43200000,"chr18-0314",-0.382,-0.078,-0.251,-0.206,-0.069,-0.098,-0.361,-0.246,-0.174
"chr18-0315","chr18",43200001,43310000,"chr18-0315",-0.526,-0.027,-0.306,-0.311,-0.022,-0.141,-0.181,-0.347,-0.154
"chr18-0316","chr18",43310001,43400000,"chr18-0316",-0.373,0.007,-0.341,-0.219,0.004,-0.086,-0.121,-0.226,-0.097
"chr18-0317","chr18",43400001,43440000,"chr18-0317",-0.085,-0.054,-0.05,-0.117,-0.066,-0.001,-0.098,-0.1,-0.056
"chr18-0318","chr18",43440001,43540000,"chr18-0318",-0.47,-0.023,-0.154,-0.158,-0.09,-0.177,-0.512,-0.288,-0.205
"chr18-0319","chr18",43540001,43600000,"chr18-0319",-0.058,0.058,-0.07,0.095,0.048,-0.032,-0.02,0.075,0.05
"chr18-0320","chr18",43600001,43650000,"chr18-0320",-0.169,0.129,0.033,0.094,0.134,0.064,-0.212,-0.027,0.028
"chr18-0321","chr18",43650001,43660000,"chr18-0321",0.222,-0.005,-0.241,-0.047,0.072,0.055,0.121,0.056,-0.009
"chr18-0322","chr18",43660001,43680000,"chr18-0322",0.097,0.076,0.158,0.118,0.118,0.1,0.045,0.115,0.055
"chr18-0323","chr18",43680001,43690000,"chr18-0323",0.116,0.099,0.34,0.203,0.121,0.085,0.219,0.169,0.152
"chr18-0324","chr18",43690001,43760000,"chr18-0324",0.106,0.099,0.052,0.08,0.063,0.087,0.067,0.087,0.09
"chr18-0325","chr18",43760001,43910000,"chr18-0325",-0.501,-0.055,-0.39,-0.271,-0.021,-0.106,-0.483,-0.256,-0.138
"chr18-0326","chr18",43910001,43960000,"chr18-0326",-0.102,0.045,-0.127,-0.091,-0.045,-0.025,-0.051,-0.068,-0.018
"chr18-0327","chr18",43960001,44000000,"chr18-0327",-0.345,-0.043,-0.318,-0.274,0,0.018,-0.091,-0.218,-0.08
"chr18-0328","chr18",44000001,44050000,"chr18-0328",-0.069,0.134,-0.024,-0.123,-0.023,0.059,0.037,-0.049,-0.071
"chr18-0329","chr18",44050001,44130000,"chr18-0329",-0.494,-0.128,-0.493,-0.487,-0.092,-0.17,-0.254,-0.485,-0.277
"chr18-0330","chr18",44130001,44230000,"chr18-0330",-0.231,-0.018,-0.049,-0.16,-0.018,-0.064,-0.176,-0.13,-0.052
"chr18-0331","chr18",44230001,44270000,"chr18-0331",-0.079,0.057,0.205,0.018,-0.012,-0.068,-0.063,-0.047,0.058
"chr18-0332","chr18",44270001,44340000,"chr18-0332",-0.033,0.026,0.011,-0.132,-0.034,0.085,-0.174,-0.262,-0.062
"chr18-0333","chr18",44340001,44490000,"chr18-0333",-0.528,-0.018,-0.226,-0.226,-0.048,-0.069,-0.486,-0.213,-0.112
"chr18-0334","chr18",44490001,44530000,"chr18-0334",-0.301,0.036,-0.299,-0.233,0.007,-0.002,-0.339,-0.214,-0.106
"chr18-0335","chr18",44530001,44560000,"chr18-0335",-0.338,0.158,0.245,0.134,0.133,-0.166,-0.216,0.261,0.197
"chr18-0336","chr18",44560001,44570000,"chr18-0336",0.173,0.18,0.66,0.302,0.092,0.191,0.154,0.033,0.109
"chr18-0337","chr18",44570001,44680000,"chr18-0337",-0.107,-0.035,-0.052,-0.054,-0.029,-0.05,-0.039,0.001,-0.042
"chr18-0338","chr18",44680001,44770000,"chr18-0338",0.025,-0.052,-0.082,-0.038,-0.089,-0.139,-0.186,0.059,-0.132
"chr18-0339","chr18",44770001,44780000,"chr18-0339",0.042,-0.058,0.175,0.067,0.028,0.097,0.042,0.099,-0.039
"chr18-0340","chr18",44780001,45030000,"chr18-0340",-0.411,-0.014,-0.229,-0.176,-0.015,0.09,-0.079,-0.038,-0.033
"chr18-0341","chr18",45030001,45280000,"chr18-0341",-0.254,0.018,-0.233,-0.337,-0.112,-0.048,-0.202,-0.335,-0.128
"chr18-0342","chr18",45280001,45450000,"chr18-0342",-0.314,-0.072,-0.246,-0.04,-0.074,-0.045,-0.213,-0.167,-0.026
"chr18-0343","chr18",45450001,45530000,"chr18-0343",-0.266,0.081,-0.232,-0.155,0.018,0.012,-0.278,-0.176,-0.036
"chr18-0344","chr18",45530001,45560000,"chr18-0344",-0.014,0.032,0.125,0.064,0.009,-0.059,-0.048,-0.097,0.002
"chr18-0345","chr18",45560001,45660000,"chr18-0345",-0.12,-0.063,-0.322,-0.2,-0.034,-0.128,-0.137,-0.167,-0.146
"chr18-0346","chr18",45660001,45690000,"chr18-0346",0.308,0.106,0.11,0.163,0.104,0.022,0.062,0.15,0.103
"chr18-0347","chr18",45690001,45740000,"chr18-0347",-0.072,0.045,-0.345,-0.105,-0.041,-0.029,-0.105,-0.131,-0.061
"chr18-0348","chr18",45740001,45900000,"chr18-0348",-0.281,-0.141,-0.477,-0.279,-0.077,-0.112,-0.172,-0.18,-0.118
"chr18-0349","chr18",45900001,45940000,"chr18-0349",-0.171,-0.023,-0.032,0.029,0.031,-0.053,-0.013,-0.103,-0.056
"chr18-0350","chr18",45940001,46060000,"chr18-0350",-0.398,-0.123,-0.26,-0.308,-0.101,-0.116,-0.216,-0.371,-0.176
"chr18-0351","chr18",46060001,46070000,"chr18-0351",0.39,-0.083,0.143,0.245,0.006,0.069,0.222,0.222,0.051
"chr18-0352","chr18",46070001,46150000,"chr18-0352",-0.257,0.009,-0.225,-0.151,-0.011,-0.026,-0.063,-0.15,-0.146
"chr18-0353","chr18",46150001,46230000,"chr18-0353",-0.126,-0.036,-0.306,-0.141,-0.004,-0.121,-0.051,-0.105,-0.05
"chr18-0354","chr18",46230001,46290000,"chr18-0354",-0.12,-0.033,-0.122,0.012,0.004,-0.029,0.065,-0.032,-0.07
"chr18-0355","chr18",46290001,46380000,"chr18-0355",-0.072,0.04,-0.087,-0.015,0.03,0.019,0.031,-0.047,0.04
"chr18-0356","chr18",46380001,46420000,"chr18-0356",-0.034,0.001,0.081,0.028,-0.007,0.032,0.139,-0.049,-0.068
"chr18-0357","chr18",46420001,46450000,"chr18-0357",-0.035,0.062,0.111,0.013,0.076,0.034,0.01,-0.029,-0.018
"chr18-0358","chr18",46450001,46470000,"chr18-0358",0.119,0.057,-0.125,-0.068,-0.007,-0.03,-0.036,-0.194,0
"chr18-0359","chr18",46470001,46480000,"chr18-0359",0.468,0.139,0.523,0.358,0.119,0.095,0.286,0.271,0.261
"chr18-0360","chr18",46480001,46510000,"chr18-0360",-0.056,0.203,0.105,0.072,0.139,0.034,0.012,0.035,0.089
"chr18-0361","chr18",46510001,46540000,"chr18-0361",-0.134,-0.036,-0.061,-0.035,-0.058,-0.091,0.012,-0.028,-0.1
"chr18-0362","chr18",46540001,46620000,"chr18-0362",-0.318,-0.084,-0.087,-0.162,0.008,-0.01,-0.095,-0.137,-0.156
"chr18-0363","chr18",46620001,46770000,"chr18-0363",-0.658,-0.15,-0.28,-0.231,-0.061,-0.005,-0.251,-0.207,-0.036
"chr18-0364","chr18",46770001,46980000,"chr18-0364",-0.479,-0.06,-0.068,-0.031,0,-0.029,-0.6,-0.024,0.107
"chr18-0365","chr18",46980001,47010000,"chr18-0365",-0.044,0.018,0.327,0.053,0.084,0.063,-0.17,0.066,0.069
"chr18-0366","chr18",47010001,47020000,"chr18-0366",-0.008,0.061,-0.081,-0.005,0.116,0.105,0.006,0.003,0.079
"chr18-0367","chr18",47020001,47090000,"chr18-0367",0.195,-0.025,0.005,-0.011,0.035,0.118,0.033,0.017,0.049
"chr18-0368","chr18",47090001,47170000,"chr18-0368",-0.426,0.113,-0.068,-0.168,0.046,-0.029,-0.192,-0.256,0.017
"chr18-0369","chr18",47170001,47260000,"chr18-0369",-0.433,-0.009,-0.251,-0.191,0.007,-0.117,-0.19,-0.174,-0.143
"chr18-0370","chr18",47260001,47350000,"chr18-0370",0.052,0.026,0.201,0.14,-0.003,0.034,-0.014,0.096,-0.023
"chr18-0371","chr18",47350001,47390000,"chr18-0371",-0.365,-0.09,-0.363,-0.216,-0.025,-0.07,-0.213,-0.279,-0.024
"chr18-0372","chr18",47390001,47440000,"chr18-0372",-0.481,-0.045,-0.391,-0.208,0.013,-0.052,-0.177,-0.205,-0.097
"chr18-0373","chr18",47440001,47620000,"chr18-0373",-0.469,0.033,-0.238,-0.295,-0.047,-0.135,-0.299,-0.219,-0.158
"chr18-0374","chr18",47620001,47720000,"chr18-0374",-0.739,-0.16,-0.535,-0.497,-0.108,-0.09,-0.425,-0.448,-0.175
"chr18-0375","chr18",47720001,47790000,"chr18-0375",-0.039,-0.08,-0.039,-0.14,-0.014,-0.025,-0.217,-0.111,-0.063
"chr18-0376","chr18",47790001,47800000,"chr18-0376",0.159,0.017,0.233,0.213,0.002,0.038,0.205,0.119,0.043
"chr18-0377","chr18",47800001,47810000,"chr18-0377",0.567,0.007,0.393,0.476,0.009,0.269,0.375,0.442,0.315
"chr18-0378","chr18",47810001,47830000,"chr18-0378",0.145,0.005,0.171,0.09,-0.008,0.064,0.15,0.077,0.044
"chr18-0379","chr18",47830001,47900000,"chr18-0379",-0.37,-0.109,-0.11,-0.297,-0.011,-0.08,-0.221,-0.328,-0.233
"chr18-0380","chr18",47900001,47910000,"chr18-0380",0.023,0.04,0.006,0.101,0.068,-0.05,-0.028,0.045,0.091
"chr18-0381","chr18",47910001,48080000,"chr18-0381",-0.399,0.031,-0.21,-0.227,-0.082,-0.046,-0.405,-0.221,-0.026
"chr18-0382","chr18",48080001,48150000,"chr18-0382",0.049,0.034,-0.146,0.157,0.092,0.041,0.008,0.07,0.116
"chr18-0383","chr18",48150001,48250000,"chr18-0383",-0.288,0,-0.074,-0.204,-0.026,-0.063,-0.197,-0.158,-0.086
"chr18-0384","chr18",48250001,48340000,"chr18-0384",-0.288,0.042,-0.124,-0.184,-0.022,-0.083,-0.207,-0.184,-0.075
"chr18-0385","chr18",48340001,48400000,"chr18-0385",-0.34,0.123,-0.246,-0.039,0.042,0.006,-0.265,-0.092,-0.103
"chr18-0386","chr18",48400001,48490000,"chr18-0386",0.118,0.134,0.139,0.225,0.159,0.104,0.025,0.188,0.133
"chr18-0387","chr18",48490001,48550000,"chr18-0387",0.326,0.397,0.317,0.392,0.25,0.204,0.109,0.363,0.347
"chr18-0388","chr18",48550001,48560000,"chr18-0388",0.271,0.144,0.416,0.361,0.099,0.056,0.179,0.304,0.254
"chr18-0389","chr18",48560001,48650000,"chr18-0389",-0.216,0.067,0.001,-0.095,0.115,0.026,-0.162,-0.111,0.02
"chr18-0390","chr18",48650001,48720000,"chr18-0390",-0.191,0.079,0.031,-0.026,0.072,0.036,-0.292,-0.036,0.039
"chr18-0391","chr18",48720001,48730000,"chr18-0391",0.337,0.127,0.415,0.416,0.093,0.089,0.091,0.38,0.208
"chr18-0392","chr18",48730001,49070000,"chr18-0392",-0.589,0.005,-0.267,-0.254,-0.06,-0.101,-0.515,-0.17,-0.103
"chr18-0393","chr18",49070001,49860000,"chr18-0393",-0.444,-0.122,-0.234,-0.296,-0.108,-0.09,-0.395,-0.314,-0.217
"chr18-0394","chr18",49860001,49870000,"chr18-0394",0.112,-0.002,-0.047,-0.144,-0.082,-0.117,-0.113,-0.176,-0.039
"chr18-0395","chr18",49870001,50280000,"chr18-0395",-0.741,-0.243,-0.381,-0.494,-0.2,-0.131,-0.563,-0.51,-0.213
"chr18-0396","chr18",50280001,51400000,"chr18-0396",-0.609,-0.264,-0.292,-0.363,-0.152,-0.179,-0.47,-0.37,-0.204
"chr18-0397","chr18",51400001,51750000,"chr18-0397",-0.397,-0.103,-0.343,-0.162,-0.07,-0.062,-0.385,-0.235,-0.122
"chr18-0398","chr18",51750001,51790000,"chr18-0398",-0.222,0.167,-0.243,0.044,0.144,0.114,-0.025,0.101,0.187
"chr18-0399","chr18",51790001,51880000,"chr18-0399",0.124,0.101,0.286,0.193,0.032,0.03,0.006,0.188,0.1
"chr18-0400","chr18",51880001,52059136,"chr18-0400",-0.258,-0.044,-0.246,-0.106,-0.014,-0.022,-0.257,-0.094,-0.044
"chr18-0401","chr18",52209137,52350000,"chr18-0401",-0.541,0.009,-0.039,-0.119,0.002,-0.119,-0.435,-0.213,0.021
"chr18-0402","chr18",52350001,52490000,"chr18-0402",-0.513,-0.069,-0.262,-0.332,-0.072,-0.02,-0.417,-0.26,-0.022
"chr18-0403","chr18",52490001,52500000,"chr18-0403",-0.018,-0.019,0.119,-0.062,0.007,-0.02,-0.115,0.025,0.107
"chr18-0404","chr18",52500001,52620000,"chr18-0404",-0.435,0.128,-0.111,-0.17,0.039,0.021,-0.164,-0.149,0.127
"chr18-0405","chr18",52620001,52630000,"chr18-0405",0.088,0.228,0.502,0.202,0.083,0.139,0.121,0.219,0.295
"chr18-0406","chr18",52630001,52790000,"chr18-0406",-0.555,-0.138,-0.373,-0.309,-0.081,-0.05,-0.339,-0.227,-0.2
"chr18-0407","chr18",52790001,52970000,"chr18-0407",-0.47,-0.165,-0.175,-0.19,-0.064,-0.12,-0.336,-0.18,-0.121
"chr18-0408","chr18",52970001,52990000,"chr18-0408",-0.064,0.126,0.258,0.261,0.022,0.016,-0.065,0.202,0.343
"chr18-0409","chr18",52990001,53070000,"chr18-0409",-0.185,-0.049,0.024,0.123,0.031,0.006,-0.106,-0.012,0.073
"chr18-0410","chr18",53070001,53130000,"chr18-0410",-0.254,0.08,-0.011,0.143,0.02,0.153,-0.001,-0.017,0.231
"chr18-0411","chr18",53130001,53250000,"chr18-0411",-0.367,-0.169,-0.265,-0.128,-0.002,-0.093,-0.295,-0.188,-0.083
"chr18-0412","chr18",53250001,53260000,"chr18-0412",0.361,0.251,0.352,0.201,0.196,0.151,0.199,0.32,0.421
"chr18-0413","chr18",53260001,53450000,"chr18-0413",-0.49,0.014,-0.252,-0.1,-0.034,0,-0.489,-0.175,0.017
"chr18-0414","chr18",53450001,53540000,"chr18-0414",-0.701,-0.108,-0.3,-0.372,-0.139,-0.007,-0.381,-0.268,-0.015
"chr18-0415","chr18",53540001,53760000,"chr18-0415",-0.71,-0.083,-0.372,-0.251,-0.066,-0.059,-0.436,-0.303,-0.183
"chr18-0416","chr18",53760001,53900000,"chr18-0416",-0.696,-0.242,-0.434,-0.282,-0.113,-0.123,-0.55,-0.369,-0.112
"chr18-0417","chr18",53900001,54130000,"chr18-0417",-0.561,-0.128,-0.148,-0.202,-0.053,-0.116,-0.439,-0.216,-0.152
"chr18-0418","chr18",54130001,54300000,"chr18-0418",-0.232,0.058,0.05,-0.068,0.076,0.031,-0.282,-0.173,0.024
"chr18-0419","chr18",54300001,54310000,"chr18-0419",-0.017,-0.001,0.048,0.124,-0.045,-0.005,-0.073,0.095,0.064
"chr18-0420","chr18",54310001,54420000,"chr18-0420",-0.204,-0.034,0.003,-0.032,-0.025,-0.037,-0.36,-0.073,0.001
"chr18-0421","chr18",54420001,54550000,"chr18-0421",-0.535,-0.193,-0.224,-0.145,-0.064,-0.077,-0.431,-0.244,0.005
"chr18-0422","chr18",54550001,54720000,"chr18-0422",-0.433,-0.122,-0.212,-0.198,-0.078,-0.064,-0.347,-0.282,-0.041
"chr18-0423","chr18",54720001,54780000,"chr18-0423",-0.635,-0.105,-0.486,-0.436,-0.097,-0.11,-0.45,-0.458,-0.181
"chr18-0424","chr18",54780001,54820000,"chr18-0424",-0.23,-0.056,0.091,-0.044,-0.076,-0.128,-0.192,-0.071,-0.02
"chr18-0425","chr18",54820001,55020000,"chr18-0425",-0.25,0.034,-0.152,-0.199,-0.026,-0.066,-0.227,-0.076,0.005
"chr18-0426","chr18",55020001,55100000,"chr18-0426",-0.044,0,-0.067,-0.059,-0.107,-0.035,0.025,-0.008,0.037
"chr18-0427","chr18",55100001,55110000,"chr18-0427",0.23,-0.024,0.104,-0.05,-0.004,0.097,0.069,-0.01,-0.041
"chr18-0428","chr18",55110001,55250000,"chr18-0428",-0.72,-0.02,-0.449,-0.457,-0.094,-0.051,-0.449,-0.389,-0.214
"chr18-0429","chr18",55250001,55260000,"chr18-0429",-0.059,0.064,-0.154,-0.03,0.113,0.027,-0.052,-0.061,0.007
"chr18-0430","chr18",55260001,55290000,"chr18-0430",0.204,0.186,0.491,0.304,0.113,0.12,0.101,0.3,0.256
"chr18-0431","chr18",55290001,55300000,"chr18-0431",0.058,0.112,0.241,0.183,0.095,0.033,0.074,0.189,0.1
"chr18-0432","chr18",55300001,55370000,"chr18-0432",-0.215,0.134,0.253,0.169,0.072,-0.033,-0.185,0.079,0.055
"chr18-0433","chr18",55370001,55430000,"chr18-0433",-0.228,0.049,0.166,-0.002,-0.073,-0.03,-0.157,-0.146,-0.054
"chr18-0434","chr18",55430001,55470000,"chr18-0434",0.112,0.174,0.027,0.085,0.1,0.056,0.312,0.13,0.083
"chr18-0435","chr18",55470001,55560000,"chr18-0435",-0.37,-0.01,0.101,0.029,-0.019,-0.027,-0.086,0.061,0.051
"chr18-0436","chr18",55560001,55620000,"chr18-0436",-0.509,0.007,-0.38,-0.278,0.015,-0.062,-0.328,-0.331,-0.213
"chr18-0437","chr18",55620001,55710000,"chr18-0437",-0.461,-0.019,-0.138,-0.169,-0.036,-0.026,-0.281,-0.087,-0.114
"chr18-0438","chr18",55710001,55720000,"chr18-0438",0.198,0.051,-0.128,0.009,0.033,0.1,-0.054,-0.057,0.023
"chr18-0439","chr18",55720001,55770000,"chr18-0439",-0.566,-0.049,-0.301,-0.277,-0.048,-0.073,-0.569,-0.161,-0.054
"chr18-0440","chr18",55770001,55820000,"chr18-0440",-0.186,0.005,-0.003,-0.091,-0.006,0.051,-0.267,-0.153,-0.052
"chr18-0441","chr18",55820001,55870000,"chr18-0441",-0.289,-0.012,0.051,-0.137,-0.06,-0.047,-0.19,-0.126,0.023
"chr18-0442","chr18",55870001,55920000,"chr18-0442",-0.326,0.035,-0.136,-0.148,0,-0.046,-0.068,-0.166,0.01
"chr18-0443","chr18",55920001,55980000,"chr18-0443",-0.35,0.055,-0.153,-0.064,0.012,-0.022,-0.113,-0.059,0.136
"chr18-0444","chr18",55980001,56050000,"chr18-0444",-0.264,0.073,-0.09,0.046,0.042,-0.016,-0.166,-0.063,0.002
"chr18-0445","chr18",56050001,56120000,"chr18-0445",-0.213,-0.002,-0.048,-0.211,-0.019,-0.019,-0.207,-0.135,-0.046
"chr18-0446","chr18",56120001,56170000,"chr18-0446",-0.26,0.025,-0.256,-0.065,0.017,-0.023,-0.168,-0.088,-0.027
"chr18-0447","chr18",56170001,56260000,"chr18-0447",-0.467,0.014,-0.195,-0.23,-0.056,-0.092,-0.274,-0.155,-0.036
"chr18-0448","chr18",56260001,56330000,"chr18-0448",-0.51,0.041,-0.118,-0.142,0.018,-0.004,-0.319,-0.201,0.031
"chr18-0449","chr18",56330001,56340000,"chr18-0449",0.227,0.177,-0.055,0.244,0.126,0.078,0.172,0.253,0.234
"chr18-0450","chr18",56340001,56440000,"chr18-0450",-0.248,-0.029,-0.003,-0.004,0.042,-0.016,-0.173,-0.065,-0.028
"chr18-0451","chr18",56440001,56520000,"chr18-0451",-0.301,0.15,0.112,0.033,0.079,0.034,-0.079,-0.015,0.058
"chr18-0452","chr18",56520001,56540000,"chr18-0452",0.273,0.244,0.401,0.396,0.303,0.273,0.213,0.31,0.316
"chr18-0453","chr18",56540001,56600000,"chr18-0453",-0.291,0.062,0.048,-0.056,0.001,-0.068,-0.194,-0.058,-0.005
"chr18-0454","chr18",56600001,56700000,"chr18-0454",-0.415,-0.015,0.017,0.003,0.047,0.021,-0.05,-0.045,0.028
"chr18-0455","chr18",56700001,56740000,"chr18-0455",-0.363,0.044,-0.379,-0.168,0.006,-0.148,-0.099,-0.216,-0.077
"chr18-0456","chr18",56740001,56880000,"chr18-0456",-0.406,-0.016,-0.213,-0.15,-0.063,-0.006,-0.222,-0.177,-0.126
"chr18-0457","chr18",56880001,56890000,"chr18-0457",-0.062,-0.089,0.013,-0.004,-0.076,-0.052,-0.04,-0.043,-0.059
"chr18-0458","chr18",56890001,56940000,"chr18-0458",0.045,0.027,0,-0.022,-0.034,0.085,-0.056,0.015,-0.003
"chr18-0459","chr18",56940001,56950000,"chr18-0459",0.106,-0.035,0.16,0.103,0.002,0.067,0.015,0.118,0.088
"chr18-0460","chr18",56950001,57020000,"chr18-0460",-0.097,0.032,0.278,0.097,-0.009,-0.084,-0.165,0.037,0.128
"chr18-0461","chr18",57020001,57120000,"chr18-0461",-0.232,-0.017,0.029,0.023,0.015,0.065,-0.18,-0.093,0.057
"chr18-0462","chr18",57120001,57270000,"chr18-0462",-0.274,-0.148,-0.354,-0.276,-0.088,-0.132,-0.462,-0.295,-0.286
"chr18-0463","chr18",57270001,57360000,"chr18-0463",-0.32,-0.011,-0.458,-0.238,-0.082,-0.064,-0.49,-0.291,-0.204
"chr18-0464","chr18",57360001,57370000,"chr18-0464",0.165,-0.047,-0.146,0.054,-0.004,0.024,-0.097,0.076,-0.043
"chr18-0465","chr18",57370001,57420000,"chr18-0465",-0.787,-0.209,-0.506,-0.457,-0.208,-0.136,-0.711,-0.46,-0.208
"chr18-0466","chr18",57420001,57510000,"chr18-0466",-0.239,0.067,-0.03,-0.074,0.092,0.041,-0.326,-0.029,0.098
"chr18-0467","chr18",57510001,57570000,"chr18-0467",0.282,-0.044,0.086,0.069,-0.019,-0.008,-0.143,0.077,-0.027
"chr18-0468","chr18",57570001,57650000,"chr18-0468",-0.257,0.004,-0.017,-0.102,0.05,-0.023,-0.304,-0.159,-0.046
"chr18-0469","chr18",57650001,57810000,"chr18-0469",-0.067,0.168,0.258,0.094,0.025,-0.033,-0.234,0.135,0.112
"chr18-0470","chr18",57810001,58110000,"chr18-0470",-0.506,-0.149,-0.27,-0.268,-0.044,-0.072,-0.455,-0.178,-0.08
"chr18-0471","chr18",58110001,58560000,"chr18-0471",-0.609,-0.213,-0.361,-0.301,-0.235,-0.139,-0.417,-0.325,-0.125
"chr18-0472","chr18",58560001,59000000,"chr18-0472",-0.559,-0.141,-0.226,-0.263,-0.135,-0.029,-0.518,-0.385,-0.069
"chr18-0473","chr18",59000001,59010000,"chr18-0473",0.214,-0.224,0.149,-0.006,-0.141,-0.016,-0.008,-0.001,-0.104
"chr18-0474","chr18",59010001,59160000,"chr18-0474",-0.615,-0.186,-0.423,-0.219,-0.015,-0.025,-0.494,-0.37,-0.108
"chr18-0475","chr18",59160001,59410000,"chr18-0475",-0.14,0.044,0.07,0.045,0.091,-0.008,-0.199,-0.001,0.043
"chr18-0476","chr18",59410001,59560000,"chr18-0476",-0.284,0.041,0.024,-0.124,0.006,-0.058,-0.181,-0.203,-0.027
"chr18-0477","chr18",59560001,59570000,"chr18-0477",0.277,-0.014,-0.166,0.02,0.04,0.1,0.153,-0.011,-0.016
"chr18-0478","chr18",59570001,59760000,"chr18-0478",-0.3,0.008,-0.13,-0.137,-0.035,-0.084,-0.347,-0.296,-0.004
"chr18-0479","chr18",59760001,59890000,"chr18-0479",-0.183,-0.065,-0.001,-0.059,-0.001,0.068,-0.195,0,-0.001
"chr18-0480","chr18",59890001,59990000,"chr18-0480",-0.362,-0.018,-0.217,-0.167,-0.02,0.085,-0.43,0.018,0.164
"chr18-0481","chr18",59990001,60050000,"chr18-0481",0.004,0.053,0.166,0.07,0.108,0,0.025,-0.022,0.092
"chr18-0482","chr18",60050001,60100000,"chr18-0482",-0.318,0.001,-0.187,-0.266,-0.076,-0.081,-0.35,-0.259,-0.111
"chr18-0483","chr18",60100001,60190000,"chr18-0483",-0.38,-0.094,-0.294,-0.38,-0.04,-0.088,-0.368,-0.307,-0.075
"chr18-0484","chr18",60190001,60200000,"chr18-0484",0.373,0.229,0.37,0.492,0.128,0.098,0.223,0.434,0.401
"chr18-0485","chr18",60200001,60270000,"chr18-0485",-0.123,0.008,-0.173,-0.102,-0.043,0.025,-0.1,-0.053,-0.103
"chr18-0486","chr18",60270001,60380000,"chr18-0486",-0.394,-0.013,0.038,-0.146,-0.027,-0.084,-0.212,-0.147,-0.059
"chr18-0487","chr18",60380001,60390000,"chr18-0487",0.22,0.111,0.108,0.358,0.165,0.088,0.026,0.296,0.201
"chr18-0488","chr18",60390001,60470000,"chr18-0488",-0.303,0.124,-0.035,-0.035,0.088,0.079,-0.295,-0.068,0.119
"chr18-0489","chr18",60470001,60580000,"chr18-0489",-0.331,0.03,-0.145,-0.042,0,-0.037,-0.333,-0.082,-0.111
"chr18-0490","chr18",60580001,60660000,"chr18-0490",-0.451,-0.008,-0.367,-0.173,-0.029,-0.104,-0.468,-0.24,-0.124
"chr18-0491","chr18",60660001,60730000,"chr18-0491",-0.091,0.006,-0.096,-0.099,-0.009,-0.054,-0.096,-0.129,-0.039
"chr18-0492","chr18",60730001,60800000,"chr18-0492",-0.004,0.075,0.008,0.027,0.065,0.042,-0.01,0,0.102
"chr18-0493","chr18",60800001,60830000,"chr18-0493",0.028,0.071,0.006,0.047,0.11,0.015,-0.026,-0.13,0.137
"chr18-0494","chr18",60830001,60860000,"chr18-0494",-0.212,-0.01,-0.375,-0.249,0.021,-0.109,-0.164,-0.186,-0.087
"chr18-0495","chr18",60860001,60920000,"chr18-0495",-0.208,0.028,-0.116,0.056,0.069,0.018,0.008,-0.06,0.101
