"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr19-0483","chr19",36400001,36450000,"chr19-0483",0.087,0.09,0.296,0.094,0.073,0.029,-0.125,0.127,0.113
"chr19-0484","chr19",36450001,36500000,"chr19-0484",0.248,0.066,0.233,0.126,0.11,0.076,-0.031,0.083,-0.007
"chr19-0485","chr19",36500001,36600000,"chr19-0485",0.254,0.062,0.215,0.145,0.071,0.043,-0.013,0.146,0.057
"chr19-0486","chr19",36600001,36650000,"chr19-0486",0.299,0.019,0.176,0.19,0.048,0.082,0.064,0.199,0.028
"chr19-0487","chr19",36650001,36750000,"chr19-0487",0.171,0.091,0.177,0.082,0.114,0.099,-0.115,0.135,0.03
"chr19-0488","chr19",36750001,36850000,"chr19-0488",-0.003,0.07,0.264,0.118,0.013,-0.037,-0.274,-0.031,0.067
"chr19-0489","chr19",36850001,36900000,"chr19-0489",0.195,0.21,0.341,0.2,0.159,0.155,-0.33,0.249,0.116
"chr19-0490","chr19",36900001,36950000,"chr19-0490",0.028,-0.005,0.079,0.038,0.092,0.093,-0.296,0.156,0.056
"chr19-0491","chr19",36950001,37000000,"chr19-0491",0.236,-0.017,-0.184,0.059,0.049,0.065,-0.105,0.116,0.009
"chr19-0492","chr19",37000001,37050000,"chr19-0492",0.231,0.084,-0.355,0.086,0.1,0.099,-0.136,0.141,0.096
"chr19-0493","chr19",37050001,37100000,"chr19-0493",0.304,0.118,0.183,0.192,0.072,0.082,-0.065,0.208,0.171
"chr19-0494","chr19",37100001,37200000,"chr19-0494",0.252,0.169,0.492,0.24,0.037,0.086,-0.133,0.199,0.052
"chr19-0495","chr19",37200001,37300000,"chr19-0495",0.277,0.168,0.225,0.116,0.115,0.076,-0.132,0.186,0.11
"chr19-0496","chr19",37300001,37350000,"chr19-0496",0.175,-0.053,-0.117,-0.111,0.038,0.019,-0.173,-0.013,-0.008
"chr19-0497","chr19",37350001,37550000,"chr19-0497",0.149,0.088,0.281,0.21,0.087,0.086,-0.054,0.146,0.068
"chr19-0498","chr19",37550001,37650000,"chr19-0498",0.24,0.143,0.466,0.194,0.099,0.074,-0.062,0.249,0.167
"chr19-0499","chr19",37650001,37700000,"chr19-0499",0.292,0.126,0.242,0.302,0.141,0.053,-0.167,0.253,0.155
"chr19-0500","chr19",37700001,37750000,"chr19-0500",0.181,0.176,0.39,0.268,0.092,0.043,-0.159,0.2,0.121
"chr19-0501","chr19",37750001,37850000,"chr19-0501",0.097,0.001,0.197,0.118,-0.018,-0.046,-0.203,-0.009,-0.007
"chr19-0502","chr19",37850001,37950000,"chr19-0502",0.038,0.064,0.031,0.143,0.013,0.061,-0.269,0.149,0.106
"chr19-0503","chr19",37950001,38000000,"chr19-0503",0.266,-0.056,-0.313,0.02,-0.039,0.063,-0.094,-0.023,-0.085
"chr19-0504","chr19",38000001,38050000,"chr19-0504",0.073,0.062,0.298,0.171,-0.049,0.023,-0.165,0.141,0.049
"chr19-0505","chr19",38050001,38100000,"chr19-0505",-0.171,-0.047,-0.032,-0.032,-0.007,0.073,-0.586,0.061,-0.053
"chr19-0506","chr19",38100001,38150000,"chr19-0506",0.271,0.093,0.454,0.277,0.083,0.038,-0.041,0.224,0.116
"chr19-0507","chr19",38150001,38200000,"chr19-0507",0.162,0.09,0.269,0.2,0.11,0.03,-0.106,0.2,0.124
"chr19-0508","chr19",38200001,38250000,"chr19-0508",0.194,0.116,0.158,0.252,0.104,0.137,-0.183,0.083,0.145
"chr19-0509","chr19",38250001,38300000,"chr19-0509",0.107,0.049,0.285,0.076,0.013,-0.096,-0.15,0.127,0.094
"chr19-0510","chr19",38300001,38350000,"chr19-0510",-0.169,0.046,0.138,-0.11,-0.04,0.013,-0.319,-0.128,-0.072
"chr19-0511","chr19",38350001,38400000,"chr19-0511",0.199,0.069,0.239,0.232,0.087,0.104,0.039,0.275,0.05
"chr19-0512","chr19",38400001,38450000,"chr19-0512",-0.001,0.205,0.284,0.037,0.115,0.075,-0.299,0.084,0.114
"chr19-0513","chr19",38450001,38500000,"chr19-0513",-0.307,-0.054,0.102,-0.055,-0.001,-0.027,-0.408,-0.091,-0.175
"chr19-0514","chr19",38500001,38550000,"chr19-0514",-0.181,0.066,0.11,-0.039,0.061,0.02,-0.315,-0.023,-0.051
"chr19-0515","chr19",38550001,38600000,"chr19-0515",0.123,0.231,0.471,0.17,0.105,0.036,-0.073,0.227,0.219
"chr19-0516","chr19",38600001,38650000,"chr19-0516",0.038,0.142,0.225,0.079,0.115,0.065,-0.061,0.076,0.027
"chr19-0517","chr19",38650001,38700000,"chr19-0517",0.069,0.15,0.417,0.112,0.116,0.072,-0.005,0.152,0.15
"chr19-0518","chr19",38700001,38750000,"chr19-0518",0.26,0.094,0.318,0.099,0.091,0.078,0.046,0.147,0.054
"chr19-0519","chr19",38750001,38800000,"chr19-0519",0.251,0.146,0.336,0.122,0.12,0.082,0.041,0.153,0.12
"chr19-0520","chr19",38800001,38850000,"chr19-0520",0.295,0.122,0.366,0.2,0.1,0.056,0.04,0.192,0.021
"chr19-0521","chr19",38850001,38900000,"chr19-0521",0.272,0.054,0.371,0.24,0.098,0.051,0.013,0.243,0.076
"chr19-0522","chr19",38900001,38950000,"chr19-0522",0.057,0.121,0.281,0.075,0.04,0.058,-0.077,0.129,0.069
"chr19-0523","chr19",38950001,39000000,"chr19-0523",-0.001,0.155,0.505,0.167,0.056,0.043,-0.136,0.145,0.041
"chr19-0524","chr19",39000001,39050000,"chr19-0524",-0.144,0.136,0.306,-0.013,-0.026,-0.022,-0.317,0.02,-0.105
"chr19-0525","chr19",39050001,39100000,"chr19-0525",0.065,0.166,0.413,0.055,0.083,0.036,0.048,0.228,0.099
"chr19-0526","chr19",39100001,39150000,"chr19-0526",0.238,0.071,0.33,0.263,0.117,0.085,-0.003,0.238,0.14
"chr19-0527","chr19",39150001,39200000,"chr19-0527",0.038,-0.001,0.137,0.054,0.003,0.028,-0.061,-0.017,-0.021
"chr19-0528","chr19",39200001,39250000,"chr19-0528",0.208,0.079,0.289,0.105,0.056,0.169,0.126,0.252,0.081
"chr19-0529","chr19",39250001,39300000,"chr19-0529",0.063,0.074,0.349,0.058,0.07,0.051,-0.101,0.164,0.091
"chr19-0530","chr19",39300001,39350000,"chr19-0530",0.294,0.061,0.173,0.112,0.067,0.076,-0.081,0.11,-0.055
"chr19-0531","chr19",39350001,39400000,"chr19-0531",0.209,0.105,0.271,0.104,0.08,0.081,-0.05,0.14,0.034
"chr19-0532","chr19",39400001,39450000,"chr19-0532",0.159,0.022,0.144,0.033,0.042,0.039,-0.049,0.083,-0.069
"chr19-0533","chr19",39450001,39500000,"chr19-0533",0.206,0.141,0.155,0.241,0.142,0.096,0.062,0.205,0.142
"chr19-0534","chr19",39500001,39550000,"chr19-0534",0.287,0.156,0.013,0.133,0.149,0.206,0.038,0.314,0.098
"chr19-0535","chr19",39550001,39600000,"chr19-0535",0.118,0.12,0.474,0.037,0.053,0.114,-0.132,0.083,0.013
"chr19-0536","chr19",39600001,39650000,"chr19-0536",0.209,0.102,0.232,0.187,0.118,0.053,0.011,0.196,0.044
"chr19-0537","chr19",39650001,39700000,"chr19-0537",0.094,0.107,0.375,0.098,0.027,0.047,-0.01,0.089,0
"chr19-0538","chr19",39700001,39750000,"chr19-0538",-0.134,0.055,0.293,0.053,0.011,0.004,-0.118,-0.005,0.058
"chr19-0539","chr19",39750001,39800000,"chr19-0539",0.079,0.078,0.406,0.109,0.031,0.121,-0.041,0.06,-0.027
"chr19-0540","chr19",39800001,39850000,"chr19-0540",0.075,0.139,0.228,0.191,0.044,0.016,-0.133,0.196,0.132
"chr19-0541","chr19",39850001,39900000,"chr19-0541",0.329,-0.032,-0.022,0.16,0.018,0.08,0.101,0.225,0.006
"chr19-0542","chr19",39900001,39950000,"chr19-0542",0.27,0.058,0.027,0.189,0.085,0.074,0.017,0.16,0.022
"chr19-0543","chr19",39950001,40000000,"chr19-0543",0.276,0.115,0.41,0.171,0.003,0.094,0.116,0.211,0.108
"chr19-0544","chr19",40000001,40050000,"chr19-0544",0.11,0.031,0.01,0.058,0.003,0.041,-0.081,0.125,-0.006
"chr19-0545","chr19",40050001,40150000,"chr19-0545",-0.692,-0.104,-0.35,-0.417,-0.135,-0.076,-0.946,-0.474,-0.093
"chr19-0546","chr19",40150001,40200000,"chr19-0546",-0.453,-0.121,-0.162,-0.347,-0.146,-0.08,-0.625,-0.339,-0.111
"chr19-0547","chr19",40200001,40300000,"chr19-0547",-0.443,0.061,-0.048,-0.157,0.016,0.008,-0.633,-0.174,-0.022
"chr19-0548","chr19",40300001,40350000,"chr19-0548",0.26,0.001,0.134,0.138,0.021,0.128,-0.062,0.197,0.058
"chr19-0549","chr19",40350001,40400000,"chr19-0549",-0.056,0.07,0.335,0.145,0.071,0.045,-0.141,0.106,0.08
"chr19-0550","chr19",40400001,40450000,"chr19-0550",-0.086,0.059,0.351,0.088,0.003,-0.008,-0.2,0.001,0.078
"chr19-0551","chr19",40450001,40500000,"chr19-0551",-0.004,0.022,-0.195,-0.049,0.018,0.012,-0.286,-0.053,-0.133
"chr19-0552","chr19",40500001,40550000,"chr19-0552",0.241,0.094,0.264,0.185,0.061,-0.013,-0.023,0.131,0.066
"chr19-0553","chr19",40550001,40600000,"chr19-0553",-0.116,-0.046,-0.15,-0.099,0.063,0.031,-0.223,-0.071,0.053
"chr19-0554","chr19",40600001,40700000,"chr19-0554",0.122,0.187,0.267,0.212,0.125,0.125,-0.14,0.291,0.175
"chr19-0555","chr19",40700001,40750000,"chr19-0555",0.139,0.088,0.266,0.129,0.087,0.051,-0.022,0.143,0.113
"chr19-0556","chr19",40750001,40800000,"chr19-0556",0.175,0.118,0.091,0.094,0.123,0.078,-0.085,0.152,0.052
"chr19-0557","chr19",40800001,40850000,"chr19-0557",0.124,0.125,0.374,0.143,0.125,0.124,-0.215,0.186,0.123
"chr19-0558","chr19",40850001,40900000,"chr19-0558",0.157,0.127,0.407,0.194,0.097,0.066,-0.034,0.178,0.063
"chr19-0559","chr19",40900001,40950000,"chr19-0559",0.307,0.101,0.189,0.172,0.084,0.086,0.071,0.17,0.046
"chr19-0560","chr19",40950001,41000000,"chr19-0560",0.188,0.105,0.207,0.135,0.051,-0.032,-0.029,0.182,0.081
"chr19-0561","chr19",41000001,41050000,"chr19-0561",0.174,0.274,0.488,0.441,0.161,0.032,0.038,0.331,0.283
"chr19-0562","chr19",41050001,41100000,"chr19-0562",0.112,0.074,0.419,0.223,0.069,0.027,0.034,0.221,0.109
"chr19-0563","chr19",41100001,41150000,"chr19-0563",0.328,0.102,0.414,0.28,0.088,0.099,0.123,0.232,0.128
"chr19-0564","chr19",41150001,41200000,"chr19-0564",0.458,0.184,0.4,0.341,0.117,0.168,0.255,0.356,0.191
"chr19-0565","chr19",41200001,41250000,"chr19-0565",0.227,0.053,-0.01,0.119,0.058,0.103,0.046,0.158,0.059
"chr19-0566","chr19",41250001,41300000,"chr19-0566",0.253,0.107,0.171,0.108,0.098,0.061,-0.025,0.132,0.042
"chr19-0567","chr19",41300001,41350000,"chr19-0567",0.235,0.014,0.389,0.128,0.042,0.093,-0.017,0.137,0.07
"chr19-0568","chr19",41350001,41450000,"chr19-0568",-0.218,0.066,0.214,-0.048,-0.007,-0.101,-0.583,-0.11,-0.136
"chr19-0569","chr19",41450001,41500000,"chr19-0569",-0.356,0.068,-0.034,-0.166,-0.099,-0.058,-0.636,-0.194,-0.174
"chr19-0570","chr19",41500001,41600000,"chr19-0570",-0.158,0.049,0.157,-0.043,-0.132,-0.074,-0.375,0.004,0.032
"chr19-0571","chr19",41600001,41650000,"chr19-0571",0.135,0.035,0.436,0.127,0.05,0.028,-0.075,0.217,-0.013
"chr19-0572","chr19",41650001,41700000,"chr19-0572",0.324,0.192,0.509,0.118,0.105,0.032,-0.001,0.232,0.035
"chr19-0573","chr19",41700001,41750000,"chr19-0573",0.244,0.042,-0.056,-0.061,0.041,0.099,-0.097,0.047,-0.013
"chr19-0574","chr19",41750001,41800000,"chr19-0574",0.261,0.057,0.282,0.198,0.089,0.05,-0.095,0.213,0.012
"chr19-0575","chr19",41800001,41850000,"chr19-0575",0.02,0.045,0.246,0.053,0.005,0.004,-0.163,0.028,-0.021
"chr19-0576","chr19",41850001,41900000,"chr19-0576",0.237,0.129,0.254,0.148,0.124,0.066,-0.005,0.178,0.051
"chr19-0577","chr19",41900001,41950000,"chr19-0577",0.254,0.064,0.12,0.167,0.079,0.045,-0.042,0.191,0.083
"chr19-0578","chr19",41950001,42050000,"chr19-0578",-0.328,0.067,0.064,-0.023,-0.009,-0.168,-0.408,-0.032,0.006
"chr19-0579","chr19",42050001,42100000,"chr19-0579",-0.131,-0.033,0.083,-0.059,-0.087,-0.011,-0.17,0.044,-0.047
"chr19-0580","chr19",42100001,42200000,"chr19-0580",-0.27,-0.029,-0.265,-0.27,-0.046,-0.041,-0.309,-0.216,-0.12
"chr19-0581","chr19",42200001,42250000,"chr19-0581",-0.235,-0.112,-0.381,-0.459,-0.164,-0.072,-0.304,-0.215,-0.219
"chr19-0582","chr19",42250001,42300000,"chr19-0582",-0.566,-0.052,-0.384,-0.404,-0.117,-0.228,-0.657,-0.392,-0.188
"chr19-0583","chr19",42300001,42350000,"chr19-0583",0.011,0.13,0.325,0.218,0.106,-0.028,-0.207,0.086,0.083
"chr19-0584","chr19",42350001,42400000,"chr19-0584",0.16,0.115,0.18,0.171,0.093,0.108,0.001,0.169,0.081
"chr19-0585","chr19",42400001,42450000,"chr19-0585",0.191,0.019,0.202,0.108,-0.012,0.032,-0.091,0.097,-0.004
"chr19-0586","chr19",42450001,42500000,"chr19-0586",0.082,0.042,0.088,-0.134,0,0.111,-0.109,0.041,0.009
"chr19-0587","chr19",42500001,42550000,"chr19-0587",0.19,0.162,0.315,0.199,0.089,0.036,-0.039,0.221,0.17
"chr19-0588","chr19",42550001,42600000,"chr19-0588",0.163,0.061,0.283,0.192,0.065,-0.016,-0.023,0.19,0.109
"chr19-0589","chr19",42600001,42650000,"chr19-0589",-0.07,0.002,0.046,-0.055,0.013,-0.009,-0.143,-0.105,-0.128
"chr19-0590","chr19",42650001,42700000,"chr19-0590",0.025,0.035,-0.041,0.023,-0.024,-0.014,-0.214,0.034,0.079
"chr19-0591","chr19",42700001,42750000,"chr19-0591",0.275,0.037,0.156,0.18,0.041,0.053,-0.01,0.158,0.052
"chr19-0592","chr19",42750001,42800000,"chr19-0592",0.422,0.001,0.092,0.255,0.077,0.111,0.196,0.27,0.147
"chr19-0593","chr19",42800001,42850000,"chr19-0593",0.156,-0.006,0.05,0.058,0.001,0.022,-0.068,0.074,-0.024
"chr19-0594","chr19",42850001,42900000,"chr19-0594",0.186,0.111,0.496,0.223,0.034,0.071,0.045,0.202,0.134
"chr19-0595","chr19",42900001,42950000,"chr19-0595",0.149,0.067,0.191,0.043,0.055,0.041,-0.002,0.098,0.03
"chr19-0596","chr19",42950001,43050000,"chr19-0596",-0.163,0.075,0.011,-0.105,-0.02,-0.044,-0.206,-0.068,-0.068
"chr19-0597","chr19",43050001,43250000,"chr19-0597",-0.212,-0.026,-0.081,-0.201,-0.103,-0.064,-0.493,-0.043,-0.056
"chr19-0598","chr19",43250001,43350000,"chr19-0598",-0.157,0.226,0.13,-0.112,-0.106,0.139,-0.342,-0.005,-0.114
"chr19-0599","chr19",43350001,43400000,"chr19-0599",-0.104,0.07,0.152,-0.041,-0.083,-0.137,-0.222,-0.087,0.006
"chr19-0600","chr19",43400001,43650000,"chr19-0600",-0.007,-0.059,0.125,-0.165,-0.071,-0.078,-0.15,-0.141,-0.038
"chr19-0601","chr19",43650001,43700000,"chr19-0601",-0.372,-0.082,0.035,-0.099,-0.085,-0.272,-0.458,-0.068,-0.123
"chr19-0602","chr19",43700001,43750000,"chr19-0602",-2.824,-0.033,0.058,-0.708,-0.041,-0.675,-1.455,-0.246,-0.375
"chr19-0603","chr19",43750001,43850000,"chr19-0603",-0.149,-0.021,0.106,-0.154,-0.025,-0.163,-0.401,-0.066,-0.087
"chr19-0604","chr19",43850001,43900000,"chr19-0604",-0.329,0.047,-0.027,-0.096,-0.034,-0.089,-0.508,-0.17,-0.092
"chr19-0605","chr19",43900001,43950000,"chr19-0605",0.013,0.091,0.504,0.221,0.07,0.015,-0.252,0.15,0.092
"chr19-0606","chr19",43950001,44000000,"chr19-0606",0.073,0.106,0.26,0.133,0.045,-0.04,-0.141,0.072,0.059
"chr19-0607","chr19",44000001,44050000,"chr19-0607",0.182,0.072,0.19,0.099,0.044,0.051,-0.083,0.152,-0.015
"chr19-0608","chr19",44050001,44100000,"chr19-0608",0.231,0.111,0.383,0.22,0.097,0.037,0.009,0.192,0.123
"chr19-0609","chr19",44100001,44150000,"chr19-0609",0.313,0.096,0.219,0.233,0.092,0.097,0.017,0.205,0.136
"chr19-0610","chr19",44150001,44200000,"chr19-0610",0.22,0.291,0.33,0.274,0.144,0.163,-0.048,0.326,0.135
"chr19-0611","chr19",44200001,44250000,"chr19-0611",0.02,0.099,0.212,0.103,0.038,-0.038,-0.191,0.031,-0.058
"chr19-0612","chr19",44250001,44300000,"chr19-0612",0.039,-0.01,0.008,0.11,-0.004,-0.008,-0.171,0.103,0.019
"chr19-0613","chr19",44300001,44350000,"chr19-0613",0.148,0.076,0.172,0.076,0.093,0.015,-0.185,0.06,0.048
"chr19-0614","chr19",44350001,44450000,"chr19-0614",-0.159,0.064,-0.054,0.016,0.083,-0.01,-0.471,-0.088,0.03
"chr19-0615","chr19",44450001,44500000,"chr19-0615",0.042,0.049,-0.042,-0.025,-0.011,-0.032,-0.419,-0.045,-0.126
"chr19-0616","chr19",44500001,44550000,"chr19-0616",-0.025,-0.001,-0.171,-0.11,0.028,-0.037,-0.506,-0.162,-0.109
"chr19-0617","chr19",44550001,44600000,"chr19-0617",-0.224,-0.116,-0.253,-0.293,-0.073,-0.085,-0.481,-0.228,-0.158
"chr19-0618","chr19",44600001,44650000,"chr19-0618",-0.095,0.024,-0.006,0.048,0.052,-0.024,-0.225,0.029,0.04
"chr19-0619","chr19",44650001,44700000,"chr19-0619",-0.127,0.06,-0.226,-0.167,0.017,-0.008,-0.676,-0.199,-0.067
"chr19-0620","chr19",44700001,44750000,"chr19-0620",0.317,0.21,0.692,0.459,0.072,0.095,-0.192,0.388,0.353
"chr19-0621","chr19",44750001,44800000,"chr19-0621",-0.05,0.138,0.489,0.052,0.019,0.048,-0.337,0.168,0.042
"chr19-0622","chr19",44800001,44850000,"chr19-0622",-0.052,0.072,-0.068,0.038,0.038,0.039,-0.426,0.027,0.064
"chr19-0623","chr19",44850001,44900000,"chr19-0623",-0.257,0.026,0.146,0.025,0.032,-0.068,-0.372,0.082,0.09
"chr19-0624","chr19",44900001,44950000,"chr19-0624",-0.164,0.054,0.095,0.127,0.004,0.027,-0.507,-0.052,0.097
"chr19-0625","chr19",44950001,45000000,"chr19-0625",-0.22,0.031,-0.049,0.061,0.004,0.076,-0.226,-0.007,0.114
"chr19-0626","chr19",45000001,45050000,"chr19-0626",0.121,0.154,0.36,0.162,0.01,0.061,-0.054,0.162,0.069
"chr19-0627","chr19",45050001,45100000,"chr19-0627",-0.513,0.12,0.071,-0.193,0.037,-0.026,-0.634,-0.136,-0.134
"chr19-0628","chr19",45100001,45150000,"chr19-0628",-0.115,0.042,0.019,-0.021,0.044,-0.012,-0.189,-0.054,-0.004
"chr19-0629","chr19",45150001,45200000,"chr19-0629",-0.051,0.193,0.294,-0.018,0.135,0.069,-0.169,0.121,0.069
"chr19-0630","chr19",45200001,45250000,"chr19-0630",0.079,0.085,0.262,0.105,0.039,0.08,0.04,0.095,-0.001
"chr19-0631","chr19",45250001,45300000,"chr19-0631",0.201,0.187,0.39,0.244,0.12,0.066,0.117,0.213,0.121
"chr19-0632","chr19",45300001,45350000,"chr19-0632",0.309,0.148,0.293,0.246,0.141,0.1,0.174,0.365,0.159
"chr19-0633","chr19",45350001,45400000,"chr19-0633",0.375,0.174,0.327,0.294,0.166,0.144,-0.061,0.237,0.202
"chr19-0634","chr19",45400001,45450000,"chr19-0634",0.177,0.17,0.35,0.152,0.099,0.028,0.026,0.191,0.1
"chr19-0635","chr19",45450001,45500000,"chr19-0635",0.28,0.101,0.203,0.197,0.108,0,-0.013,0.211,0.104
"chr19-0636","chr19",45500001,45550000,"chr19-0636",0.253,0.226,0.493,0.258,0.168,0.129,-0.001,0.284,0.198
"chr19-0637","chr19",45550001,45600000,"chr19-0637",0.193,0.133,0.278,0.241,0.115,0.089,0.016,0.217,0.076
"chr19-0638","chr19",45600001,45650000,"chr19-0638",0.153,0.052,0.374,0.158,0.003,0.087,0.028,0.062,-0.006
"chr19-0639","chr19",45650001,45700000,"chr19-0639",0.256,0,0.063,0.105,0.033,0.089,0.01,0.17,0.111
"chr19-0640","chr19",45700001,45750000,"chr19-0640",0.102,0.23,0.356,0.155,0.038,0.069,-0.158,0.114,0.158
"chr19-0641","chr19",45750001,45800000,"chr19-0641",0.218,0.206,0.401,0.278,0.115,0.108,-0.077,0.216,0.163
"chr19-0642","chr19",45800001,45850000,"chr19-0642",0.102,0.165,0.249,0.029,0.094,0.083,-0.074,0.107,-0.015
"chr19-0643","chr19",45850001,45900000,"chr19-0643",0.16,0.147,0.347,0.184,0.11,0.063,-0.038,0.184,0.071
"chr19-0644","chr19",45900001,45950000,"chr19-0644",0.309,-0.012,0.159,0.096,0.051,0.067,0.101,0.129,-0.007
"chr19-0645","chr19",45950001,46000000,"chr19-0645",0.415,0.238,0.438,0.339,0.13,0.141,0.114,0.272,0.155
"chr19-0646","chr19",46000001,46050000,"chr19-0646",0.331,0.122,0.272,0.199,0.172,0.101,0.135,0.218,0.118
"chr19-0647","chr19",46050001,46100000,"chr19-0647",0.101,0.03,0.138,0.024,0.033,-0.038,-0.068,0.03,-0.043
"chr19-0648","chr19",46100001,46150000,"chr19-0648",0.236,0.129,0.194,0.096,0.111,0.121,0.115,0.151,0.03
"chr19-0649","chr19",46150001,46200000,"chr19-0649",0.199,0.019,0.197,0.085,0.076,0.06,-0.002,0.144,-0.028
"chr19-0650","chr19",46200001,46250000,"chr19-0650",0.324,0.239,0.636,0.344,0.155,0.113,0.1,0.371,0.232
"chr19-0651","chr19",46250001,46300000,"chr19-0651",0.314,0.096,0.367,0.293,0.143,0.126,0.118,0.258,0.131
"chr19-0652","chr19",46300001,46350000,"chr19-0652",0.078,0.028,0.482,0.182,0.155,0.041,0.003,0.178,-0.003
"chr19-0653","chr19",46350001,46400000,"chr19-0653",0.185,0.117,0.236,0.147,0.088,0.065,-0.049,0.195,0.073
"chr19-0654","chr19",46400001,46450000,"chr19-0654",0.073,0.095,0.203,0.129,0.076,0.075,-0.106,0.145,0.036
"chr19-0655","chr19",46450001,46500000,"chr19-0655",0.113,0.078,0.181,0.171,0.051,0.13,-0.039,0.203,0.14
"chr19-0656","chr19",46500001,46550000,"chr19-0656",0.187,0.102,0.437,0.145,0.072,0.113,-0.099,0.203,0.161
"chr19-0657","chr19",46550001,46600000,"chr19-0657",-0.053,-0.027,-0.267,-0.136,-0.025,0.034,-0.48,-0.18,-0.046
"chr19-0658","chr19",46600001,46650000,"chr19-0658",-0.011,-0.019,-0.106,-0.058,0.021,-0.242,-0.412,-0.091,0.01
"chr19-0659","chr19",46650001,46700000,"chr19-0659",-0.1,0.037,0.063,0.021,0.139,0.007,-0.425,-0.098,-0.002
"chr19-0660","chr19",46700001,46800000,"chr19-0660",-0.231,0.03,-0.105,-0.115,-0.045,-0.028,-0.379,-0.091,-0.063
"chr19-0661","chr19",46800001,46850000,"chr19-0661",0.347,0.006,0.232,0.235,0.006,0.04,0.117,0.166,0.03
"chr19-0662","chr19",46850001,46900000,"chr19-0662",0.234,0.045,0.312,0.281,0.106,0.105,0.02,0.201,0.156
"chr19-0663","chr19",46900001,46950000,"chr19-0663",0.23,0.098,0.239,0.193,0.026,0.136,-0.056,0.21,0.039
"chr19-0664","chr19",46950001,47000000,"chr19-0664",0.143,0.038,0.303,0.153,0.032,0.061,0.002,0.176,0.092
"chr19-0665","chr19",47000001,47100000,"chr19-0665",0.124,0.106,0.316,0.055,0.073,0.088,-0.266,0.179,0.029
"chr19-0666","chr19",47100001,47150000,"chr19-0666",0.202,0.145,0.376,0.249,0.12,0.108,0.109,0.251,0.123
"chr19-0667","chr19",47150001,47200000,"chr19-0667",0.122,0.027,0.077,0.087,0.031,0.049,-0.06,0.111,-0.001
"chr19-0668","chr19",47200001,47250000,"chr19-0668",0.336,0.117,0.316,0.26,0.139,0.143,0.162,0.312,0.211
"chr19-0669","chr19",47250001,47300000,"chr19-0669",0.175,0.069,0.124,0.01,0.081,0.081,0.012,0.134,0.006
"chr19-0670","chr19",47300001,47350000,"chr19-0670",0.105,0.234,0.385,0.171,0.192,0.164,-0.024,0.254,0.114
"chr19-0671","chr19",47350001,47400000,"chr19-0671",0.334,0.153,0.348,0.282,0.143,0.125,-0.093,0.221,0.15
"chr19-0672","chr19",47400001,47450000,"chr19-0672",-0.208,0.127,0.053,-0.071,0.085,0.009,-0.429,-0.061,0.054
"chr19-0673","chr19",47450001,47500000,"chr19-0673",-0.292,-0.003,-0.176,-0.146,0.096,0.028,-0.458,-0.212,-0.06
"chr19-0674","chr19",47500001,47550000,"chr19-0674",0.233,0.074,0.253,0.174,0.11,0.099,0.061,0.229,0.135
"chr19-0675","chr19",47550001,47600000,"chr19-0675",0.297,0.127,0.365,0.228,0.181,0.158,0.124,0.249,0.141
"chr19-0676","chr19",47600001,47650000,"chr19-0676",0.412,0.203,0.441,0.392,0.228,0.207,0.041,0.275,0.172
"chr19-0677","chr19",47650001,47750000,"chr19-0677",0.293,0.162,0.313,0.23,0.162,0.039,-0.065,0.201,0.158
"chr19-0678","chr19",47750001,47800000,"chr19-0678",0.313,0.086,0.079,0.141,0.153,0.167,0.128,0.221,0.099
"chr19-0679","chr19",47800001,47850000,"chr19-0679",0.202,0.365,0.588,0.367,0.199,0.152,0.074,0.309,0.232
"chr19-0680","chr19",47850001,47900000,"chr19-0680",0.177,0.158,0.346,0.25,0.107,0.1,-0.03,0.239,0.115
"chr19-0681","chr19",47900001,47950000,"chr19-0681",0.414,0.227,0.57,0.399,0.16,0.163,0.079,0.26,0.188
"chr19-0682","chr19",47950001,48000000,"chr19-0682",0.118,0.145,0.358,0.134,0.107,0.043,-0.094,0.075,0.109
"chr19-0683","chr19",48000001,48050000,"chr19-0683",0.28,0.121,0.257,0.208,0.07,0.137,-0.056,0.235,0.126
"chr19-0684","chr19",48050001,48100000,"chr19-0684",0.085,0.317,0.646,0.271,0.156,0.079,-0.191,0.236,0.058
"chr19-0685","chr19",48100001,48150000,"chr19-0685",0.443,0.144,0.567,0.413,0.211,0.118,-0.017,0.375,0.282
"chr19-0686","chr19",48150001,48200000,"chr19-0686",0.134,0.242,0.454,0.201,0.146,0.087,-0.092,0.208,0.151
"chr19-0687","chr19",48200001,48250000,"chr19-0687",0.332,0.201,0.542,0.352,0.136,0.076,0.135,0.325,0.14
"chr19-0688","chr19",48250001,48300000,"chr19-0688",0.254,0.123,0.376,0.229,0.127,0.084,0.007,0.267,0.109
"chr19-0689","chr19",48300001,48350000,"chr19-0689",0.07,0.197,0.426,0.138,0.087,0.005,-0.108,0.172,0.095
"chr19-0690","chr19",48350001,48400000,"chr19-0690",-0.182,0.136,0.189,0.025,0.132,0.116,-0.504,0.143,0.088
"chr19-0691","chr19",48400001,48500000,"chr19-0691",-0.142,0.125,0.459,0.112,0.125,-0.029,-0.486,0.046,0.085
