"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr13-0293","chr13",96700001,96750000,"chr13-0293",-0.051,-0.053,0.081,0.007,0.023
"chr13-0294","chr13",96750001,97650000,"chr13-0294",-0.027,-0.076,-0.108,-0.134,-0.102
"chr13-0295","chr13",97650001,97900000,"chr13-0295",-0.042,0.114,-0.123,0.078,0.112
"chr13-0296","chr13",97900001,98050000,"chr13-0296",-0.078,0.068,-0.251,-0.008,-0.005
"chr13-0297","chr13",98050001,98600000,"chr13-0297",-0.023,0.039,-0.055,-0.09,-0.059
"chr13-0298","chr13",98600001,98800000,"chr13-0298",0.035,0.143,0.181,0.116,0.193
"chr13-0299","chr13",98800001,98850000,"chr13-0299",0.011,0.094,0.002,0.084,0.029
"chr13-0300","chr13",98850001,98900000,"chr13-0300",-0.1,-0.047,-0.106,0.096,0.124
"chr13-0301","chr13",98900001,99050000,"chr13-0301",-0.065,0.064,-0.084,0.025,0.083
"chr13-0302","chr13",99050001,99100000,"chr13-0302",0.07,0.008,0.032,-0.015,-0.051
"chr13-0303","chr13",99100001,99150000,"chr13-0303",0.047,0.125,0.028,0.13,0.057
"chr13-0304","chr13",99150001,99200000,"chr13-0304",0.106,0.062,0.05,0.098,-0.048
"chr13-0305","chr13",99200001,99400000,"chr13-0305",0.058,0.133,0.113,0.146,0.184
"chr13-0306","chr13",99400001,99600000,"chr13-0306",-0.031,-0.058,-0.059,-0.016,-0.045
"chr13-0307","chr13",99600001,99700000,"chr13-0307",0.014,0.027,-0.066,-0.055,-0.214
"chr13-0308","chr13",99700001,99850000,"chr13-0308",0.024,0.104,0.148,0.081,0.119
"chr13-0309","chr13",99850001,99900000,"chr13-0309",-0.089,-0.003,0.062,-0.014,-0.076
"chr13-0310","chr13",99900001,100000000,"chr13-0310",0.205,0.27,-0.085,0.318,0.351
"chr13-0311","chr13",100000001,100050000,"chr13-0311",0.009,-0.005,-0.059,0.069,-0.001
"chr13-0312","chr13",100050001,100150000,"chr13-0312",-0.065,-0.134,-0.021,-0.161,-0.141
"chr13-0313","chr13",100150001,100200000,"chr13-0313",-0.011,-0.133,-0.021,-0.123,-0.181
"chr13-0314","chr13",100200001,100300000,"chr13-0314",-0.058,0.019,0.064,0.029,0.108
"chr13-0315","chr13",100300001,100500000,"chr13-0315",0.034,0.118,-0.022,0.08,0.095
"chr13-0316","chr13",100500001,100600000,"chr13-0316",0.022,0.061,-0.005,0.038,0.086
"chr13-0317","chr13",100600001,100650000,"chr13-0317",0.001,-0.041,0.017,-0.103,-0.077
"chr13-0318","chr13",100650001,100750000,"chr13-0318",-0.052,0.006,-0.03,-0.02,-0.039
"chr13-0319","chr13",100750001,101150000,"chr13-0319",0.023,0.106,-0.051,0.003,0.196
"chr13-0320","chr13",101150001,101200000,"chr13-0320",-0.022,0.042,-0.062,0.046,0.158
"chr13-0321","chr13",101200001,101300000,"chr13-0321",0.025,0.143,0.055,0.133,0.219
"chr13-0322","chr13",101300001,101350000,"chr13-0322",0.008,0.07,0.154,0.141,0.152
"chr13-0323","chr13",101350001,102050000,"chr13-0323",-0.176,-0.026,-0.205,0.027,0.018
"chr13-0324","chr13",102050001,102100000,"chr13-0324",-0.062,0.03,0.033,0.013,0.052
"chr13-0325","chr13",102100001,102550000,"chr13-0325",-0.102,0.08,-0.206,-0.087,-0.089
"chr13-0326","chr13",102550001,103000000,"chr13-0326",-0.163,-0.114,-0.188,-0.169,-0.084
"chr13-0327","chr13",103000001,103100000,"chr13-0327",-0.058,-0.014,-0.047,-0.073,-0.11
"chr13-0328","chr13",103100001,103400000,"chr13-0328",-0.033,-0.022,-0.064,-0.051,-0.01
"chr13-0329","chr13",103400001,103450000,"chr13-0329",0.024,0.078,0.157,0.128,0.006
"chr13-0330","chr13",103450001,103500000,"chr13-0330",-0.021,-0.142,-0.013,-0.121,-0.041
"chr13-0331","chr13",103500001,103850000,"chr13-0331",-0.171,-0.026,-0.271,-0.142,-0.136
"chr13-0332","chr13",103850001,106150000,"chr13-0332",-0.066,-0.019,-0.23,-0.091,-0.129
"chr13-0333","chr13",106150001,107000000,"chr13-0333",-0.073,-0.016,-0.16,-0.076,-0.093
"chr13-0334","chr13",107000001,107100000,"chr13-0334",-0.031,0.019,-0.098,0.005,0.077
"chr13-0335","chr13",107100001,107150000,"chr13-0335",0.001,-0.082,-0.12,-0.022,-0.022
"chr13-0336","chr13",107150001,107200000,"chr13-0336",-0.136,0.014,-0.023,-0.006,0.034
"chr13-0337","chr13",107200001,107250000,"chr13-0337",-0.075,-0.068,-0.055,-0.133,-0.118
"chr13-0338","chr13",107250001,107550000,"chr13-0338",-0.017,0.097,-0.072,0.104,0.109
"chr13-0339","chr13",107550001,107850000,"chr13-0339",0.067,0.125,0.072,0.061,0.102
"chr13-0340","chr13",107850001,108200000,"chr13-0340",-0.024,0.082,-0.109,0.138,0.162
"chr13-0341","chr13",108200001,108500000,"chr13-0341",-0.15,0.012,-0.181,-0.034,-0.035
"chr13-0342","chr13",108500001,108850000,"chr13-0342",0.014,0.056,0.039,0.004,0.056
"chr13-0343","chr13",108850001,108900000,"chr13-0343",-0.083,-0.012,0.028,-0.047,-0.001
"chr13-0344","chr13",108900001,109350000,"chr13-0344",-0.1,0.007,-0.12,0.044,0.146
"chr13-0345","chr13",109350001,109950000,"chr13-0345",-0.12,-0.007,-0.149,0.033,0.059
"chr13-0346","chr13",109950001,110400000,"chr13-0346",-0.055,-0.039,-0.132,-0.109,-0.093
"chr13-0347","chr13",110400001,110450000,"chr13-0347",0.018,0.194,0.22,0.238,0.233
"chr13-0348","chr13",110450001,110750000,"chr13-0348",0.004,-0.001,-0.058,0.009,0.019
"chr13-0349","chr13",110750001,110800000,"chr13-0349",-0.04,-0.021,-0.068,-0.038,0.105
"chr13-0350","chr13",110800001,110850000,"chr13-0350",-0.114,-0.017,-0.2,-0.131,-0.103
"chr13-0351","chr13",110850001,110900000,"chr13-0351",0.082,0.008,0.036,0.005,0.188
"chr13-0352","chr13",110900001,110950000,"chr13-0352",-0.031,-0.037,-0.215,-0.003,-0.094
"chr13-0353","chr13",110950001,111000000,"chr13-0353",-0.022,-0.037,-0.001,-0.051,-0.103
"chr13-0354","chr13",111000001,111050000,"chr13-0354",-0.021,-0.03,-0.076,0.016,0.149
"chr13-0355","chr13",111050001,111100000,"chr13-0355",-0.033,0.024,-0.107,0.057,0.189
"chr13-0356","chr13",111100001,111150000,"chr13-0356",0.071,0.001,0.025,0.057,0.075
"chr13-0357","chr13",111150001,111200000,"chr13-0357",0.108,0.008,0.123,0.071,0.181
"chr13-0358","chr13",111200001,111250000,"chr13-0358",0.115,0.102,0.188,0.238,0.167
"chr13-0359","chr13",111250001,111300000,"chr13-0359",0.055,0.014,0.041,0.026,0.022
"chr13-0360","chr13",111300001,111350000,"chr13-0360",0.107,0.039,0.096,0.13,0.147
"chr13-0361","chr13",111350001,111400000,"chr13-0361",-0.03,0.052,0.116,0.027,0.022
"chr13-0362","chr13",111400001,111500000,"chr13-0362",0.015,-0.004,-0.019,0.02,0.031
"chr13-0363","chr13",111500001,111550000,"chr13-0363",0.122,0.05,0.058,0.076,0.041
"chr13-0364","chr13",111550001,111600000,"chr13-0364",-0.034,0.058,0.078,0.021,0.13
"chr13-0365","chr13",111600001,111700000,"chr13-0365",-0.083,0.018,-0.12,-0.096,-0.022
"chr13-0366","chr13",111700001,111800000,"chr13-0366",0.048,0.045,0.001,0.093,0.095
"chr13-0367","chr13",111800001,111900000,"chr13-0367",0.057,0.119,0.082,0.162,0.223
"chr13-0368","chr13",111900001,111950000,"chr13-0368",0.125,0.095,0.097,0.149,0.134
"chr13-0369","chr13",111950001,112000000,"chr13-0369",0.019,-0.012,0.049,0.028,-0.037
"chr13-0370","chr13",112000001,112150000,"chr13-0370",-0.019,-0.076,-0.109,-0.064,-0.058
"chr13-0371","chr13",112150001,112200000,"chr13-0371",-0.021,-0.027,-0.052,-0.056,-0.163
"chr13-0372","chr13",112200001,112250000,"chr13-0372",0.001,0.02,0.01,0,0.145
"chr13-0373","chr13",112250001,112300000,"chr13-0373",0.063,0.041,-0.091,0.041,-0.017
"chr13-0374","chr13",112300001,112353994,"chr13-0374",0.077,0.025,-0.008,0.049,0.035
"chr13-0375","chr13",112503995,112550000,"chr13-0375",-0.009,-0.102,-0.097,-0.145,-0.269
"chr13-0376","chr13",112550001,112600000,"chr13-0376",-0.028,-0.054,-0.103,-0.131,-0.231
"chr13-0377","chr13",112600001,112650000,"chr13-0377",-0.023,-0.073,-0.125,-0.1,-0.065
"chr13-0378","chr13",112650001,112700000,"chr13-0378",0.012,0.143,0.02,0.057,0.09
"chr13-0379","chr13",112700001,112750000,"chr13-0379",-0.012,-0.012,0.108,0.047,0.025
"chr13-0380","chr13",112750001,112800000,"chr13-0380",-0.008,-0.058,-0.038,-0.085,-0.089
"chr13-0381","chr13",112800001,112850000,"chr13-0381",0.045,0.056,0.024,0.041,0.06
"chr13-0382","chr13",112850001,112900000,"chr13-0382",0.035,0.01,-0.089,0.004,-0.082
"chr13-0383","chr13",112900001,112950000,"chr13-0383",-0.018,-0.138,-0.163,-0.156,-0.181
"chr13-0384","chr13",112950001,113000000,"chr13-0384",0.057,0.056,-0.036,0.034,-0.09
"chr13-0385","chr13",113000001,113050000,"chr13-0385",-0.117,-0.047,-0.281,-0.049,-0.046
"chr13-0386","chr13",113050001,113100000,"chr13-0386",0.068,-0.187,0.024,-0.135,-0.185
"chr13-0387","chr13",113100001,113150000,"chr13-0387",-0.007,0.017,-0.036,-0.025,-0.143
"chr13-0388","chr13",113150001,113250000,"chr13-0388",0.004,0.083,0.061,0.105,0.211
"chr13-0389","chr13",113250001,113300000,"chr13-0389",-0.046,0.024,-0.06,0.069,0.022
"chr13-0390","chr13",113300001,113350000,"chr13-0390",0.025,0.086,0.102,0.139,0.196
"chr13-0391","chr13",113350001,113400000,"chr13-0391",0.08,0.103,0.026,0.072,0.083
"chr13-0392","chr13",113400001,113450000,"chr13-0392",0.018,0.05,0.016,0.088,0.024
"chr13-0393","chr13",113450001,113500000,"chr13-0393",0.064,0.021,-0.015,0.048,0.022
"chr13-0394","chr13",113500001,113550000,"chr13-0394",0.073,0.053,0.007,0.07,0.028
"chr13-0395","chr13",113550001,113600000,"chr13-0395",0.067,-0.015,0.004,0.001,-0.017
"chr13-0396","chr13",113600001,113650000,"chr13-0396",0.037,0.037,0.018,0.042,-0.102
"chr13-0397","chr13",113650001,113700000,"chr13-0397",0.083,-0.056,0.022,-0.022,-0.159
"chr13-0398","chr13",113700001,113750000,"chr13-0398",0.066,0.037,0.056,0.04,-0.041
"chr13-0399","chr13",113750001,113800000,"chr13-0399",-0.004,-0.042,0.02,-0.031,-0.022
"chr13-0400","chr13",113800001,113850000,"chr13-0400",0.078,0.051,0.036,0.083,0.115
"chr13-0401","chr13",113850001,113950000,"chr13-0401",0.021,0.137,0.115,0.138,0.171
"chr13-0402","chr13",113950001,114000000,"chr13-0402",0.088,0.09,0.116,0.123,0.118
"chr13-0403","chr13",114000001,114050000,"chr13-0403",0.162,0.157,0.183,0.236,0.165
"chr13-0404","chr13",114050001,114100000,"chr13-0404",0.087,0.09,0.151,0.116,-0.015
"chr13-0405","chr13",114100001,114150000,"chr13-0405",0.128,0.112,0.093,0.11,0.121
"chr13-0406","chr13",114150001,114200000,"chr13-0406",0.153,0.221,0.174,0.173,0.287
"chr13-0407","chr13",114200001,114250000,"chr13-0407",0.121,0.142,0.056,0.134,0.166
"chr13-0408","chr13",114250001,114300000,"chr13-0408",0.092,0.117,0.08,0.117,0.066
"chr13-0409","chr13",114300001,114325993,"chr13-0409",0.055,0.05,0.082,0.086,-0.034
"chr13-0410","chr13",114739949,114750000,"chr13-0410",0.098,0.129,0.086,0.139,0.027
"chr13-0411","chr13",114750001,114800000,"chr13-0411",0.096,0.057,0.127,0.077,0.048
"chr13-0412","chr13",114800001,114850000,"chr13-0412",0.164,0.136,0.187,0.205,0.171
"chr13-0413","chr13",114850001,114900000,"chr13-0413",0.144,0.099,0.14,0.199,0.071
"chr13-0414","chr13",114900001,114950000,"chr13-0414",0.136,0.063,0.152,0.114,0.096
"chr13-0415","chr13",114950001,115050000,"chr13-0415",0.026,0.051,0.08,0.051,0.166
"chr13-0416","chr13",115050001,115109878,"chr13-0416",-0.023,0.117,0.071,0.131,0.202
"chr14-0001","chr14",19000001,19650000,"chr14-0001",0.016,0.021,-0.042,-0.055,-0.211
"chr14-0002","chr14",19650001,19900000,"chr14-0002",0.004,0.126,-0.096,0.053,0.037
"chr14-0003","chr14",19900001,20150000,"chr14-0003",0.092,0.135,0.051,0.065,0.019
"chr14-0004","chr14",20150001,20750000,"chr14-0004",-0.103,0.005,-0.362,-0.154,-0.342
"chr14-0005","chr14",20750001,20850000,"chr14-0005",0.048,0.003,-0.02,0.104,0.053
"chr14-0006","chr14",20850001,20900000,"chr14-0006",-0.164,0.077,-0.069,-0.08,0.082
"chr14-0007","chr14",20900001,20950000,"chr14-0007",-0.026,-0.09,-0.015,-0.091,-0.142
"chr14-0008","chr14",20950001,21050000,"chr14-0008",0.026,0.173,-0.085,0.166,0.278
"chr14-0009","chr14",21050001,21100000,"chr14-0009",-0.102,-0.074,-0.209,-0.107,-0.013
"chr14-0010","chr14",21100001,21150000,"chr14-0010",-0.202,-0.239,-0.272,-0.22,-0.26
"chr14-0011","chr14",21150001,21200000,"chr14-0011",-0.083,-0.12,-0.17,-0.155,-0.281
"chr14-0012","chr14",21200001,21300000,"chr14-0012",-0.198,-0.081,-0.262,-0.153,-0.202
"chr14-0013","chr14",21300001,21450000,"chr14-0013",-0.135,-0.209,-0.286,-0.165,-0.266
"chr14-0014","chr14",21450001,21500000,"chr14-0014",-0.061,-0.105,-0.118,-0.083,-0.095
"chr14-0015","chr14",21500001,21550000,"chr14-0015",-0.009,-0.04,-0.043,0.017,0.004
"chr14-0016","chr14",21550001,21600000,"chr14-0016",0.046,0.104,0.078,0.12,0.107
"chr14-0017","chr14",21600001,21850000,"chr14-0017",0.021,0.114,0.059,0.143,0.224
"chr14-0018","chr14",21850001,21900000,"chr14-0018",-0.002,-0.027,-0.074,0.087,0.059
"chr14-0019","chr14",21900001,21950000,"chr14-0019",0.007,-0.084,-0.058,-0.056,0.04
"chr14-0020","chr14",21950001,22000000,"chr14-0020",0.085,-0.098,-0.007,-0.104,-0.064
"chr14-0021","chr14",22000001,22200000,"chr14-0021",-0.077,0.02,-0.156,-0.047,0.105
"chr14-0022","chr14",22200001,22350000,"chr14-0022",-0.061,0.027,-0.21,-0.072,-0.064
"chr14-0023","chr14",22350001,22500000,"chr14-0023",-0.173,0.06,-0.348,-0.009,-0.023
"chr14-0024","chr14",22500001,22950000,"chr14-0024",-0.106,0.02,-0.17,-0.063,0.049
"chr14-0025","chr14",22950001,23000000,"chr14-0025",0.072,0.115,-0.093,0.091,0.107
"chr14-0026","chr14",23000001,23100000,"chr14-0026",-0.085,-0.139,-0.139,-0.126,-0.197
"chr14-0027","chr14",23100001,23250000,"chr14-0027",0.093,-0.061,0.033,-0.006,-0.022
"chr14-0028","chr14",23250001,23300000,"chr14-0028",-0.029,-0.071,-0.039,-0.069,-0.019
"chr14-0029","chr14",23300001,23350000,"chr14-0029",0.021,0.078,0.033,-0.029,-0.09
"chr14-0030","chr14",23350001,23400000,"chr14-0030",-0.059,-0.104,-0.083,-0.055,-0.01
"chr14-0031","chr14",23400001,23450000,"chr14-0031",-0.044,-0.044,0.008,-0.094,-0.103
"chr14-0032","chr14",23450001,23500000,"chr14-0032",0.081,0.089,0.126,0.103,0.026
"chr14-0033","chr14",23500001,23550000,"chr14-0033",0.039,0.029,0.027,0.025,0.055
"chr14-0034","chr14",23550001,23600000,"chr14-0034",0.066,-0.056,-0.029,-0.052,-0.034
"chr14-0035","chr14",23600001,23750000,"chr14-0035",0.104,0.025,0.115,0.11,0.265
"chr14-0036","chr14",23750001,23800000,"chr14-0036",0.038,0.031,0.108,0.129,0.123
"chr14-0037","chr14",23800001,23850000,"chr14-0037",0.022,0.02,0.001,-0.007,-0.036
"chr14-0038","chr14",23850001,23900000,"chr14-0038",-0.132,-0.198,-0.266,-0.201,-0.288
"chr14-0039","chr14",23900001,24000000,"chr14-0039",-0.184,-0.144,-0.267,-0.138,-0.152
"chr14-0040","chr14",24000001,24050000,"chr14-0040",0.057,0.002,0.094,0.094,0.09
"chr14-0041","chr14",24050001,24450000,"chr14-0041",-0.006,-0.008,0.014,-0.011,-0.064
"chr14-0042","chr14",24450001,24500000,"chr14-0042",0.051,-0.098,-0.023,-0.041,0.011
"chr14-0043","chr14",24500001,24550000,"chr14-0043",0.006,-0.025,0.036,-0.041,0.033
"chr14-0044","chr14",24550001,24600000,"chr14-0044",-0.054,-0.102,-0.05,-0.093,-0.103
"chr14-0045","chr14",24600001,24650000,"chr14-0045",-0.004,-0.051,0.017,-0.053,-0.184
"chr14-0046","chr14",24650001,24700000,"chr14-0046",0.039,-0.018,0.06,0.022,0.003
"chr14-0047","chr14",24700001,24750000,"chr14-0047",-0.002,-0.15,-0.08,-0.162,-0.16
"chr14-0048","chr14",24750001,24800000,"chr14-0048",-0.068,-0.041,-0.04,-0.11,-0.078
"chr14-0049","chr14",24800001,24850000,"chr14-0049",-0.01,-0.067,-0.025,-0.043,-0.114
"chr14-0050","chr14",24850001,24900000,"chr14-0050",-0.004,-0.037,0.027,-0.066,-0.148
"chr14-0051","chr14",24900001,24950000,"chr14-0051",0.15,-0.077,0.112,0.046,0.072
"chr14-0052","chr14",24950001,25500000,"chr14-0052",-0.21,-0.101,-0.314,-0.183,-0.166
"chr14-0053","chr14",25500001,26650000,"chr14-0053",-0.04,0.079,-0.107,-0.076,-0.08
"chr14-0054","chr14",26650001,27100000,"chr14-0054",-0.113,-0.075,-0.259,-0.155,-0.082
"chr14-0055","chr14",27100001,29200000,"chr14-0055",-0.113,-0.039,-0.25,-0.285,-0.287
"chr14-0056","chr14",29200001,29250000,"chr14-0056",-0.058,0.024,-0.086,0.008,0.077
"chr14-0057","chr14",29250001,30350000,"chr14-0057",-0.014,0.147,-0.082,0.042,0.152
"chr14-0058","chr14",30350001,31000000,"chr14-0058",0.027,0.02,-0.02,0.059,0.183
"chr14-0059","chr14",31000001,31300000,"chr14-0059",-0.174,-0.089,-0.21,-0.236,-0.342
"chr14-0060","chr14",31300001,31450000,"chr14-0060",0.006,-0.013,0.068,-0.001,0.092
"chr14-0061","chr14",31450001,31500000,"chr14-0061",0.032,0.041,0.049,0.102,0.132
"chr14-0062","chr14",31500001,31700000,"chr14-0062",0.001,0.153,0.093,0.136,0.195
"chr14-0063","chr14",31700001,31900000,"chr14-0063",-0.118,-0.009,-0.115,-0.059,0.078
"chr14-0064","chr14",31900001,32050000,"chr14-0064",-0.073,0.057,-0.084,-0.059,0.017
"chr14-0065","chr14",32050001,32650000,"chr14-0065",0.013,0.101,0.01,0.107,0.094
"chr14-0066","chr14",32650001,33400000,"chr14-0066",-0.087,-0.059,-0.222,-0.116,-0.039
"chr14-0067","chr14",33400001,33450000,"chr14-0067",0.039,-0.004,0.083,0.112,0.109
"chr14-0068","chr14",33450001,34250000,"chr14-0068",-0.021,0.119,-0.112,0.004,0.178
"chr14-0069","chr14",34250001,34400000,"chr14-0069",-0.045,0.098,0.076,0.053,-0.091
"chr14-0070","chr14",34400001,34450000,"chr14-0070",-0.049,-0.066,-0.041,-0.099,-0.242
"chr14-0071","chr14",34450001,35000000,"chr14-0071",-0.047,0.044,0.008,0.005,0.159
"chr14-0072","chr14",35000001,35150000,"chr14-0072",0.143,0.182,0.168,0.215,0.221
"chr14-0073","chr14",35150001,35200000,"chr14-0073",0.013,0.133,0.005,0.088,0.239
"chr14-0074","chr14",35200001,35450000,"chr14-0074",0.125,0.213,0.112,0.194,0.109
"chr14-0075","chr14",35450001,35500000,"chr14-0075",-0.075,-0.166,-0.194,-0.199,-0.357
"chr14-0076","chr14",35500001,35600000,"chr14-0076",-0.014,0.063,0.169,0.145,0.204
"chr14-0077","chr14",35600001,35850000,"chr14-0077",0.044,-0.098,0.05,-0.069,-0.097
"chr14-0078","chr14",35850001,36000000,"chr14-0078",0.017,-0.128,-0.003,-0.056,0.016
"chr14-0079","chr14",36000001,36250000,"chr14-0079",-0.011,0.02,0.158,0.028,0.037
"chr14-0080","chr14",36250001,36300000,"chr14-0080",-0.001,0.039,0.042,-0.03,0.004
"chr14-0081","chr14",36300001,36950000,"chr14-0081",-0.118,-0.07,-0.14,-0.051,-0.038
"chr14-0082","chr14",36950001,37000000,"chr14-0082",-0.041,-0.133,-0.041,-0.221,-0.264
"chr14-0083","chr14",37000001,37100000,"chr14-0083",-0.12,-0.166,-0.017,-0.264,-0.368
"chr14-0084","chr14",37100001,37150000,"chr14-0084",-0.027,-0.132,-0.061,-0.211,-0.274
"chr14-0085","chr14",37150001,38050000,"chr14-0085",-0.077,0.012,-0.095,0.021,0.014
"chr14-0086","chr14",38050001,38100000,"chr14-0086",0.001,-0.023,0.025,-0.086,-0.095
"chr14-0087","chr14",38100001,38650000,"chr14-0087",-0.077,0.049,-0.136,-0.029,0.075
"chr14-0088","chr14",38650001,38700000,"chr14-0088",0.006,-0.119,-0.048,-0.316,-0.132
"chr14-0089","chr14",38700001,39550000,"chr14-0089",0.005,0.041,0.045,-0.009,-0.123
"chr14-0090","chr14",39550001,39600000,"chr14-0090",-0.114,0.032,-0.069,0.008,0.141
"chr14-0091","chr14",39600001,39650000,"chr14-0091",0.064,-0.042,0.024,-0.038,-0.038
"chr14-0092","chr14",39650001,39750000,"chr14-0092",0.139,0.164,0.097,0.157,0.128
"chr14-0093","chr14",39750001,39950000,"chr14-0093",-0.09,-0.051,-0.074,-0.113,0.018
"chr14-0094","chr14",39950001,42050000,"chr14-0094",-0.053,0.013,-0.155,-0.09,-0.022
"chr14-0095","chr14",42050001,42100000,"chr14-0095",-0.088,-0.184,-0.168,-0.205,-0.102
"chr14-0096","chr14",42100001,45350000,"chr14-0096",-0.124,0.024,-0.157,-0.097,-0.099
"chr14-0097","chr14",45350001,45400000,"chr14-0097",-0.011,0.07,-0.027,-0.002,0.104
"chr14-0098","chr14",45400001,45600000,"chr14-0098",-0.07,-0.204,-0.177,-0.214,-0.31
"chr14-0099","chr14",45600001,45650000,"chr14-0099",-0.165,-0.152,-0.212,-0.291,-0.327
"chr14-0100","chr14",45650001,45750000,"chr14-0100",0.059,0.039,0.101,0.048,0.026
"chr14-0101","chr14",45750001,47100000,"chr14-0101",-0.233,-0.034,-0.098,-0.3,0.041
"chr14-0102","chr14",47100001,48050000,"chr14-0102",-0.163,-0.049,-0.195,-0.116,0.01
"chr14-0103","chr14",48050001,50050000,"chr14-0103",-0.109,0.026,-0.118,-0.205,-0.176
"chr14-0104","chr14",50050001,50100000,"chr14-0104",0.052,-0.079,0.053,-0.053,-0.057
"chr14-0105","chr14",50100001,50150000,"chr14-0105",-0.037,0.021,0.174,0.005,-0.06
"chr14-0106","chr14",50150001,50200000,"chr14-0106",0.061,0.189,0.142,0.14,0.272
"chr14-0107","chr14",50200001,50300000,"chr14-0107",-0.015,0.05,0.108,0.078,0.041
"chr14-0108","chr14",50300001,50350000,"chr14-0108",0.03,0.022,-0.029,-0.027,-0.05
"chr14-0109","chr14",50350001,50450000,"chr14-0109",-0.015,0.145,0.122,0.158,0.14
"chr14-0110","chr14",50450001,50500000,"chr14-0110",0.125,0.146,0.107,0.137,0.14
"chr14-0111","chr14",50500001,50600000,"chr14-0111",0.069,0.094,0.073,0.187,0.254
"chr14-0112","chr14",50600001,50800000,"chr14-0112",-0.06,-0.008,0.035,-0.013,0.03
"chr14-0113","chr14",50800001,50950000,"chr14-0113",0.028,0.039,0.015,0.001,0.061
"chr14-0114","chr14",50950001,51100000,"chr14-0114",-0.076,-0.101,-0.085,-0.117,-0.027
"chr14-0115","chr14",51100001,51250000,"chr14-0115",-0.164,-0.067,-0.199,-0.195,-0.172
"chr14-0116","chr14",51250001,51300000,"chr14-0116",0.018,0.104,0.018,0.056,0.091
"chr14-0117","chr14",51300001,51400000,"chr14-0117",-0.034,0.017,-0.034,-0.009,0.093
"chr14-0118","chr14",51400001,51450000,"chr14-0118",-0.176,-0.091,-0.063,-0.101,-0.083
"chr14-0119","chr14",51450001,51600000,"chr14-0119",0.021,-0.037,0.135,-0.079,-0.222
"chr14-0120","chr14",51600001,51850000,"chr14-0120",-0.044,0.027,-0.075,0.028,0.143
"chr14-0121","chr14",51850001,52100000,"chr14-0121",0.001,0.133,-0.119,0.015,0.052
"chr14-0122","chr14",52100001,52200000,"chr14-0122",-0.1,-0.013,-0.035,-0.027,-0.037
"chr14-0123","chr14",52200001,52250000,"chr14-0123",-0.272,-0.422,-0.468,-0.518,-0.444
"chr14-0124","chr14",52250001,52450000,"chr14-0124",-0.021,-0.044,-0.221,0.032,0.08
"chr14-0125","chr14",52450001,52500000,"chr14-0125",-0.193,-0.048,-0.339,-0.29,-0.296
"chr14-0126","chr14",52500001,52550000,"chr14-0126",-0.026,-0.012,0.056,-0.131,-0.197
"chr14-0127","chr14",52550001,52750000,"chr14-0127",0.083,0.06,0.078,0.003,-0.085
"chr14-0128","chr14",52750001,53000000,"chr14-0128",-0.108,-0.01,-0.075,-0.118,-0.162
"chr14-0129","chr14",53000001,53150000,"chr14-0129",0.088,0.144,0.216,0.164,0.052
"chr14-0130","chr14",53150001,53200000,"chr14-0130",0.051,0.175,0.176,0.07,0.187
"chr14-0131","chr14",53200001,53400000,"chr14-0131",-0.057,0.038,0.003,-0.03,0.16
"chr14-0132","chr14",53400001,53450000,"chr14-0132",0.004,-0.008,0.059,0.064,0.104
"chr14-0133","chr14",53450001,53650000,"chr14-0133",0.057,0.07,0.137,0.107,0.031
"chr14-0134","chr14",53650001,54000000,"chr14-0134",-0.101,-0.032,-0.089,-0.069,-0.053
"chr14-0135","chr14",54000001,54400000,"chr14-0135",-0.009,0.154,-0.111,0.011,0.048
"chr14-0136","chr14",54400001,54450000,"chr14-0136",0.038,-0.053,-0.03,-0.088,-0.12
"chr14-0137","chr14",54450001,54700000,"chr14-0137",-0.014,-0.029,-0.156,-0.024,-0.001
"chr14-0138","chr14",54700001,54900000,"chr14-0138",0.034,0.123,0.12,0.104,0.026
"chr14-0139","chr14",54900001,54950000,"chr14-0139",-0.16,0.056,-0.109,-0.033,0.043
"chr14-0140","chr14",54950001,55000000,"chr14-0140",-0.098,0.024,-0.062,0.024,0.058
"chr14-0141","chr14",55000001,55050000,"chr14-0141",0.071,0.11,0.259,0.166,0.079
"chr14-0142","chr14",55050001,55200000,"chr14-0142",-0.053,0.037,-0.184,0.033,-0.02
"chr14-0143","chr14",55200001,55250000,"chr14-0143",-0.06,0.031,-0.078,-0.014,0.047
"chr14-0144","chr14",55250001,55400000,"chr14-0144",0.073,0.105,0.037,0.111,0.106
"chr14-0145","chr14",55400001,55550000,"chr14-0145",0.026,0.046,0.042,0.025,0.043
"chr14-0146","chr14",55550001,55600000,"chr14-0146",-0.095,-0.079,-0.048,-0.024,0.063
"chr14-0147","chr14",55600001,55700000,"chr14-0147",-0.153,-0.175,-0.116,-0.115,-0.076
"chr14-0148","chr14",55700001,55750000,"chr14-0148",-0.006,0.06,0.014,0.014,0.008
"chr14-0149","chr14",55750001,55900000,"chr14-0149",0.089,0.123,0.003,0.122,0.143
"chr14-0150","chr14",55900001,55950000,"chr14-0150",-0.008,0.104,0.04,0.224,0.294
"chr14-0151","chr14",55950001,56050000,"chr14-0151",-0.103,0.044,0.074,0.145,0.038
"chr14-0152","chr14",56050001,56250000,"chr14-0152",-0.002,0.031,-0.103,-0.01,0.082
