"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr19-0231","chr19",15100001,15200000,"chr19-0231",-0.322,-0.055,-0.121,-0.203,-0.046,-0.012,-0.12,-0.128,-0.033
"chr19-0232","chr19",15200001,15250000,"chr19-0232",0.146,0.198,0.166,0.142,0.114,0.181,0.174,0.151,0.18
"chr19-0233","chr19",15250001,15300000,"chr19-0233",-0.032,0.084,0.431,0.155,0.062,-0.042,-0.006,0.126,0.058
"chr19-0234","chr19",15300001,15350000,"chr19-0234",0.133,0.18,0.387,0.184,0.077,0.075,0.143,0.137,0.095
"chr19-0235","chr19",15350001,15450000,"chr19-0235",0.03,-0.029,0.027,-0.035,-0.032,-0.039,0.046,-0.117,-0.001
"chr19-0236","chr19",15450001,15500000,"chr19-0236",0.23,0.156,0.206,0.227,0.236,0.205,0.202,0.325,0.259
"chr19-0237","chr19",15500001,15550000,"chr19-0237",0.014,-0.044,-0.361,-0.03,0.08,0.108,0.039,0.035,-0.011
"chr19-0238","chr19",15550001,15600000,"chr19-0238",0.012,0.116,0.09,-0.002,0.049,0.046,0.089,-0.032,0.089
"chr19-0239","chr19",15600001,15700000,"chr19-0239",-0.194,-0.06,-0.284,-0.201,-0.098,0.016,-0.016,-0.149,-0.216
"chr19-0240","chr19",15700001,15800000,"chr19-0240",-0.315,-0.066,-0.326,-0.229,-0.104,-0.122,-0.141,-0.191,-0.126
"chr19-0241","chr19",15800001,15900000,"chr19-0241",-0.3,-0.033,0.198,-0.094,-0.086,-0.03,-0.157,-0.171,-0.048
"chr19-0242","chr19",15900001,15950000,"chr19-0242",-0.224,0.094,0.066,-0.032,-0.018,-0.019,-0.205,-0.046,0.09
"chr19-0243","chr19",15950001,16050000,"chr19-0243",-0.257,-0.083,0.165,-0.044,-0.081,-0.077,-0.229,-0.034,0.087
"chr19-0244","chr19",16050001,16150000,"chr19-0244",0.052,0.063,0.12,-0.162,0.118,0.242,0.124,0.165,0.179
"chr19-0245","chr19",16150001,16200000,"chr19-0245",0.137,0.098,0.055,0.058,0.091,-0.06,0.067,0.056,-0.004
"chr19-0246","chr19",16200001,16250000,"chr19-0246",-0.04,-0.023,0.136,0.156,0.053,0.021,0.035,0.109,0.048
"chr19-0247","chr19",16250001,16300000,"chr19-0247",0.063,0.195,0.261,0.158,0.098,0.081,0.04,0.098,0.067
"chr19-0248","chr19",16300001,16350000,"chr19-0248",0.128,-0.028,-0.133,0.044,0.036,-0.028,0.153,0.106,-0.071
"chr19-0249","chr19",16350001,16450000,"chr19-0249",0.17,0.201,0.228,0.231,0.157,0.113,0.16,0.175,0.208
"chr19-0250","chr19",16450001,16600000,"chr19-0250",0.201,0.114,0.302,0.114,0.088,0.052,0.199,0.092,0.131
"chr19-0251","chr19",16600001,16650000,"chr19-0251",0.071,0.109,0.437,0.159,0.096,0.073,0.078,0.148,0.126
"chr19-0252","chr19",16650001,16700000,"chr19-0252",0.186,0.112,0.124,0.137,0.072,-0.003,0.105,0.161,0.095
"chr19-0253","chr19",16700001,16800000,"chr19-0253",0.134,0.039,0.051,0.024,0.133,0.088,0.188,0.162,0.045
"chr19-0254","chr19",16800001,16950000,"chr19-0254",-0.07,0.199,0.207,-0.036,0.129,0.068,-0.055,0.057,0.09
"chr19-0255","chr19",16950001,17000000,"chr19-0255",0.012,0.043,0.379,0.123,0.073,0.028,0.106,0.076,0.073
"chr19-0256","chr19",17000001,17050000,"chr19-0256",-0.005,0.094,0.357,0.159,0.055,0.096,0.139,0.111,0.08
"chr19-0257","chr19",17050001,17200000,"chr19-0257",0.202,0.064,-0.067,0.148,0.062,0.092,0.267,0.236,0.234
"chr19-0258","chr19",17200001,17300000,"chr19-0258",0.111,0.09,0.419,0.15,0.082,0.038,0.098,0.161,0.076
"chr19-0259","chr19",17300001,17350000,"chr19-0259",0.086,0.06,0.148,0.132,0.11,0.064,0.111,0.164,0.084
"chr19-0260","chr19",17350001,17400000,"chr19-0260",0.21,0.177,0.157,0.054,0.136,0.118,0.162,0.069,0.086
"chr19-0261","chr19",17400001,17450000,"chr19-0261",0.16,0.064,0.123,0.106,0.082,0.056,0.132,0.123,0.046
"chr19-0262","chr19",17450001,17500000,"chr19-0262",0.071,0.137,0.312,0.092,-0.008,0.083,0.087,0.087,0.011
"chr19-0263","chr19",17500001,17550000,"chr19-0263",0.053,0.073,0.093,0.162,0.065,0.061,0.114,0.098,0.067
"chr19-0264","chr19",17550001,17600000,"chr19-0264",0.281,0.142,0.226,0.178,0.104,0.133,0.319,0.223,0.13
"chr19-0265","chr19",17600001,17650000,"chr19-0265",0.074,0.116,0.279,0.085,0.073,0.062,0.074,0.078,0.056
"chr19-0266","chr19",17650001,17700000,"chr19-0266",0.129,0.116,0.135,0.144,0.138,0.106,0.146,0.203,0.159
"chr19-0267","chr19",17700001,17750000,"chr19-0267",-0.129,-0.053,-0.03,-0.042,-0.017,0.112,-0.038,-0.031,-0.054
"chr19-0268","chr19",17750001,17800000,"chr19-0268",0.041,0.002,-0.077,-0.016,-0.027,0.015,0.142,0.093,0.023
"chr19-0269","chr19",17800001,17850000,"chr19-0269",0.168,0.142,0.396,0.225,0.164,0.073,0.154,0.225,0.183
"chr19-0270","chr19",17850001,17900000,"chr19-0270",0.009,0.128,0.177,0.056,0.058,0.007,0.024,0.072,-0.039
"chr19-0271","chr19",17900001,17950000,"chr19-0271",-0.034,0.112,0.236,-0.008,0.044,0.104,0.074,0.069,0.025
"chr19-0272","chr19",17950001,18000000,"chr19-0272",0.046,0.05,-0.022,-0.083,0.055,0.086,0.074,0.033,-0.016
"chr19-0273","chr19",18000001,18050000,"chr19-0273",0.054,-0.008,0.005,0.082,0.065,-0.022,0.105,0.06,-0.072
"chr19-0274","chr19",18050001,18100000,"chr19-0274",0.068,0.162,0.2,0.178,0.104,0.081,0.121,0.156,0.189
"chr19-0275","chr19",18100001,18200000,"chr19-0275",0.114,0.142,0.309,0.125,0.122,0.111,0.045,0.157,0.12
"chr19-0276","chr19",18200001,18250000,"chr19-0276",0.148,0.092,0.239,0.069,0.092,0.122,0.242,0.129,0.095
"chr19-0277","chr19",18250001,18300000,"chr19-0277",0.07,0.084,0.085,0.11,0.074,0.08,0.112,0.146,0.062
"chr19-0278","chr19",18300001,18350000,"chr19-0278",0.107,-0.002,-0.036,0.053,0.036,0.064,0.15,0.054,0.003
"chr19-0279","chr19",18350001,18400000,"chr19-0279",0.035,0.066,0.167,0.063,0,-0.002,0.112,0.133,0.058
"chr19-0280","chr19",18400001,18450000,"chr19-0280",0.055,0.06,0.193,0.122,0.084,0.028,0.124,0.079,0.036
"chr19-0281","chr19",18450001,18500000,"chr19-0281",0.265,0.114,0.144,0.199,0.152,0.118,0.331,0.208,0.132
"chr19-0282","chr19",18500001,18550000,"chr19-0282",0.193,-0.108,-0.032,-0.067,0.02,0.016,0.142,0.086,-0.007
"chr19-0283","chr19",18550001,18650000,"chr19-0283",-0.017,0.02,0.051,0.028,0.068,0.032,0.02,0.064,-0.016
"chr19-0284","chr19",18650001,18700000,"chr19-0284",0.138,0.15,0.214,0.122,0.134,0.097,0.07,0.162,0.05
"chr19-0285","chr19",18700001,18750000,"chr19-0285",0.2,0.036,0.068,0.109,0.079,0.136,0.162,0.139,0.096
"chr19-0286","chr19",18750001,18800000,"chr19-0286",0.027,0.131,0.21,0.066,0.064,0.092,0.09,0.128,0.119
"chr19-0287","chr19",18800001,18900000,"chr19-0287",0.086,0.114,0.375,0.16,0.079,0.069,0.148,0.125,0.068
"chr19-0288","chr19",18900001,18950000,"chr19-0288",0.184,0.213,0.279,0.184,0.148,0.123,0.068,0.202,0.196
"chr19-0289","chr19",18950001,19000000,"chr19-0289",0.02,0.112,0.072,0.022,0.037,0.09,0.038,0.031,0.033
"chr19-0290","chr19",19000001,19050000,"chr19-0290",0.139,0.087,0.14,0.146,0.099,0.051,0.069,0.15,0.102
"chr19-0291","chr19",19050001,19100000,"chr19-0291",0.242,0.096,0.069,0.125,0.103,0.115,0.132,0.131,0.119
"chr19-0292","chr19",19100001,19200000,"chr19-0292",0.202,0.166,0.108,0.211,0.116,0.06,-0.011,0.126,0.052
"chr19-0293","chr19",19200001,19250000,"chr19-0293",-0.026,0.002,0.197,0.125,0.095,0.161,0.068,0.073,-0.031
"chr19-0294","chr19",19250001,19300000,"chr19-0294",0.171,0.128,0.473,0.083,0.103,0.137,0.188,0.181,0.084
"chr19-0295","chr19",19300001,19350000,"chr19-0295",0.17,0.092,0.202,0.105,0.081,0.082,0.156,0.182,0.102
"chr19-0296","chr19",19350001,19400000,"chr19-0296",-0.086,0.096,0.089,0.053,0.005,0.062,-0.036,0.019,0.101
"chr19-0297","chr19",19400001,19450000,"chr19-0297",0.162,-0.017,0.151,0.196,0.013,-0.021,0.009,0.18,0.028
"chr19-0298","chr19",19450001,19600000,"chr19-0298",0.075,0.217,0.092,0.119,0.179,0.117,0.144,0.188,0.161
"chr19-0299","chr19",19600001,19650000,"chr19-0299",0.041,0.006,0.154,0.094,-0.02,-0.009,0.09,0.058,0.018
"chr19-0300","chr19",19650001,19700000,"chr19-0300",-0.015,-0.034,0.152,0.016,-0.004,-0.021,0.079,0.068,-0.046
"chr19-0301","chr19",19700001,19750000,"chr19-0301",-0.01,0.097,0.301,0.155,0.017,0.029,0.118,0.164,0.051
"chr19-0302","chr19",19750001,19800000,"chr19-0302",0.193,0.084,0.1,0.108,0.086,0.121,0.183,0.162,0.108
"chr19-0303","chr19",19800001,19850000,"chr19-0303",0.154,0.064,0.119,0.095,-0.062,0.021,0.051,0.156,0.06
"chr19-0304","chr19",19850001,19950000,"chr19-0304",0.184,0.106,0.037,0.067,0.046,0.034,0.14,0.055,0.052
"chr19-0305","chr19",19950001,20150000,"chr19-0305",0.425,0.263,0.507,0.336,0.202,0.134,0.312,0.306,0.235
"chr19-0306","chr19",20150001,20200000,"chr19-0306",0.067,0.076,0.149,0.229,0.005,0.042,-0.011,0.099,-0.025
"chr19-0307","chr19",20200001,20523415,"chr19-0307",0.11,0.131,0.373,0.17,0.08,-0.048,0.009,0.106,0.035
"chr19-0308","chr19",20573416,21150000,"chr19-0308",-0.118,0.073,0.274,0.127,0.012,-0.106,-0.123,0.043,0.055
"chr19-0309","chr19",21150001,21500000,"chr19-0309",0.205,0.169,0.509,0.464,0.155,0.03,0.033,0.371,0.168
"chr19-0310","chr19",21500001,21550000,"chr19-0310",0.304,0.138,0.365,0.304,0.038,-0.034,0.002,0.16,0.046
"chr19-0311","chr19",21550001,21650000,"chr19-0311",0.246,0.231,0.181,0.264,0.183,0.052,0.007,0.084,0.115
"chr19-0312","chr19",21650001,21700000,"chr19-0312",0.179,0.126,0.274,0.224,0.064,0.054,0.044,0.201,0.114
"chr19-0313","chr19",21700001,22000000,"chr19-0313",-0.004,0.044,0.364,0.21,0.077,-0.065,0.032,0.038,0.028
"chr19-0314","chr19",22000001,22200000,"chr19-0314",0.139,0.1,0.319,0.041,-0.031,-0.039,0.034,0.036,-0.008
"chr19-0315","chr19",22200001,22350000,"chr19-0315",-0.157,-0.005,0.203,-0.076,-0.048,-0.204,-0.176,-0.012,-0.233
"chr19-0316","chr19",22350001,22800000,"chr19-0316",-0.087,-0.009,0.186,0.073,-0.021,-0.031,-0.086,0.006,0.054
"chr19-0317","chr19",22800001,22850000,"chr19-0317",0.237,0.038,0.205,0.035,0.066,0.008,0.069,0.086,0.022
"chr19-0318","chr19",22850001,23250000,"chr19-0318",-0.001,0.123,0.419,0.114,0.034,-0.043,-0.065,0.032,0.12
"chr19-0319","chr19",23250001,23300000,"chr19-0319",0.326,0.049,0.221,0.167,-0.032,0.053,0.017,0.154,-0.056
"chr19-0320","chr19",23300001,23550000,"chr19-0320",0.177,0.201,0.486,0.143,0.118,0.118,0.02,0.173,0.068
"chr19-0321","chr19",23550001,23900000,"chr19-0321",-0.047,0.087,0.239,0.057,0.072,0.039,0.011,0.097,0.061
"chr19-0322","chr19",23900001,23950000,"chr19-0322",0.15,0.123,0.437,0.128,0.052,0.005,0.162,0.063,0.09
"chr19-0323","chr19",23950001,24631782,"chr19-0323",-0.129,0.028,0.064,0.019,-0.025,-0.005,-0.183,-0.09,-0.049
"chr19-0324","chr19",27731783,28300000,"chr19-0324",-0.02,-0.016,0.343,0.086,0.004,-0.054,-0.281,-0.035,-0.034
"chr19-0325","chr19",28300001,29700000,"chr19-0325",-0.229,-0.067,-0.112,-0.15,0.014,0.015,-0.423,-0.159,-0.054
"chr19-0326","chr19",29700001,30000000,"chr19-0326",-0.217,-0.083,-0.257,0.02,0.038,-0.045,-0.424,0.014,-0.06
"chr19-0327","chr19",30000001,30050000,"chr19-0327",0.009,-0.151,-0.144,-0.087,-0.04,0.018,-0.153,-0.027,-0.056
"chr19-0328","chr19",30050001,30150000,"chr19-0328",-0.084,-0.093,-0.069,0.006,-0.156,0.036,-0.24,-0.076,-0.083
"chr19-0329","chr19",30150001,30200000,"chr19-0329",0.111,-0.019,0.175,0.055,-0.005,-0.036,-0.119,0.082,0.04
"chr19-0330","chr19",30200001,30300000,"chr19-0330",-0.028,0.053,-0.102,-0.088,0.071,-0.044,-0.146,0.045,-0.041
"chr19-0331","chr19",30300001,30350000,"chr19-0331",0.222,0.239,0.348,0.285,0.186,0.08,-0.005,0.245,0.305
"chr19-0332","chr19",30350001,30700000,"chr19-0332",-0.022,0.087,0.37,0.139,0.178,0.095,-0.138,0.121,0.151
"chr19-0333","chr19",30700001,30750000,"chr19-0333",0.35,0.088,0.328,0.101,0.126,0.062,-0.236,0.131,0.112
"chr19-0334","chr19",30750001,30900000,"chr19-0334",-0.145,-0.02,-0.1,-0.119,0.021,0.005,-0.394,-0.136,0.018
"chr19-0335","chr19",30900001,30950000,"chr19-0335",-0.335,0.014,-0.013,-0.04,-0.004,-0.042,-0.435,0.003,0.071
"chr19-0336","chr19",30950001,31800000,"chr19-0336",0.013,-0.004,-0.125,-0.014,-0.017,-0.05,-0.271,0.005,-0.036
"chr19-0337","chr19",31800001,31850000,"chr19-0337",0.206,0.093,0.12,0.126,0.115,0.058,-0.112,0.141,0.092
"chr19-0338","chr19",31850001,33050000,"chr19-0338",0.007,0.073,0.06,-0.035,0.05,0.016,-0.313,0.025,0.058
"chr19-0339","chr19",33050001,33150000,"chr19-0339",-0.167,0.219,0.24,0.1,0.101,0.011,-0.223,0.039,0.044
"chr19-0340","chr19",33150001,33200000,"chr19-0340",0.122,0.016,-0.081,0.044,0.086,0.058,-0.064,0.157,0.139
"chr19-0341","chr19",33200001,33450000,"chr19-0341",-0.018,0.263,0.514,0.17,0.114,0.011,-0.161,0.12,0.041
"chr19-0342","chr19",33450001,33500000,"chr19-0342",0.099,0.068,-0.004,0.047,0.038,0.05,-0.228,-0.014,-0.075
"chr19-0343","chr19",33500001,33600000,"chr19-0343",0.188,0.265,0.23,0.015,0.083,0.087,-0.153,0.157,0.049
"chr19-0344","chr19",33600001,33650000,"chr19-0344",-0.116,0.23,0.564,0.249,0.113,0.004,-0.37,0.164,0.197
"chr19-0345","chr19",33650001,33700000,"chr19-0345",0.057,0.07,0.191,0.158,0.096,0.053,-0.011,0.145,0.038
"chr19-0346","chr19",33700001,33750000,"chr19-0346",0.081,0.066,0.052,-0.019,0.033,0.126,-0.125,0.025,-0.043
"chr19-0347","chr19",33750001,33850000,"chr19-0347",0.066,0.051,0.041,0.058,-0.015,0.046,-0.025,0.118,0.088
"chr19-0348","chr19",33850001,33900000,"chr19-0348",0.023,0.088,0.105,0.076,0.04,0.033,-0.064,0.098,0.103
"chr19-0349","chr19",33900001,34100000,"chr19-0349",0.239,-0.057,0.089,0.052,0.013,-0.133,-0.114,0.022,0.013
"chr19-0350","chr19",34100001,34150000,"chr19-0350",-0.058,-0.013,-0.14,-0.06,0.049,0.039,-0.278,-0.008,-0.029
"chr19-0351","chr19",34150001,34250000,"chr19-0351",-0.306,-0.197,-0.679,-0.435,-0.155,-0.005,-0.333,-0.276,-0.256
"chr19-0352","chr19",34250001,34300000,"chr19-0352",0.047,0.06,0.069,-0.044,0.137,0.07,-0.086,0.026,0.019
"chr19-0353","chr19",34300001,34650000,"chr19-0353",0.127,0.133,0.294,0.135,0.138,0.168,-0.063,0.146,0.119
"chr19-0354","chr19",34650001,34850000,"chr19-0354",-0.129,0.106,-0.08,0.146,0.087,0.121,-0.239,0.041,0.074
"chr19-0355","chr19",34850001,34900000,"chr19-0355",0.098,0.057,0.088,0.111,0.05,0.082,-0.203,0.083,0.005
"chr19-0356","chr19",34900001,35050000,"chr19-0356",0.08,0.112,0.313,0.155,0.011,-0.017,-0.074,0.155,0.082
"chr19-0357","chr19",35050001,35100000,"chr19-0357",-0.261,-0.208,-0.177,-0.311,-0.196,-0.009,-0.311,-0.195,-0.173
"chr19-0358","chr19",35100001,35200000,"chr19-0358",0.025,-0.131,-0.171,0.01,-0.049,-0.019,-0.205,-0.021,-0.03
"chr19-0359","chr19",35200001,35250000,"chr19-0359",0.023,-0.272,-0.425,-0.022,0.007,0.021,-0.143,-0.063,-0.032
"chr19-0360","chr19",35250001,35350000,"chr19-0360",-0.086,-0.034,-0.019,-0.043,-0.009,-0.067,-0.145,-0.043,-0.084
"chr19-0361","chr19",35350001,35450000,"chr19-0361",-0.239,-0.04,-0.235,-0.124,-0.043,0.055,-0.511,-0.076,-0.109
"chr19-0362","chr19",35450001,35500000,"chr19-0362",0.146,0.025,-0.197,0.1,0.036,0.036,-0.061,0.03,-0.03
"chr19-0363","chr19",35500001,35600000,"chr19-0363",0.138,0.089,0.315,0.082,0.066,0.141,-0.021,0.053,0.041
"chr19-0364","chr19",35600001,35650000,"chr19-0364",0.039,-0.03,-0.121,-0.027,-0.026,0.013,0.007,-0.029,-0.067
"chr19-0365","chr19",35650001,35750000,"chr19-0365",-0.182,-0.088,-0.285,-0.213,-0.135,-0.052,-0.123,-0.026,-0.107
"chr19-0366","chr19",35750001,35800000,"chr19-0366",0,0.057,0.21,0.038,0.025,0.046,-0.09,0.01,0.008
"chr19-0367","chr19",35800001,35850000,"chr19-0367",-0.224,0.055,0.104,-0.177,0.011,-0.006,-0.157,-0.151,-0.06
"chr19-0368","chr19",35850001,36000000,"chr19-0368",-0.211,0.083,0.15,-0.014,-0.031,-0.075,-0.157,-0.054,0.044
"chr19-0369","chr19",36000001,36050000,"chr19-0369",-0.039,-0.121,-0.067,-0.135,-0.071,-0.002,-0.105,-0.024,-0.058
"chr19-0370","chr19",36050001,36150000,"chr19-0370",0.164,0.08,0.054,0.07,0.079,0.059,-0.032,0.093,0.018
"chr19-0371","chr19",36150001,36200000,"chr19-0371",0.034,0.16,0.192,-0.008,0.038,0.083,-0.1,0.119,0.031
"chr19-0372","chr19",36200001,36250000,"chr19-0372",0.145,-0.008,-0.008,-0.006,0.046,-0.001,-0.046,0.061,-0.023
"chr19-0373","chr19",36250001,36300000,"chr19-0373",0.185,0.128,0.252,0.123,0.098,0.12,-0.063,0.248,0.131
"chr19-0374","chr19",36300001,36350000,"chr19-0374",-0.054,0.009,-0.093,-0.15,-0.074,0.034,-0.12,0.034,0.021
"chr19-0375","chr19",36350001,36400000,"chr19-0375",0.079,0.106,0.103,0.009,0.037,0.038,0.008,0.076,0.001
"chr19-0376","chr19",36400001,36450000,"chr19-0376",-0.024,0.061,0.17,0.06,0.085,0.016,-0.143,0.133,0.109
"chr19-0377","chr19",36450001,36500000,"chr19-0377",0.15,0.073,0.107,0.027,0.125,0.037,-0.108,0.011,-0.046
"chr19-0378","chr19",36500001,36600000,"chr19-0378",0.123,-0.058,-0.018,0.003,0.025,0.02,-0.106,0.039,0.023
"chr19-0379","chr19",36600001,36650000,"chr19-0379",0.178,0.007,0.009,0.084,0.077,0.052,-0.045,0.077,0.019
"chr19-0380","chr19",36650001,36750000,"chr19-0380",0.105,0.082,0.064,0.021,0.123,0.085,-0.164,0.086,0.042
"chr19-0381","chr19",36750001,36850000,"chr19-0381",-0.211,0.122,0.085,-0.018,0.016,-0.049,-0.522,-0.141,0.016
"chr19-0382","chr19",36850001,36950000,"chr19-0382",0.052,0.071,-0.034,-0.037,0.124,0.115,-0.279,0.063,-0.003
"chr19-0383","chr19",36950001,37000000,"chr19-0383",0.124,0.031,-0.349,-0.04,0.038,0.044,-0.157,0.022,-0.019
"chr19-0384","chr19",37000001,37050000,"chr19-0384",0.072,0.074,-0.402,-0.069,0.06,0.084,-0.244,0.091,0.038
"chr19-0385","chr19",37050001,37100000,"chr19-0385",0.201,0.077,0.013,0.158,-0.006,0.047,-0.104,0.12,0.093
"chr19-0386","chr19",37100001,37250000,"chr19-0386",0.118,0.123,0.066,0.12,0.063,0.069,-0.221,0.079,0.02
"chr19-0387","chr19",37250001,37300000,"chr19-0387",0.121,0.165,0.062,0.023,0.11,0.051,-0.233,0.028,0.056
"chr19-0388","chr19",37300001,37350000,"chr19-0388",-0.005,-0.067,-0.41,-0.272,0.017,-0.01,-0.26,-0.134,-0.087
"chr19-0389","chr19",37350001,37450000,"chr19-0389",0.076,0.101,0.137,0.139,0.093,0.119,0.004,0.141,0.081
"chr19-0390","chr19",37450001,37600000,"chr19-0390",0.103,0.066,0.091,0.079,0.074,0.057,-0.172,0.094,0.128
"chr19-0391","chr19",37600001,37700000,"chr19-0391",0.156,0.137,0.002,0.122,0.136,0.01,-0.24,0.095,0.119
"chr19-0392","chr19",37700001,37750000,"chr19-0392",0.229,0.155,0.281,0.224,0.107,0.05,-0.209,0.126,0.093
"chr19-0393","chr19",37750001,37850000,"chr19-0393",0.018,-0.013,0.136,0.034,-0.033,-0.092,-0.253,0.009,0.007
"chr19-0394","chr19",37850001,37950000,"chr19-0394",0.108,0.077,-0.045,0.051,0.003,0.049,-0.24,0.167,0.107
"chr19-0395","chr19",37950001,38000000,"chr19-0395",0.184,-0.05,-0.247,0.034,-0.037,0.051,-0.165,0.02,-0.097
"chr19-0396","chr19",38000001,38050000,"chr19-0396",0.112,0.006,0.123,0.158,-0.086,-0.039,-0.083,0.039,-0.007
"chr19-0397","chr19",38050001,38150000,"chr19-0397",0.004,-0.071,-0.165,-0.011,0.057,0.102,-0.256,0.019,0.063
"chr19-0398","chr19",38150001,38250000,"chr19-0398",0.032,0.084,0.104,0.136,0.11,0.067,-0.289,0.144,0.136
"chr19-0399","chr19",38250001,38300000,"chr19-0399",0.011,0.04,0.124,0.005,-0.029,-0.127,-0.19,0.048,0.077
"chr19-0400","chr19",38300001,38400000,"chr19-0400",-0.041,0.152,0.153,0.073,0.089,0.092,-0.035,-0.004,0.078
"chr19-0401","chr19",38400001,38700000,"chr19-0401",-0.009,0.208,0.486,0.166,0.092,0.018,-0.052,0.124,0.141
"chr19-0402","chr19",38700001,38750000,"chr19-0402",0.095,0.065,0.131,-0.002,0.088,0.022,-0.001,0.05,0.041
"chr19-0403","chr19",38750001,38800000,"chr19-0403",0.142,0.111,0.231,0.052,0.077,0.031,-0.036,0.152,0.094
"chr19-0404","chr19",38800001,38850000,"chr19-0404",0.184,0.077,0.326,0.136,0.102,0.032,-0.026,0.125,0.016
"chr19-0405","chr19",38850001,38900000,"chr19-0405",0.112,0.043,0.183,0.146,0.094,0.05,-0.068,0.144,0.04
"chr19-0406","chr19",38900001,38950000,"chr19-0406",-0.007,0.097,0.207,0.023,-0.034,0.025,-0.141,0.068,0.005
"chr19-0407","chr19",38950001,39000000,"chr19-0407",-0.125,0.15,0.412,0.095,0.053,0.024,-0.183,0.111,0.049
"chr19-0408","chr19",39000001,39100000,"chr19-0408",-0.012,0.148,0.423,0.074,0.058,0.051,-0.127,0.139,0.034
"chr19-0409","chr19",39100001,39150000,"chr19-0409",0.132,0.052,0.235,0.213,0.13,0.075,0.053,0.183,0.191
"chr19-0410","chr19",39150001,39250000,"chr19-0410",0.181,0.049,0.231,0.07,0.051,0.129,0.129,0.198,0.091
"chr19-0411","chr19",39250001,39300000,"chr19-0411",-0.073,0.055,0.154,-0.06,-0.005,0.014,-0.118,0.045,0.08
"chr19-0412","chr19",39300001,39350000,"chr19-0412",0.153,0.065,0.092,0.076,0.049,0.022,-0.138,0.04,-0.035
"chr19-0413","chr19",39350001,39400000,"chr19-0413",0.127,0.066,0.119,0.042,0.069,0.029,-0.102,0.067,0.007
"chr19-0414","chr19",39400001,39450000,"chr19-0414",0.023,-0.012,-0.221,-0.08,0.033,0.032,-0.217,-0.043,-0.07
"chr19-0415","chr19",39450001,39550000,"chr19-0415",0.137,0.133,-0.052,0.113,0.159,0.091,-0.035,0.233,0.112
"chr19-0416","chr19",39550001,39650000,"chr19-0416",0.221,0.115,0.285,0.087,0.113,0.073,-0.028,0.112,0.083
"chr19-0417","chr19",39650001,39700000,"chr19-0417",-0.161,-0.027,0.213,0.01,-0.023,-0.022,-0.103,0.012,-0.01
"chr19-0418","chr19",39700001,39800000,"chr19-0418",-0.197,0.014,0.197,-0.011,0.012,0.008,-0.111,-0.086,-0.035
"chr19-0419","chr19",39800001,39850000,"chr19-0419",-0.059,0.13,0.064,0.094,0.045,0.004,-0.177,0.109,0.09
"chr19-0420","chr19",39850001,39900000,"chr19-0420",0.27,-0.032,0.032,0.115,-0.005,0.066,0.099,0.151,0.026
"chr19-0421","chr19",39900001,39950000,"chr19-0421",0.129,0.038,-0.098,0.093,0.07,0.036,-0.098,0.055,0.001
"chr19-0422","chr19",39950001,40000000,"chr19-0422",0.128,0.103,0.265,0.125,0.009,0.086,0.027,0.14,0.087
"chr19-0423","chr19",40000001,40050000,"chr19-0423",0.042,0.007,-0.055,0.009,0.009,0.051,-0.143,0.077,0.023
"chr19-0424","chr19",40050001,40300000,"chr19-0424",-0.686,-0.047,-0.367,-0.471,-0.029,-0.032,-0.799,-0.457,-0.15
"chr19-0425","chr19",40300001,40350000,"chr19-0425",0.152,-0.052,-0.107,-0.029,0.008,0.161,-0.163,0.071,-0.003
"chr19-0426","chr19",40350001,40400000,"chr19-0426",-0.208,0.053,0.245,0.055,0.061,0.04,-0.234,0.022,0.08
"chr19-0427","chr19",40400001,40450000,"chr19-0427",-0.235,0.08,0.263,-0.018,-0.007,-0.07,-0.101,-0.04,0.097
"chr19-0428","chr19",40450001,40550000,"chr19-0428",0.084,-0.002,-0.205,-0.057,0.042,-0.007,-0.162,-0.042,-0.094
"chr19-0429","chr19",40550001,40700000,"chr19-0429",0.001,0.16,-0.02,0.076,0.111,0.068,-0.171,0.088,0.091
"chr19-0430","chr19",40700001,40750000,"chr19-0430",-0.021,0.077,0.126,0.104,0.08,0.053,-0.101,0.044,0.066
"chr19-0431","chr19",40750001,40850000,"chr19-0431",0.091,0.057,-0.243,0.053,0.145,0.1,-0.158,0.158,0.048
"chr19-0432","chr19",40850001,40900000,"chr19-0432",0.021,0.072,0.285,0.1,0.072,0.035,-0.14,0.063,0.012
"chr19-0433","chr19",40900001,40950000,"chr19-0433",0.144,0.09,0.104,0.092,0.061,0.081,-0.004,0.082,0.008
"chr19-0434","chr19",40950001,41000000,"chr19-0434",0.03,0.08,-0.002,0.069,0.033,-0.016,-0.117,0.096,0.069
"chr19-0435","chr19",41000001,41050000,"chr19-0435",-0.004,0.296,0.311,0.326,0.227,0.027,-0.036,0.246,0.31
"chr19-0436","chr19",41050001,41100000,"chr19-0436",0.036,0.049,0.234,0.125,0.045,0.012,-0.047,0.117,0.087
"chr19-0437","chr19",41100001,41150000,"chr19-0437",0.189,0.067,0.311,0.227,0.068,0.084,0.037,0.206,0.11
"chr19-0438","chr19",41150001,41200000,"chr19-0438",0.375,0.184,0.295,0.255,0.183,0.163,0.166,0.28,0.172
