"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr12-116","chr12",117000001,118000000,"chr12-116",0.057,0.018,0.064,0.042,0.066
"chr12-117","chr12",118000001,119000000,"chr12-117",0.112,0.142,0.178,0.177,0.198
"chr12-118","chr12",119000001,120000000,"chr12-118",-0.024,-0.03,0.004,0,0.01
"chr12-119","chr12",120000001,121000000,"chr12-119",0.085,0.043,0.123,0.071,0.091
"chr12-120","chr12",121000001,122000000,"chr12-120",0.114,0.056,0.129,0.102,0.148
"chr12-121","chr12",122000001,122530623,"chr12-121",0.114,0.071,0.175,0.14,0.134
"chr12-122","chr12",122580624,123000000,"chr12-122",0.132,0.088,0.177,0.145,0.187
"chr12-123","chr12",123000001,124000000,"chr12-123",0.119,0.057,0.159,0.083,0.105
"chr12-124","chr12",124000001,125000000,"chr12-124",0.107,0.052,0.118,0.071,0.065
"chr12-125","chr12",125000001,126000000,"chr12-125",0.091,0.033,0.116,0.059,0.046
"chr12-126","chr12",126000001,127000000,"chr12-126",0.012,0.037,0.016,-0.023,0.027
"chr12-127","chr12",127000001,128000000,"chr12-127",-0.021,-0.002,-0.027,0,-0.031
"chr12-128","chr12",128000001,129000000,"chr12-128",-0.015,0.014,-0.018,0.043,0.061
"chr12-129","chr12",129000001,130000000,"chr12-129",0.065,0.037,0.068,0.073,0.1
"chr12-130","chr12",130000001,131000000,"chr12-130",0.012,-0.008,-0.029,0,-0.015
"chr12-131","chr12",131000001,132000000,"chr12-131",0.087,0.008,0.064,0.027,-0.012
"chr12-132","chr12",132000001,132706992,"chr12-132",0.129,0.106,0.163,0.114,0.059
"chr12-133","chr12",132806993,133000000,"chr12-133",0.145,0.068,0.188,0.079,-0.068
"chr12-134","chr12",133000001,133841895,"chr12-134",0.14,0.085,0.217,0.135,0.108
"chr13-001","chr13",19020001,20000000,"chr13-001",0.039,-0.003,0.044,-0.034,-0.07
"chr13-002","chr13",20000001,21000000,"chr13-002",0.08,0.086,0.147,0.093,0.154
"chr13-003","chr13",21000001,22000000,"chr13-003",0.066,0.054,0.094,0.097,0.134
"chr13-004","chr13",22000001,23000000,"chr13-004",0.041,0.043,0.032,0.036,0.083
"chr13-005","chr13",23000001,24000000,"chr13-005",0.024,0.013,0.015,-0.011,0.023
"chr13-006","chr13",24000001,25000000,"chr13-006",0.02,0.033,0.012,0.02,0.045
"chr13-007","chr13",25000001,26000000,"chr13-007",0.038,0.02,0.065,0.013,0.03
"chr13-008","chr13",26000001,27000000,"chr13-008",0.013,-0.004,0.031,0.001,0.008
"chr13-009","chr13",27000001,28000000,"chr13-009",0.026,0.016,0.032,-0.007,0.055
"chr13-010","chr13",28000001,29000000,"chr13-010",0.011,0.008,0.023,-0.025,0.03
"chr13-011","chr13",29000001,30000000,"chr13-011",0.023,0.008,0.068,0.054,0.088
"chr13-012","chr13",30000001,31000000,"chr13-012",0.046,0.057,0.033,0.023,0.038
"chr13-013","chr13",31000001,32000000,"chr13-013",0.033,0.012,0.026,0.034,0.04
"chr13-014","chr13",32000001,33000000,"chr13-014",-0.006,0.03,-0.002,0.018,0.074
"chr13-015","chr13",33000001,34000000,"chr13-015",0.016,0.054,0.007,0.039,0.082
"chr13-016","chr13",34000001,35000000,"chr13-016",-0.014,0.033,-0.049,0.005,0.063
"chr13-017","chr13",35000001,36000000,"chr13-017",-0.012,0.013,-0.074,-0.062,0.004
"chr13-018","chr13",36000001,37000000,"chr13-018",-0.04,-0.028,-0.053,-0.057,-0.004
"chr13-019","chr13",37000001,38000000,"chr13-019",-0.012,-0.006,-0.017,-0.007,0
"chr13-020","chr13",38000001,39000000,"chr13-020",-0.113,-0.104,-0.26,-0.211,-0.191
"chr13-021","chr13",39000001,40000000,"chr13-021",-0.022,-0.046,-0.109,-0.118,-0.083
"chr13-022","chr13",40000001,41000000,"chr13-022",-0.014,0.031,-0.042,-0.027,0.024
"chr13-023","chr13",41000001,42000000,"chr13-023",0.038,0.037,0.051,0.042,0.066
"chr13-024","chr13",42000001,43000000,"chr13-024",0.01,0.002,0.026,-0.053,0.012
"chr13-025","chr13",43000001,44000000,"chr13-025",-0.033,0.009,-0.062,-0.006,0.012
"chr13-026","chr13",44000001,45000000,"chr13-026",-0.015,0.033,-0.019,0.002,0
"chr13-027","chr13",45000001,46000000,"chr13-027",0.019,0.004,0.03,0.036,0.092
"chr13-028","chr13",46000001,47000000,"chr13-028",0.006,0.026,-0.013,-0.036,0.002
"chr13-029","chr13",47000001,48000000,"chr13-029",-0.006,0.028,-0.049,-0.025,-0.047
"chr13-030","chr13",48000001,49000000,"chr13-030",-0.017,0.019,0.038,-0.04,-0.034
"chr13-031","chr13",49000001,50000000,"chr13-031",-0.001,0.008,0.006,0.035,0.035
"chr13-032","chr13",50000001,51000000,"chr13-032",0.05,0.048,0.078,0.041,0.061
"chr13-033","chr13",51000001,52000000,"chr13-033",-0.049,-0.016,-0.079,-0.069,-0.065
"chr13-034","chr13",52000001,53000000,"chr13-034",0.012,-0.009,0.032,-0.017,-0.007
"chr13-035","chr13",53000001,54000000,"chr13-035",0.016,-0.003,0.041,-0.015,-0.023
"chr13-036","chr13",54000001,55000000,"chr13-036",-0.167,-0.08,-0.269,-0.344,-0.298
"chr13-037","chr13",55000001,56000000,"chr13-037",0.009,0.038,-0.16,-0.057,-0.015
"chr13-038","chr13",56000001,57000000,"chr13-038",-0.09,-0.039,-0.195,-0.2,-0.255
"chr13-039","chr13",57000001,58000000,"chr13-039",0.029,0.079,0.053,0.02,0.127
"chr13-040","chr13",58000001,59000000,"chr13-040",-0.097,-0.176,-0.126,-0.297,-0.339
"chr13-041","chr13",59000001,60000000,"chr13-041",-0.026,-0.016,-0.152,-0.171,-0.181
"chr13-042","chr13",60000001,61000000,"chr13-042",-0.048,-0.006,-0.115,-0.109,-0.066
"chr13-043","chr13",61000001,62000000,"chr13-043",-0.088,-0.055,-0.186,-0.158,-0.112
"chr13-044","chr13",62000001,63000000,"chr13-044",-0.213,-0.082,-0.32,-0.295,-0.222
"chr13-045","chr13",63000001,64000000,"chr13-045",-0.02,-0.032,-0.161,-0.099,-0.027
"chr13-046","chr13",64000001,65000000,"chr13-046",-0.073,-0.06,-0.133,-0.25,-0.291
"chr13-047","chr13",65000001,66000000,"chr13-047",-0.06,-0.091,-0.115,-0.165,-0.167
"chr13-048","chr13",66000001,67000000,"chr13-048",-0.059,-0.001,-0.068,-0.059,-0.028
"chr13-049","chr13",67000001,68000000,"chr13-049",-0.089,-0.038,-0.193,-0.132,-0.096
"chr13-050","chr13",68000001,69000000,"chr13-050",-0.096,-0.087,-0.143,-0.208,-0.135
"chr13-051","chr13",69000001,70000000,"chr13-051",-0.083,0.015,-0.129,-0.102,-0.081
"chr13-052","chr13",70000001,71000000,"chr13-052",0.002,-0.052,-0.147,-0.178,-0.152
"chr13-053","chr13",71000001,72000000,"chr13-053",-0.1,-0.112,-0.122,-0.158,-0.152
"chr13-054","chr13",72000001,73000000,"chr13-054",-0.066,0.046,-0.121,-0.059,-0.009
"chr13-055","chr13",73000001,74000000,"chr13-055",0.009,0.062,0.038,0.051,0.097
"chr13-056","chr13",74000001,75000000,"chr13-056",0.002,0.013,-0.079,-0.024,0.013
"chr13-057","chr13",75000001,76000000,"chr13-057",-0.073,0.012,-0.114,-0.076,-0.021
"chr13-058","chr13",76000001,77000000,"chr13-058",-0.056,0.037,-0.053,-0.028,0.013
"chr13-059","chr13",77000001,78000000,"chr13-059",-0.052,0.004,-0.011,-0.006,0.062
"chr13-060","chr13",78000001,79000000,"chr13-060",-0.047,-0.017,-0.129,-0.077,-0.045
"chr13-061","chr13",79000001,80000000,"chr13-061",-0.009,-0.042,-0.047,-0.047,-0.03
"chr13-062","chr13",80000001,81000000,"chr13-062",-0.029,0.026,-0.027,0.002,0.036
"chr13-063","chr13",81000001,82000000,"chr13-063",-0.073,-0.016,-0.11,-0.055,-0.041
"chr13-064","chr13",82000001,83000000,"chr13-064",-0.11,-0.019,-0.199,-0.083,-0.011
"chr13-065","chr13",83000001,84000000,"chr13-065",0.074,0.176,-0.024,0.069,0.097
"chr13-066","chr13",84000001,85000000,"chr13-066",-0.114,-0.093,-0.181,-0.13,-0.197
"chr13-067","chr13",85000001,86000000,"chr13-067",-0.043,0.018,-0.117,-0.084,0.005
"chr13-068","chr13",86000001,86760324,"chr13-068",-0.221,-0.105,-0.436,-0.338,-0.296
"chr13-069","chr13",86910325,88000000,"chr13-069",-0.087,0.008,-0.106,-0.1,-0.111
"chr13-070","chr13",88000001,89000000,"chr13-070",-0.092,-0.031,-0.066,-0.077,-0.154
"chr13-071","chr13",89000001,90000000,"chr13-071",-0.081,-0.011,-0.267,-0.067,-0.051
"chr13-072","chr13",90000001,91000000,"chr13-072",-0.077,-0.047,-0.166,-0.087,0.068
"chr13-073","chr13",91000001,92000000,"chr13-073",-0.094,-0.061,-0.131,-0.14,-0.057
"chr13-074","chr13",92000001,93000000,"chr13-074",-0.093,-0.08,-0.194,-0.104,-0.026
"chr13-075","chr13",93000001,94000000,"chr13-075",-0.074,-0.012,-0.141,-0.113,-0.1
"chr13-076","chr13",94000001,95000000,"chr13-076",-0.091,0.025,-0.124,-0.043,-0.008
"chr13-077","chr13",95000001,96000000,"chr13-077",0.035,0.052,0.081,0.035,0.088
"chr13-078","chr13",96000001,97000000,"chr13-078",-0.011,0.013,0.056,0.014,0.052
"chr13-079","chr13",97000001,98000000,"chr13-079",-0.035,0.001,-0.058,-0.019,0
"chr13-080","chr13",98000001,99000000,"chr13-080",0.018,0.046,0.033,0.054,0.055
"chr13-081","chr13",99000001,100000000,"chr13-081",0.036,0.053,0.035,0.047,0.062
"chr13-082","chr13",100000001,101000000,"chr13-082",0.046,0.019,0.054,0.024,0.026
"chr13-083","chr13",101000001,102000000,"chr13-083",-0.002,-0.003,-0.013,0.012,0.048
"chr13-084","chr13",102000001,103000000,"chr13-084",-0.051,0.003,-0.089,-0.078,-0.053
"chr13-085","chr13",103000001,104000000,"chr13-085",-0.042,-0.021,-0.014,-0.041,-0.006
"chr13-086","chr13",104000001,105000000,"chr13-086",-0.135,-0.05,-0.257,-0.149,-0.08
"chr13-087","chr13",105000001,106000000,"chr13-087",-0.008,0.088,-0.095,-0.084,-0.065
"chr13-088","chr13",106000001,107000000,"chr13-088",-0.087,-0.037,-0.169,-0.071,-0.055
"chr13-089","chr13",107000001,108000000,"chr13-089",0.023,0.031,-0.01,-0.01,0.046
"chr13-090","chr13",108000001,109000000,"chr13-090",-0.007,0.009,-0.084,-0.032,-0.007
"chr13-091","chr13",109000001,110000000,"chr13-091",-0.047,0.018,-0.065,0.028,0.025
"chr13-092","chr13",110000001,111000000,"chr13-092",0.001,0.012,-0.017,-0.014,-0.014
"chr13-093","chr13",111000001,112000000,"chr13-093",0.083,0.023,0.089,0.045,0.032
"chr13-094","chr13",112000001,112353994,"chr13-094",0.028,-0.033,-0.006,-0.035,-0.07
"chr13-095","chr13",112503995,113000000,"chr13-095",0.029,-0.038,0,-0.055,-0.116
"chr13-096","chr13",113000001,114000000,"chr13-096",0.093,0.032,0.086,0.044,0
"chr13-097","chr13",114000001,114325993,"chr13-097",0.134,0.102,0.175,0.108,0.04
"chr13-098","chr13",114739949,115000000,"chr13-098",0.172,0.094,0.205,0.129,0.056
"chr13-099","chr13",115000001,115109878,"chr13-099",0.014,0.078,0.112,0.119,0.174
"chr14-001","chr14",19000001,20000000,"chr14-001",0.127,0.108,0.057,0.058,-0.038
"chr14-002","chr14",20000001,21000000,"chr14-002",-0.006,-0.021,-0.026,0.006,-0.05
"chr14-003","chr14",21000001,22000000,"chr14-003",-0.009,-0.019,-0.016,-0.014,-0.01
"chr14-004","chr14",22000001,23000000,"chr14-004",-0.021,0.044,-0.106,-0.011,0.004
"chr14-005","chr14",23000001,24000000,"chr14-005",0.038,-0.011,0.046,-0.002,-0.011
"chr14-006","chr14",24000001,25000000,"chr14-006",0.048,-0.044,0.052,-0.031,-0.065
"chr14-007","chr14",25000001,26000000,"chr14-007",-0.038,-0.003,-0.129,-0.059,-0.079
"chr14-008","chr14",26000001,27000000,"chr14-008",-0.101,-0.107,-0.159,-0.148,-0.074
"chr14-009","chr14",27000001,28000000,"chr14-009",-0.094,-0.018,-0.128,-0.103,-0.134
"chr14-010","chr14",28000001,29000000,"chr14-010",-0.065,0.014,-0.184,-0.196,-0.06
"chr14-011","chr14",29000001,30000000,"chr14-011",-0.047,0.038,-0.073,-0.022,0.032
"chr14-012","chr14",30000001,31000000,"chr14-012",-0.082,-0.007,-0.077,-0.003,0.099
"chr14-013","chr14",31000001,32000000,"chr14-013",0.04,0.048,0.065,0.015,0.091
"chr14-014","chr14",32000001,33000000,"chr14-014",-0.026,0.011,-0.065,0.002,0.04
"chr14-015","chr14",33000001,34000000,"chr14-015",0.002,0.063,0.012,0.059,0.094
"chr14-016","chr14",34000001,35000000,"chr14-016",0.008,0.05,0.013,0.022,0.061
"chr14-017","chr14",35000001,36000000,"chr14-017",0.1,0.074,0.121,0.116,0.174
"chr14-018","chr14",36000001,37000000,"chr14-018",-0.019,-0.041,-0.031,-0.042,-0.067
"chr14-019","chr14",37000001,38000000,"chr14-019",-0.047,-0.096,-0.068,-0.153,-0.167
"chr14-020","chr14",38000001,39000000,"chr14-020",-0.02,-0.019,-0.031,-0.109,-0.113
"chr14-021","chr14",39000001,40000000,"chr14-021",0.052,0.031,0.102,0.048,0.087
"chr14-022","chr14",40000001,41000000,"chr14-022",-0.052,-0.008,-0.108,-0.099,-0.101
"chr14-023","chr14",41000001,42000000,"chr14-023",-0.135,-0.084,-0.114,-0.307,-0.093
"chr14-024","chr14",42000001,43000000,"chr14-024",-0.125,-0.138,-0.104,-0.157,-0.08
"chr14-025","chr14",43000001,44000000,"chr14-025",-0.058,-0.034,-0.072,-0.126,-0.116
"chr14-026","chr14",44000001,45000000,"chr14-026",-0.166,-0.072,-0.205,-0.3,-0.239
"chr14-027","chr14",45000001,46000000,"chr14-027",-0.008,0.035,-0.02,-0.052,0.026
"chr14-028","chr14",46000001,47000000,"chr14-028",-0.153,-0.044,-0.298,-0.335,-0.123
"chr14-029","chr14",47000001,48000000,"chr14-029",-0.126,-0.026,-0.128,-0.098,-0.009
"chr14-030","chr14",48000001,49000000,"chr14-030",-0.051,0.006,-0.027,-0.124,-0.163
"chr14-031","chr14",49000001,50000000,"chr14-031",-0.073,-0.026,-0.129,-0.076,-0.045
"chr14-032","chr14",50000001,51000000,"chr14-032",0.05,0.055,0.112,0.054,0.109
"chr14-033","chr14",51000001,52000000,"chr14-033",0.019,0.049,0.013,0.033,0.076
"chr14-034","chr14",52000001,53000000,"chr14-034",-0.013,-0.014,-0.038,-0.029,-0.061
"chr14-035","chr14",53000001,54000000,"chr14-035",0.052,0.064,0.079,0.061,0.121
"chr14-036","chr14",54000001,55000000,"chr14-036",-0.002,0.028,-0.017,-0.019,0.008
"chr14-037","chr14",55000001,56000000,"chr14-037",0.038,0.06,0.041,0.049,0.07
"chr14-038","chr14",56000001,57000000,"chr14-038",-0.013,0.014,-0.045,-0.019,0.045
"chr14-039","chr14",57000001,58000000,"chr14-039",-0.001,0,-0.03,-0.032,-0.003
"chr14-040","chr14",58000001,59000000,"chr14-040",-0.029,-0.048,-0.016,-0.088,0.015
"chr14-041","chr14",59000001,60000000,"chr14-041",0.014,0.015,-0.026,-0.019,0.008
"chr14-042","chr14",60000001,61000000,"chr14-042",-0.035,-0.031,-0.032,-0.067,-0.047
"chr14-043","chr14",61000001,62000000,"chr14-043",0.029,0.026,0.043,0.007,-0.009
"chr14-044","chr14",62000001,63000000,"chr14-044",-0.026,0.024,-0.043,-0.02,-0.018
"chr14-045","chr14",63000001,64000000,"chr14-045",-0.045,0.034,-0.112,-0.059,0.022
"chr14-046","chr14",64000001,65000000,"chr14-046",0.073,0.047,0.086,0.091,0.128
"chr14-047","chr14",65000001,66000000,"chr14-047",0.037,-0.007,0.043,0.015,0.028
"chr14-048","chr14",66000001,67000000,"chr14-048",0.005,0.039,-0.023,0.002,0.011
"chr14-049","chr14",67000001,68000000,"chr14-049",-0.016,-0.002,0.007,-0.03,-0.033
"chr14-050","chr14",68000001,69000000,"chr14-050",0.028,0.037,0.003,0.036,0.033
"chr14-051","chr14",69000001,70000000,"chr14-051",0.058,0.001,0.06,0.021,0.017
"chr14-052","chr14",70000001,71000000,"chr14-052",0.021,-0.025,0.024,0.014,-0.014
"chr14-053","chr14",71000001,72000000,"chr14-053",0,0.025,0.015,0.029,0.109
"chr14-054","chr14",72000001,73000000,"chr14-054",-0.036,0.02,-0.005,-0.003,0.041
"chr14-055","chr14",73000001,74000000,"chr14-055",0.076,0.034,0.1,0.057,0.08
"chr14-056","chr14",74000001,75000000,"chr14-056",0.078,0.057,0.112,0.074,0.061
"chr14-057","chr14",75000001,76000000,"chr14-057",0.063,0.018,0.08,0.041,0.042
"chr14-058","chr14",76000001,77000000,"chr14-058",-0.003,0.02,0.016,0.017,0.021
"chr14-059","chr14",77000001,78000000,"chr14-059",0.088,0.017,0.09,0.049,0.045
"chr14-060","chr14",78000001,79000000,"chr14-060",-0.011,-0.018,0.01,-0.034,-0.015
"chr14-061","chr14",79000001,80000000,"chr14-061",-0.083,-0.021,-0.113,-0.056,-0.022
"chr14-062","chr14",80000001,81000000,"chr14-062",-0.066,0.029,-0.121,-0.016,0
"chr14-063","chr14",81000001,82000000,"chr14-063",-0.028,-0.023,-0.063,-0.044,-0.021
"chr14-064","chr14",82000001,83000000,"chr14-064",-0.038,0.047,0.018,0.012,0.078
"chr14-065","chr14",83000001,84000000,"chr14-065",-0.018,0.061,-0.097,-0.006,-0.016
"chr14-066","chr14",84000001,85000000,"chr14-066",-0.084,-0.006,-0.256,-0.221,-0.148
"chr14-067","chr14",85000001,86000000,"chr14-067",-0.058,-0.023,-0.123,-0.113,-0.08
"chr14-068","chr14",86000001,87000000,"chr14-068",-0.005,0.01,-0.074,-0.011,0.028
"chr14-069","chr14",87000001,88000000,"chr14-069",-0.021,0.057,-0.104,-0.058,0.01
"chr14-070","chr14",88000001,89000000,"chr14-070",-0.025,0.005,-0.058,-0.024,-0.001
"chr14-071","chr14",89000001,90000000,"chr14-071",0.042,0.071,0.043,0.038,0.11
"chr14-072","chr14",90000001,91000000,"chr14-072",0.029,0.009,0.034,0.016,0.052
"chr14-073","chr14",91000001,92000000,"chr14-073",0.058,0.026,0.07,0.06,0.073
"chr14-074","chr14",92000001,93000000,"chr14-074",0.049,0.007,0.069,0.035,0.029
"chr14-075","chr14",93000001,94000000,"chr14-075",0.067,0.033,0.1,0.041,0.051
"chr14-076","chr14",94000001,95000000,"chr14-076",0.011,-0.041,-0.031,-0.055,-0.059
"chr14-077","chr14",95000001,96000000,"chr14-077",0.017,-0.029,-0.018,-0.007,-0.016
"chr14-078","chr14",96000001,97000000,"chr14-078",0.026,-0.01,0.014,-0.004,-0.02
"chr14-079","chr14",97000001,98000000,"chr14-079",0.005,-0.016,-0.013,-0.029,-0.03
"chr14-080","chr14",98000001,99000000,"chr14-080",-0.079,-0.019,-0.13,-0.088,-0.126
"chr14-081","chr14",99000001,100000000,"chr14-081",0.048,-0.006,0.027,0.015,-0.015
"chr14-082","chr14",100000001,101000000,"chr14-082",0.081,0.017,0.105,0.025,-0.01
"chr14-083","chr14",101000001,102000000,"chr14-083",0.019,-0.064,-0.022,-0.066,-0.124
"chr14-084","chr14",102000001,103000000,"chr14-084",0.089,0.058,0.122,0.096,0.09
"chr14-085","chr14",103000001,104000000,"chr14-085",0.11,0.096,0.178,0.126,0.11
"chr14-086","chr14",104000001,105000000,"chr14-086",0.108,0.061,0.149,0.072,-0.029
"chr14-087","chr14",105000001,106000000,"chr14-087",0.119,0.086,0.223,0.102,-0.009
"chr14-088","chr14",106000001,107000000,"chr14-088",0.083,-0.008,0.101,-0.03,-0.085
"chr14-089","chr14",107000001,107289540,"chr14-089",-0.039,-0.047,-0.055,-0.106,-0.141
"chr15-001","chr15",20000001,20894633,"chr15-001",-0.043,-0.045,0.174,0.08,-0.001
"chr15-002","chr15",20935076,21398819,"chr15-002",-0.126,-0.178,0.166,-0.121,-0.111
"chr15-003","chr15",21885001,22212114,"chr15-003",-0.037,-0.197,0.162,0.068,-0.294
"chr15-004","chr15",22262115,22596193,"chr15-004",-0.148,-0.143,0.087,0.251,-0.138
"chr15-005","chr15",22646194,23000000,"chr15-005",0.15,0.1,0.196,0.129,0.171
"chr15-006","chr15",23000001,23514853,"chr15-006",0.123,0.111,0.251,0.149,0.206
"chr15-007","chr15",23564854,24000000,"chr15-007",0.034,0.089,0.087,-0.021,-0.039
"chr15-008","chr15",24000001,25000000,"chr15-008",0.007,0.07,0.047,-0.017,-0.064
"chr15-009","chr15",25000001,26000000,"chr15-009",-0.006,-0.105,-0.08,-0.168,-0.295
"chr15-010","chr15",26000001,27000000,"chr15-010",0.04,-0.015,0.02,-0.005,-0.037
"chr15-011","chr15",27000001,28000000,"chr15-011",-0.038,-0.035,-0.022,-0.043,-0.017
"chr15-012","chr15",28000001,29000000,"chr15-012",0.087,0.071,0.132,0.069,0.051
"chr15-013","chr15",29000001,29159443,"chr15-013",0.081,0.09,0.216,0.092,0.125
"chr15-014","chr15",29209444,30000000,"chr15-014",0.033,-0.005,0.043,0.003,-0.009
"chr15-015","chr15",30000001,31000000,"chr15-015",0.021,0.021,0.077,0.032,0.062
"chr15-016","chr15",31000001,32000000,"chr15-016",0.052,-0.006,0.05,0.014,0.003
"chr15-017","chr15",32000001,33000000,"chr15-017",0.026,0.017,0.061,0.007,-0.002
"chr15-018","chr15",33000001,34000000,"chr15-018",-0.005,0.024,-0.002,-0.003,0.029
"chr15-019","chr15",34000001,35000000,"chr15-019",0.009,0.025,0.058,0.045,0.072
"chr15-020","chr15",35000001,36000000,"chr15-020",-0.051,-0.037,-0.079,-0.094,-0.04
"chr15-021","chr15",36000001,37000000,"chr15-021",-0.034,0,-0.081,-0.053,-0.069
"chr15-022","chr15",37000001,38000000,"chr15-022",0.033,0.076,0.001,0.077,0.044
"chr15-023","chr15",38000001,39000000,"chr15-023",-0.032,-0.009,-0.052,-0.029,0
"chr15-024","chr15",39000001,40000000,"chr15-024",-0.022,0.024,-0.075,-0.021,-0.032
"chr15-025","chr15",40000001,41000000,"chr15-025",0.041,-0.028,0.052,-0.023,-0.078
"chr15-026","chr15",41000001,42000000,"chr15-026",0.1,0.042,0.153,0.05,0.023
"chr15-027","chr15",42000001,43000000,"chr15-027",0.026,-0.034,0.025,-0.027,-0.065
"chr15-028","chr15",43000001,44000000,"chr15-028",0.044,0.015,0.063,0.024,0.051
"chr15-029","chr15",44000001,45000000,"chr15-029",0.076,0.067,0.131,0.088,0.114
"chr15-030","chr15",45000001,46000000,"chr15-030",0.031,0.003,0.051,-0.004,0.014
"chr15-031","chr15",46000001,47000000,"chr15-031",-0.091,0.028,-0.122,-0.133,-0.054
"chr15-032","chr15",47000001,48000000,"chr15-032",-0.078,-0.028,-0.156,-0.066,-0.028
"chr15-033","chr15",48000001,49000000,"chr15-033",-0.017,0.006,-0.035,-0.023,-0.008
"chr15-034","chr15",49000001,50000000,"chr15-034",-0.071,-0.056,-0.119,-0.114,-0.128
"chr15-035","chr15",50000001,51000000,"chr15-035",0.05,0.037,0.071,0.028,0.09
"chr15-036","chr15",51000001,52000000,"chr15-036",0,0.052,0.008,0.001,0.006
"chr15-037","chr15",52000001,53000000,"chr15-037",0.028,0.039,0.058,0.07,0.116
"chr15-038","chr15",53000001,54000000,"chr15-038",0.016,-0.083,-0.007,-0.135,-0.097
"chr15-039","chr15",54000001,55000000,"chr15-039",-0.03,0.027,-0.168,-0.044,-0.017
"chr15-040","chr15",55000001,56000000,"chr15-040",0.024,0.013,0.032,0.039,0.075
"chr15-041","chr15",56000001,57000000,"chr15-041",-0.033,0.034,-0.038,-0.028,0.029
"chr15-042","chr15",57000001,58000000,"chr15-042",-0.006,0.028,0.026,0.025,0.068
"chr15-043","chr15",58000001,59000000,"chr15-043",-0.006,0.032,-0.039,0.015,0.026
"chr15-044","chr15",59000001,60000000,"chr15-044",0.063,0.069,0.093,0.105,0.187
"chr15-045","chr15",60000001,61000000,"chr15-045",0.035,0.04,0.011,0.01,0.047
"chr15-046","chr15",61000001,62000000,"chr15-046",0.008,0.048,-0.012,0.012,0.012
"chr15-047","chr15",62000001,63000000,"chr15-047",-0.018,-0.014,-0.017,-0.022,-0.018
"chr15-048","chr15",63000001,64000000,"chr15-048",0.039,0.033,0.047,0.034,0.044
"chr15-049","chr15",64000001,65000000,"chr15-049",0.068,0.042,0.089,0.097,0.162
"chr15-050","chr15",65000001,66000000,"chr15-050",0.063,0.046,0.093,0.055,0.083
"chr15-051","chr15",66000001,67000000,"chr15-051",0.028,0.006,0.043,0.023,0.019
"chr15-052","chr15",67000001,68000000,"chr15-052",-0.006,-0.049,-0.02,-0.036,-0.049
"chr15-053","chr15",68000001,69000000,"chr15-053",0.031,-0.027,0.033,-0.032,-0.031
"chr15-054","chr15",69000001,70000000,"chr15-054",0.026,0.003,0.028,0.005,0.017
"chr15-055","chr15",70000001,71000000,"chr15-055",0.007,-0.028,-0.013,-0.019,-0.078
"chr15-056","chr15",71000001,72000000,"chr15-056",0.025,0.035,0.023,0.057,0.095
"chr15-057","chr15",72000001,73000000,"chr15-057",0.046,0.041,0.071,0.052,0.084
"chr15-058","chr15",73000001,74000000,"chr15-058",0.039,-0.011,0.031,-0.012,-0.024
"chr15-059","chr15",74000001,75000000,"chr15-059",0.06,-0.033,0.061,-0.008,-0.086
"chr15-060","chr15",75000001,76000000,"chr15-060",0.097,0.003,0.113,0.021,-0.036
"chr15-061","chr15",76000001,77000000,"chr15-061",0.04,-0.02,0.045,-0.023,-0.016
"chr15-062","chr15",77000001,78000000,"chr15-062",0.025,-0.02,0.025,-0.025,-0.047
"chr15-063","chr15",78000001,79000000,"chr15-063",0.049,-0.027,0.068,-0.023,-0.058
"chr15-064","chr15",79000001,80000000,"chr15-064",0.021,-0.019,0.053,-0.004,-0.029
"chr15-065","chr15",80000001,81000000,"chr15-065",0.005,0.002,0.022,0.012,0.019
"chr15-066","chr15",81000001,82000000,"chr15-066",-0.003,-0.011,0.015,-0.002,-0.012
"chr15-067","chr15",82000001,82829645,"chr15-067",0.003,0.025,0.044,-0.004,0.006
"chr15-068","chr15",82879646,84000000,"chr15-068",0.031,0.01,0.101,0.038,0.067
"chr15-069","chr15",84000001,84984473,"chr15-069",-0.018,-0.013,-0.021,-0.036,-0.102
"chr15-070","chr15",85034474,86000000,"chr15-070",0.063,0.056,0.115,0.087,0.102
"chr15-071","chr15",86000001,87000000,"chr15-071",0.053,0.066,0.028,0.072,0.096
"chr15-072","chr15",87000001,88000000,"chr15-072",-0.138,-0.084,-0.125,-0.078,-0.132
"chr15-073","chr15",88000001,89000000,"chr15-073",-0.044,-0.079,-0.053,-0.049,-0.085
"chr15-074","chr15",89000001,90000000,"chr15-074",0.028,-0.049,0.032,-0.052,-0.078
"chr15-075","chr15",90000001,91000000,"chr15-075",0.088,0.023,0.128,0.058,0.049
"chr15-076","chr15",91000001,92000000,"chr15-076",0.096,0.062,0.136,0.09,0.106
"chr15-077","chr15",92000001,93000000,"chr15-077",-0.026,0.002,-0.035,-0.018,-0.017
"chr15-078","chr15",93000001,94000000,"chr15-078",0.03,0.009,0.049,0.028,0.048
"chr15-079","chr15",94000001,95000000,"chr15-079",-0.054,-0.036,-0.092,-0.042,-0.028
"chr15-080","chr15",95000001,96000000,"chr15-080",-0.049,-0.015,-0.085,-0.05,0.027
"chr15-081","chr15",96000001,97000000,"chr15-081",0.012,0.021,0.01,0.054,0.031
